"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES"
"US1CORG0002","2004","37.5459","-106.1217","2332.9","MONTEVISTA 2.7 SSE, CO US","        56","N","        26","N","         1","N","       65","","        13","N","   277"," ,N,0212, ","   229"," ,N,0423, ","  27.9"," ,N,0423, ","    193.8"," ,N","     1012"," ,N"
"US1CORG0002","2005","37.5459","-106.1217","2332.9","MONTEVISTA 2.7 SSE, CO US","        51","N","        23","N","         0","N","","","","","","","","","  23.6"," ,N,0826, ","    242.6"," ,N","",""
"US1CORG0002","2006","37.5459","-106.1217","2332.9","MONTEVISTA 2.7 SSE, CO US","        68","N","        30","N","         1","N","","","         7","N","","","    97"," ,N,0429, ","  25.7"," ,N,0723, ","    268.5"," ,N","      560"," ,N"
"US1CORG0002","2007","37.5459","-106.1217","2332.9","MONTEVISTA 2.7 SSE, CO US","        78","N","        33","N","         1","N","","","        11","N","","","   142"," ,N,0201, ","  31.8"," ,N,0807, ","    269.6"," ,N","      829"," ,N"
"US1CORG0002","2008","37.5459","-106.1217","2332.9","MONTEVISTA 2.7 SSE, CO US","        64","N","        20","N","         0","N","","","        12","N","","","   117"," ,N,0205, ","  13.0"," ,N,0630, ","    164.5"," ,N","      929"," ,N"
"US1CORG0002","2009","37.5459","-106.1217","2332.9","MONTEVISTA 2.7 SSE, CO US","        68","N","        25","N","         0","N","","","","","","","","","  23.9"," ,N,1022, ","    239.1"," ,N","",""
"US1CORG0002","2010","37.5459","-106.1217","2332.9","MONTEVISTA 2.7 SSE, CO US","        67","N","        26","N","         0","N","","","","","","","","","  21.8"," ,N,0122, ","    167.8"," ,N","",""
"US1CORG0002","2011","37.5459","-106.1217","2332.9","MONTEVISTA 2.7 SSE, CO US","        60","N","        27","N","         0","N","","","","","","","","","  11.9"," ,N,0209, ","    175.8"," ,N","",""
"US1CORG0002","2012","37.5459","-106.1217","2332.9","MONTEVISTA 2.7 SSE, CO US","        55","N","        22","N","         0","N","","","","","","","","","  20.1"," ,N,0814, ","    178.7"," ,N","",""
"US1CORG0002","2013","37.5459","-106.1217","2332.9","MONTEVISTA 2.7 SSE, CO US","        63","N","        26","N","         0","N","","","","","","","","","  14.0"," ,N,0515, ","    208.9"," ,N","",""
"US1CORG0002","2014","37.5459","-106.1217","2332.9","MONTEVISTA 2.7 SSE, CO US","        71","N","        20","N","         1","N","","","","","","","","","  25.7"," ,N,1010, ","    199.6"," ,N","",""
"US1CORG0002","2015","37.5459","-106.1217","2332.9","MONTEVISTA 2.7 SSE, CO US","        80","N","        29","N","         1","N","","","","","","","","","  37.1"," ,N,0519, ","    285.1"," ,N","",""
"US1CORG0002","2017","37.5459","-106.1217","2332.9","MONTEVISTA 2.7 SSE, CO US","        70","N","        32","N","         1","N","","","","","","","","","  27.4"," ,N,0928, ","    278.1"," ,N","",""
"US1CORG0002","2018","37.5459","-106.1217","2332.9","MONTEVISTA 2.7 SSE, CO US","        50","N","        20","N","         0","N","","","","","","","","","  15.7"," ,N,0604, ","    165.1"," ,N","",""
"US1CORG0002","2019","37.5459","-106.1217","2332.9","MONTEVISTA 2.7 SSE, CO US","        64","N","        24","N","         2","N","","","","","","","","","  26.7"," ,N,0812, ","    232.9"," ,N","",""
"US1CORG0002","2020","37.5459","-106.1217","2332.9","MONTEVISTA 2.7 SSE, CO US","        50","N","        21","N","         1","N","","","","","","","","","  33.0"," ,N,0909, ","    185.9"," ,N","",""
"US1CORG0002","2021","37.5459","-106.1217","2332.9","MONTEVISTA 2.7 SSE, CO US","        50","N","        16","N","         0","N","","","","","","","","","  14.0"," ,N,0518, ","    132.4"," ,N","",""
"US1CORG0002","2022","37.5459","-106.1217","2332.9","MONTEVISTA 2.7 SSE, CO US","        61","N","        28","N","         0","N","","","","","","","","","  23.1"," ,N,0619, ","    222.4"," ,N","",""
"US1CORG0002","2023","37.5459","-106.1217","2332.9","MONTEVISTA 2.7 SSE, CO US","        38","N","        19","N","         0","N","","","","","","","","","  11.9"," ,N,0512, ","    131.9"," ,N","",""
"US1CORG0002","2024","37.5459","-106.1217","2332.9","MONTEVISTA 2.7 SSE, CO US","        68","N","        33","N","         1","N","","","","","","","","","  30.2"," ,N,0810, ","    321.2"," ,N","",""
