"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00275880","1889","42.883333","-71.033333","121.9","NEWTON, NH US","","","","","","","","","","","","","","","","","","","","","         7"," ","         1"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USC00275880","1890","42.883333","-71.033333","121.9","NEWTON, NH US","    195.1","","     195.1","6","","","","","","","        10","6","       154","6","        39","6","       116","6","         5","6","         3"," ","","","  -20.6","6,0222, ","","","   35.0","6,0708, ","-1.1","6,0925","-2.8","6,1022","-4.4","6,1105","-7.2","6,1123","-12.2","6,1124","0.0","6,0503","-2.2","6,0428","-5.0","6,0418","-8.3","6,0325","-10.0","6,0320","    3646.2","2","    3646.2","6","","","      7.76","6","     13.51","6","      2.01","6"
"USC00275880","1891","42.883333","-71.033333","121.9","NEWTON, NH US","","","","","","","","","","","","","","","","","","","","","        10"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USC00275880","1892","42.883333","-71.033333","121.9","NEWTON, NH US","    267.8","","     267.8","6","","","","","","","         7","6","       166","6","        50","6","       118","6","        16","6","         4"," ","         1"," ","  -21.1","6,1224, ","","","   35.0","6,0613, ","-1.7","6,1003","-2.8","6,1012","-4.4","6,1107","-6.7","6,1112","-8.9","6,1123","-3.9","6,0501","-3.9","6,0501","-5.0","6,0425","-6.7","6,0401","-13.3","6,0322","    3709.5","5","    3709.5","6","","","      7.94","6","     13.53","6","      2.35","6"
"USC00275880","1893","42.883333","-71.033333","121.9","NEWTON, NH US","    188.5","","     188.5","6","        88","6","        63","6","         7","6","        14","6","       166","6","        64","6","       106","6","         9","6","","","","","  -22.8","6,1214, ","  96.8"," ,6,0504, ","   33.9","6,0605, ","-0.6","6,0927","-2.8","6,1017","-5.6","6,1031","-8.3","6,1111","-9.4","6,1126","-0.6","6,0509","-5.0","6,0426","-5.0","6,0426","-10.0","6,0407","-10.0","6,0407","    4335.1","1","    4335.1","6","   1032.7"," ,6","      6.83","6","     12.53","6","      1.12","6"
"USC00275880","1894","42.883333","-71.033333","121.9","NEWTON, NH US","","","","","","","","","","","","","","","        50","6","       123","6","        16","6","         1"," ","","","","","","","   36.7","6,0720, ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","     14.02","6","",""
"USC00275880","1895","42.883333","-71.033333","121.9","NEWTON, NH US","    225.4","","     225.4","6","        81","6","        64","6","        10","6","         9","6","       167","6","        46","6","       127","6","         7","6","         2"," ","","","  -24.4","6,0206, ","  87.9"," ,6,1013, ","   35.0","6,0602, ","-1.1","6,1009","-5.6","6,1011","-5.6","6,1011","-7.8","6,1022","-12.2","6,1122","-1.7","6,0519","-5.0","6,0502","-5.0","6,0502","-9.4","6,0321","-9.4","6,0321","    4093.2","2","    4093.2","6","    998.3"," ,6","      7.76","6","     14.00","6","      1.52","6"
"USC00275880","1896","42.883333","-71.033333","121.9","NEWTON, NH US","    248.2","","     248.2","6","        88","6","        61","6","         9","6","         9","6","       159","6","        57","6","       118","6","        10","6","","","","","  -26.7","6,0217, ","  82.8"," ,6,0906, ","   33.9","6,0812,+","0.0","6,0924","-3.9","6,1010","-5.6","6,1020","-7.2","6,1115","-10.0","6,1121","0.0","6,0508","-2.2","6,0501","-4.4","6,0410","-6.7","6,0329","-10.6","6,0325","    3963.4","4","    3963.4","6","    971.9"," ,6","      7.60","6","     13.26","6","      1.93","6"
"USC00275880","1897","42.883333","-71.033333","121.9","NEWTON, NH US","    184.9","","     184.9","6","        94","6","        73","6","        13","6","         4","6","       153","6","        48","6","       114","6","         4","6","         1"," ","","","  -21.1","6,0301,+","  91.4"," ,6,0610, ","   35.0","6,0709,+","-1.1","6,0922","-3.9","6,1003","-5.0","6,1024","-7.2","6,1118","-9.4","6,1123","-0.6","6,0507","-6.7","6,0421","-6.7","6,0421","-6.7","6,0421","-12.2","6,0318","    3905.0","0","    3905.0","6","   1161.6"," ,6","      7.87","6","     13.65","6","      2.08","6"
"USC00275880","1898","42.883333","-71.033333","121.9","NEWTON, NH US","    283.2","","     283.2","6","       109","6","        81","6","        16","6","        11","6","       154","6","        33","6","       120","6","         5","6","","","","","  -25.6","6,0131, ","  67.3"," ,6,0223, ","   36.7","6,0704, ","-1.1","6,1007","-3.3","6,1010","-4.4","6,1018","-8.3","6,1113","-10.0","6,1126","-4.4","6,0510","-4.4","6,0510","-4.4","6,0510","-11.1","6,0404","-11.1","6,0404","    3926.2","2","    3926.2","6","   1294.0"," ,6","      8.23","6","     13.98","6","      2.48","6"
