"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USR0000CBRI","2009","37.9442","-122.1178","442.0","BRIONES CALIFORNIA, CA US","    430.1","","     430.1","U","         0","U","         4","U","         0","U","       159","U","        37","U","   -2.2","U,1209, ","   39.4","U,0628, ","-0.6","U,1207","-2.2","U,1209","","","","","    1723.3","3","    1723.3","U","     14.53","U","     19.80","U","      9.27","U"
"USR0000CBRI","2010","37.9442","-122.1178","442.0","BRIONES CALIFORNIA, CA US","    294.9","","     294.9","U","         0","U","         1","U","         0","U","       140","U","        21","U","   -0.6","U,1124, ","   39.4","U,0825, ","-0.6","U,1124","","","","","","","    1869.9","9","    1869.9","U","     13.86","U","     18.88","U","      8.84","U"
"USR0000CBRI","2011","37.9442","-122.1178","442.0","BRIONES CALIFORNIA, CA US","    342.4","","     342.4","U","         0","U","         5","U","         0","U","       131","U","        23","U","   -2.2","U,0226, ","   36.7","U,0621, ","","","","","-2.2","U,0226","-2.2","U,0226","    2018.5","5","    2018.5","U","     13.93","U","     18.98","U","      8.88","U"
"USR0000CBRI","2012","37.9442","-122.1178","442.0","BRIONES CALIFORNIA, CA US","    406.6","","     406.6","U","         0","U","         1","U","         0","U","       157","U","        30","U","   -0.6","U,0116, ","   38.3","U,0616, ","","","","","-0.6","U,0116","","","    1736.4","4","    1736.4","U","     14.72","U","     20.16","U","      9.29","U"
"USR0000CBRI","2013","37.9442","-122.1178","442.0","BRIONES CALIFORNIA, CA US","    330.2","","     330.2","U","         0","U","         6","U","         0","U","       172","U","        22","U","   -2.8","U,1208, ","   38.3","U,0608, ","-1.1","U,1207","-2.8","U,1208","-0.6","U,0114","","","    1624.1","1","    1624.1","U","     14.98","U","     20.54","U","      9.42","U"
"USR0000CBRI","2014","37.9442","-122.1178","442.0","BRIONES CALIFORNIA, CA US","    443.5","","     443.5","U","         0","U","         0","U","         0","U","       180","U","        31","U","    2.2","U,1231,+","   38.3","U,0609, ","","","","","","","","","    1311.7","7","    1311.7","U","     16.18","U","     21.51","U","     10.85","U"
"USR0000CBRI","2015","37.9442","-122.1178","442.0","BRIONES CALIFORNIA, CA US","    413.9","","     413.9","U","         0","U","         0","U","         0","U","       169","U","        26","U","    0.6","U,1231,+","   38.3","U,0910,+","","","","","","","","","    1263.7","7","    1263.7","U","     15.65","U","     20.85","U","     10.44","U"
"USR0000CBRI","2016","37.9442","-122.1178","442.0","BRIONES CALIFORNIA, CA US","    394.9","","     394.9","U","         0","U","         1","U","         0","U","       167","U","        33","U","   -0.6","U,0101, ","   38.9","U,0726, ","","","","","-0.6","U,0101","","","    1460.2","2","    1460.2","U","     15.31","U","     20.52","U","     10.09","U"
"USR0000CBRI","2018","37.9442","-122.1178","442.0","BRIONES CALIFORNIA, CA US","    392.6","","     392.6","U","         0","U","         1","U","         0","U","       171","U","        28","U","    0.0","U,0223, ","   37.8","U,0623, ","","","","","0.0","U,0223","","","","","","","     15.18","U","     20.53","U","      9.83","U"
"USR0000CBRI","2019","37.9442","-122.1178","442.0","BRIONES CALIFORNIA, CA US","    404.3","","     404.3","U","         0","U","         0","U","         0","U","       169","U","        30","U","    0.6","U,0222,+","   38.9","U,0814, ","","","","","","","","","    1625.3","3","    1625.3","U","     15.00","U","     20.07","U","      9.92","U"
"USR0000CBRI","2021","37.9442","-122.1178","442.0","BRIONES CALIFORNIA, CA US","    471.9","","     471.9","U","         0","U","         0","U","         0","U","       163","U","        43","U","    0.6","U,0126, ","   40.0","U,0617, ","","","","","","","","","    1418.8","8","    1418.8","U","     15.24","U","     20.87","U","      9.61","U"
"USR0000CBRI","2022","37.9442","-122.1178","442.0","BRIONES CALIFORNIA, CA US","    512.5","","     512.5","U","         0","U","         0","U","         0","U","       174","U","        39","U","    0.6","U,0102, ","   43.3","U,0905, ","","","","","","","","","    1508.1","1","    1508.1","U","     15.55","U","     21.16","U","      9.94","U"
"USR0000CBRI","2023","37.9442","-122.1178","442.0","BRIONES CALIFORNIA, CA US","    394.7","","     394.7","U","         0","U","         3","U","         0","U","       140","U","        28","U","   -0.6","U,0301, ","   38.9","U,0715,+","","","","","-0.6","U,0301","","","    1977.7","7","    1977.7","U","     14.37","U","     19.52","U","      9.21","U"
"USR0000CBRI","2024","37.9442","-122.1178","442.0","BRIONES CALIFORNIA, CA US","    610.9","","     610.9","U","         0","U","         0","U","         0","U","       175","U","        49","U","    0.6","U,0107, ","   42.2","U,0706, ","","","","","","","","","    1496.9","9","    1496.9","U","     15.81","U","     21.25","U","     10.38","U"
