"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"NLE00113712","2011","52.9181","4.1503","51.0","HOORN A, NL","","","","","","","","","","","","","","","","","","","","","","","","","    2895.9","9","    2895.9","E","","","","","",""
"NLE00113712","2013","52.9181","4.1503","51.0","HOORN A, NL","     20.3","","      20.3","E","         0","E","        35","E","         2","E","         9","E","         0","E","   -4.2","E,0120, ","   26.5","E,0801, ","","","-0.1","E,0330","-2.9","E,0324","","","","","      9.82","E","     11.20","E","      8.44","E"
"NLE00113712","2014","52.9181","4.1503","51.0","HOORN A, NL","     22.7","","      22.7","E","         0","E","         2","E","         0","E","         7","E","         0","E","   -0.8","E,0129, ","   22.4","E,0718, ","","","-0.6","E,0130","","","    2394.0","0","    2394.0","E","     12.09","E","     13.42","E","     10.76","E"
"NLE00113712","2015","52.9181","4.1503","51.0","HOORN A, NL","     12.8","","      12.8","E","         0","E","         1","E","         0","E","         9","E","         0","E","   -1.3","E,0122, ","   23.6","E,0822, ","","","-1.3","E,0122","","","    2518.6","6","    2518.6","E","     11.17","E","     12.49","E","      9.85","E"
"NLE00113712","2016","52.9181","4.1503","51.0","HOORN A, NL","     48.1","","      48.1","E","         0","E","         0","E","         0","E","        15","E","         0","E","    0.8","E,0118, ","   27.9","E,0913, ","","","","","","","    2438.5","5","    2438.5","E","     11.42","E","     12.79","E","     10.05","E"
"NLE00113712","2017","52.9181","4.1503","51.0","HOORN A, NL","      9.5","","       9.5","E","         0","E","         5","E","         1","E","         7","E","         0","E","   -1.7","E,0210, ","   24.4","E,0527, ","","","-1.1","E,0212","","","    2457.9","9","    2457.9","E","     11.41","E","     12.81","E","     10.00","E"
"NLE00113712","2018","52.9181","4.1503","51.0","HOORN A, NL","","","","","","","","","","","","","","","","","","","","","","","","","    2639.0","0","    2639.0","E","","","","","",""
"NLE00113712","2019","52.9181","4.1503","51.0","HOORN A, NL","     55.3","","      55.3","E","         0","E","         4","E","         0","E","        19","E","         0","E","   -0.4","E,0125, ","   28.1","E,0726,+","","","-0.2","E,0131","","","","","","","     11.57","E","     12.98","E","     10.16","E"
"NLE00113712","2020","52.9181","4.1503","51.0","HOORN A, NL","     66.4","","      66.4","E","         0","E","         0","E","         0","E","        18","E","         0","E","    1.4","E,0227, ","   28.7","E,0807, ","","","","","","","    2478.0","0","    2478.0","E","     11.77","E","     13.18","E","     10.37","E"
"NLE00113712","2021","52.9181","4.1503","51.0","HOORN A, NL","      6.9","","       6.9","E","         0","E","        11","E","         4","E","         4","E","         0","E","   -3.8","E,0207, ","   23.5","E,0908, ","-0.3","E,1225","-1.0","E,0405","-3.3","E,0213","    2755.5","5","    2755.5","E","     10.84","E","     12.12","E","      9.56","E"
"NLE00113712","2022","52.9181","4.1503","51.0","HOORN A, NL","","","","","","","","","","","","","","","","","","","","","","","","","    2397.6","6","    2397.6","E","","","","","",""
