"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES"
"USC00288685","1948","39.78333","-75.4","3.0","SWEDESBORO 5 NW, NJ US","       139","0","        96","0","        12","0","","","","","","","","","  50.8"," ,0,0102, ","   1162.5"," ,0","",""
"USC00288685","1949","39.78333","-75.4","3.0","SWEDESBORO 5 NW, NJ US","       109","0","        70","0","        10","0","","","        15"," ","         1"," ","","","  45.0"," ,0,0713, ","    988.6"," ,0","",""
"USC00288685","1950","39.78333","-75.4","3.0","SWEDESBORO 5 NW, NJ US","       125","0","        69","0","         7","0","","","        37"," ","         9"," ","","","  49.8"," ,0,0803, ","   1013.6"," ,0","",""
"USC00288685","1951","39.78333","-75.4","3.0","SWEDESBORO 5 NW, NJ US","       120","0","        63","0","        10","0","","","        36"," ","         6"," ","","","  47.0"," ,0,1221, ","    968.0"," ,0","",""
"USC00288685","1952","39.78333","-75.4","3.0","SWEDESBORO 5 NW, NJ US","       121","0","        75","0","        12","0","","","        25"," ","        13"," ","",""," 118.6"," ,0,0709, ","   1178.0"," ,0","",""
"USC00288685","1953","39.78333","-75.4","3.0","SWEDESBORO 5 NW, NJ US","       100","0","        78","0","        14","0","         4","0","        28"," ","        12"," ","   102"," ,0,1107, ","  90.9"," ,0,0723, ","   1245.7"," ,0","      280"," ,0"
"USC00288685","1954","39.78333","-75.4","3.0","SWEDESBORO 5 NW, NJ US","       117","0","        64","0","         7","0","         3","0","        14"," ","        10"," ","   203"," ,0,0111, ","  46.0"," ,0,0831, ","    835.7"," ,0","      343"," ,0"
"USC00288685","1955","39.78333","-75.4","3.0","SWEDESBORO 5 NW, NJ US","       108","0","        58","0","         6","0","","","        13"," ","         8"," ","",""," 110.5"," ,0,0813, ","    874.1"," ,0","",""
"USC00288685","1956","39.78333","-75.4","3.0","SWEDESBORO 5 NW, NJ US","       152","0","        78","0","         8","0","         3","0","        18"," ","         8"," ","   203"," ,0,0319, ","  83.1"," ,0,1102, ","   1116.0"," ,0","      368"," ,0"
"USC00288685","1957","39.78333","-75.4","3.0","SWEDESBORO 5 NW, NJ US","       130","0","        69","0","         4","0","","","        11"," ","         9"," ","","","  46.7"," ,0,0617, ","    872.2"," ,0","",""
"USC00288685","1958","39.78333","-75.4","3.0","SWEDESBORO 5 NW, NJ US","       108","0","        72","0","        18","0","","","        12"," ","        13"," ","","","  53.3"," ,0,1023, ","   1302.4"," ,0","",""
"USC00288685","1959","39.78333","-75.4","3.0","SWEDESBORO 5 NW, NJ US","","","","","","","","","         2"," ","","","","","","","","","",""
