"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES"
"USC00515021","1950","19.58333","-155.33333","1748.3","KULANI SCHOOL SITE 78, HI US","        0","","         0","0","        12"," ","         4"," ","     0"," ,0,1231,+","     0"," ,0,1231,+","        0"," ,0"
"USC00515021","1951","19.58333","-155.33333","1748.3","KULANI SCHOOL SITE 78, HI US","        0","","         0","0","        18"," ","","","     0"," ,0,1231,+","     0"," ,0,1231,+","        0"," ,0"
"USC00515021","1952","19.58333","-155.33333","1748.3","KULANI SCHOOL SITE 78, HI US","        0","","         0","0","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+","        0"," ,0"
"USC00515021","1953","19.58333","-155.33333","1748.3","KULANI SCHOOL SITE 78, HI US","        0","","         0","0","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+","        0"," ,0"
"USC00515021","1954","19.58333","-155.33333","1748.3","KULANI SCHOOL SITE 78, HI US","        0","","         0","0","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+","        0"," ,0"
"USC00515021","1955","19.58333","-155.33333","1748.3","KULANI SCHOOL SITE 78, HI US","        0","","         0","0","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+","        0"," ,0"
"USC00515021","1956","19.58333","-155.33333","1748.3","KULANI SCHOOL SITE 78, HI US","        0","","         0","0","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+","        0"," ,0"
"USC00515021","1957","19.58333","-155.33333","1748.3","KULANI SCHOOL SITE 78, HI US","        0","","         0","0","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+","        0"," ,0"
"USC00515021","1958","19.58333","-155.33333","1748.3","KULANI SCHOOL SITE 78, HI US","        0","","         0","0","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+","        0"," ,0"
"USC00515021","1959","19.58333","-155.33333","1748.3","KULANI SCHOOL SITE 78, HI US","        0","","         0","0","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+","        0"," ,0"
"USC00515021","1960","19.58333","-155.33333","1748.3","KULANI SCHOOL SITE 78, HI US","        0","","         0","0","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+","        0"," ,0"
"USC00515021","1961","19.58333","-155.33333","1748.3","KULANI SCHOOL SITE 78, HI US","        0","","         0","0","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+","        0"," ,0"
"USC00515021","1962","19.58333","-155.33333","1748.3","KULANI SCHOOL SITE 78, HI US","        0","","         0","0","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+","        0"," ,0"
"USC00515021","1963","19.58333","-155.33333","1748.3","KULANI SCHOOL SITE 78, HI US","        0","","         0","0","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+","        0"," ,0"
"USC00515021","1964","19.58333","-155.33333","1748.3","KULANI SCHOOL SITE 78, HI US","        0","","         0","0","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+","        0"," ,0"
"USC00515021","1965","19.58333","-155.33333","1748.3","KULANI SCHOOL SITE 78, HI US","        0","","         0","0","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+","        0"," ,0"
"USC00515021","1966","19.58333","-155.33333","1748.3","KULANI SCHOOL SITE 78, HI US","        0","","         0","0","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+","        0"," ,0"
"USC00515021","1968","19.58333","-155.33333","1748.3","KULANI SCHOOL SITE 78, HI US","        0","","         0","0","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+","        0"," ,0"
"USC00515021","1969","19.58333","-155.33333","1748.3","KULANI SCHOOL SITE 78, HI US","        0","","         0","0","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+","        0"," ,0"
"USC00515021","1970","19.58333","-155.33333","1748.3","KULANI SCHOOL SITE 78, HI US","        0","","         0","0","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+","        0"," ,0"
"USC00515021","1971","19.58333","-155.33333","1748.3","KULANI SCHOOL SITE 78, HI US","        0","","         0","0","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+","        0"," ,0"
"USC00515021","1972","19.58333","-155.33333","1748.3","KULANI SCHOOL SITE 78, HI US","        0","","         0","0","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+","        0"," ,0"
"USC00515021","1973","19.58333","-155.33333","1748.3","KULANI SCHOOL SITE 78, HI US","        0","","         0","0","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+","        0"," ,0"
"USC00515021","1975","19.58333","-155.33333","1748.3","KULANI SCHOOL SITE 78, HI US","        0","","         0","0","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+","        0"," ,0"
"USC00515021","1976","19.58333","-155.33333","1748.3","KULANI SCHOOL SITE 78, HI US","        0","","         0","0","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+","        0"," ,0"
"USC00515021","1977","19.58333","-155.33333","1748.3","KULANI SCHOOL SITE 78, HI US","        0","","         0","0","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+","        0"," ,0"
"USC00515021","1978","19.58333","-155.33333","1748.3","KULANI SCHOOL SITE 78, HI US","        0","","         0","0","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+","        0"," ,0"
"USC00515021","1979","19.58333","-155.33333","1748.3","KULANI SCHOOL SITE 78, HI US","        0","","         0","0","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+","        0"," ,0"
"USC00515021","1980","19.58333","-155.33333","1748.3","KULANI SCHOOL SITE 78, HI US","        0","","         0","0","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+","        0"," ,0"
"USC00515021","1981","19.58333","-155.33333","1748.3","KULANI SCHOOL SITE 78, HI US","        0","","         0","0","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+","        0"," ,0"
"USC00515021","1982","19.58333","-155.33333","1748.3","KULANI SCHOOL SITE 78, HI US","","","         0","0","","","","","","","     0"," ,0,1231,+","        0"," ,0"
"USC00515021","1983","19.58333","-155.33333","1748.3","KULANI SCHOOL SITE 78, HI US","        0","","         0","0","         1"," ","","","     0"," ,0,1231,+","     0"," ,0,1231,+","        0"," ,0"
"USC00515021","1984","19.58333","-155.33333","1748.3","KULANI SCHOOL SITE 78, HI US","","","         0","0","         4"," ","","","","","     0"," ,0,1231,+","        0"," ,0"
"USC00515021","1985","19.58333","-155.33333","1748.3","KULANI SCHOOL SITE 78, HI US","        0","","         0","0","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+","        0"," ,0"
"USC00515021","1986","19.58333","-155.33333","1748.3","KULANI SCHOOL SITE 78, HI US","        0","","         0","0","         4"," ","","","     0"," ,0,1231,+","     0"," ,0,1231,+","        0"," ,0"
"USC00515021","1987","19.58333","-155.33333","1748.3","KULANI SCHOOL SITE 78, HI US","        0","","         0","0","         3"," ","","","     0"," ,0,1231,+","     0"," ,0,1231,+","        0"," ,0"
"USC00515021","1988","19.58333","-155.33333","1748.3","KULANI SCHOOL SITE 78, HI US","        0","","         0","0","         3"," ","","","     0"," ,0,1231,+","     0"," ,0,1231,+","        0"," ,0"
"USC00515021","1989","19.58333","-155.33333","1748.3","KULANI SCHOOL SITE 78, HI US","        0","","         0","0","         1"," ","","","     0"," ,0,1231,+","     0"," ,0,1231,+","        0"," ,0"
"USC00515021","1990","19.58333","-155.33333","1748.3","KULANI SCHOOL SITE 78, HI US","        0","","         0","0","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+","        0"," ,0"
"USC00515021","1992","19.58333","-155.33333","1748.3","KULANI SCHOOL SITE 78, HI US","        0","","         0","0","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+","        0"," ,0"
"USC00515021","1993","19.58333","-155.33333","1748.3","KULANI SCHOOL SITE 78, HI US","        0","","         0","0","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+","        0"," ,0"
"USC00515021","1994","19.58333","-155.33333","1748.3","KULANI SCHOOL SITE 78, HI US","        0","","         0","0","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+","        0"," ,0"
