"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"GLW00016404","1949","61.233333","-48.1","32.0","IVIGTUT, GL","      0.0","","       0.0","X","       130","X","        76","X","        14","X","","","        46","X","         8","X","       228","X","       133","X","         0","X","         0","X","       117"," ","  -26.7","X,0312, ","","","   358"," ,X,0318, ","  84.1"," ,X,0108, ","   18.3","X,0811,+","0.0","X,0907","-2.2","X,0916","-5.0","X,1003","-8.3","X,1021","-9.4","X,1105","-0.6","X,0604","-2.8","X,0513","-4.4","X,0510","-6.7","X,0502","-9.4","X,0422","","","","","   1263.9"," ,X","     5042"," ,X","     -0.13","X","      3.01","X","     -3.27","X"
"GLW00016404","1950","61.233333","-48.1","32.0","IVIGTUT, GL","      0.0","","       0.0","X","       130","X","        74","X","         9","X","      129","","        31","X","         1","X","       191","X","       107","X","         1","X","         0","X","       104"," ","  -17.8","X,0130, ","   813"," ,X,0220,+","   178"," ,X,0920, ","  43.2"," ,X,0925, ","   21.7","X,0623, ","-0.6","X,0920","-2.8","X,0921","-6.7","X,1009","-6.7","X,1009","-8.9","X,1113","0.0","X,0514","-2.2","X,0507","-7.8","X,0410","-7.8","X,0410","-8.9","X,0409","    6190.9","9","    6190.9","X","    930.4"," ,X","     2381"," ,X","      1.59","X","      4.49","X","     -1.32","X"
"GLW00016404","1951","61.233333","-48.1","32.0","IVIGTUT, GL","","","","","","","","","","","","","","","","","","","","","","","","","        44"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    6083.5","5","    6083.5","X","","","","","","","","","",""
