"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"NO000080700","1917","66.8167","13.9831","39.0","GLOMFJORD, NO","","","","","       209","E","       169","E","        11","E","","","         0"," ","       165","E","","","","","","","  -16.8","E,0203,+","",""," 110.0"," ,E,1002, ","","","-0.2","E,1030","-2.4","E,1125","-6.9","E,1126","-6.9","E,1126","-10.2","E,1128","-1.2","E,0521","-4.0","E,0520","-7.3","E,0430","-7.3","E,0430","-10.0","E,0429","","","","","   2006.9"," ,E","","","","","      0.89","E"
"NO000080700","1918","66.8167","13.9831","39.0","GLOMFJORD, NO","","","","","       182","E","       135","E","        13","E","","","         0"," ","       109","E","","","","","","","  -14.0","E,0104, ","","","  71.2"," ,E,0529, ","","","-1.3","E,1025","-3.3","E,1026","-5.9","E,1121","-7.3","E,1214","","","-1.9","E,0510","-3.2","E,0430","-5.8","E,0419","-8.2","E,0327","-11.0","E,0326","","","","","   1690.6"," ,E","","","","","      2.75","E"
"NO000080700","1919","66.8167","13.9831","39.0","GLOMFJORD, NO","","","","","       191","E","       129","E","        18","E","","","         0"," ","       165","E","","","","","","","  -15.2","E,1225,+","","","  84.8"," ,E,1022, ","","","-0.2","E,1011","-2.9","E,1027","-4.7","E,1029","-7.6","E,1107","-9.0","E,1111","-0.3","E,0430","-2.3","E,0424","-7.3","E,0409","-7.3","E,0409","-10.2","E,0325","","","","","   1770.0"," ,E","","","","","      1.75","E"
"NO000080700","1920","66.8167","13.9831","39.0","GLOMFJORD, NO","","","","","       219","E","       164","E","        16","E","","","         0"," ","        95","E","","","","","","","   -7.5","E,1229, ","","","  59.2"," ,E,0804, ","","","-1.1","E,1016","-3.0","E,1118","-4.8","E,1226","-7.5","E,1229","","","-1.1","E,0414","-3.2","E,0309","-5.4","E,0229","-7.3","E,0228","","","","","","","   2169.6"," ,E","","","","","      3.97","E"
"NO000080700","1921","66.8167","13.9831","39.0","GLOMFJORD, NO","","","","","       250","E","       196","E","        24","E","","","","","","","","","","","","","","","","","  63.5"," ,E,1124,+","","","","","","","","","","","","","","","","","","","","","","","","","","","   2725.3"," ,E","","","","","",""
"NO000080700","1922","66.8167","13.9831","39.0","GLOMFJORD, NO","","","","","       180","E","       128","E","        14","E","","","         0"," ","       142","E","","","","","","","  -11.5","E,0320, ","","","  82.2"," ,E,0911, ","","","-2.9","E,1023","-2.9","E,1023","-4.9","E,1027","-10.0","E,1129","-10.0","E,1129","-6.5","E,0412","-6.5","E,0412","-6.5","E,0412","-8.9","E,0411","-8.9","E,0411","","","","","   1684.0"," ,E","","","","","      2.43","E"
"NO000080700","1923","66.8167","13.9831","39.0","GLOMFJORD, NO","","","","","       185","E","       122","E","        10","E","","","         0"," ","       117","E","","","","","","","  -13.4","E,1223, ","","","  64.7"," ,E,0929, ","","","-0.2","E,1005","-2.6","E,1006","-4.6","E,1108","-8.6","E,1122","-9.6","E,1221","-0.5","E,0504","-2.5","E,0428","-4.5","E,0423","-6.8","E,0302","-9.7","E,0227","","","","","   1413.8"," ,E","","","","","      2.06","E"
"NO000080700","1924","66.8167","13.9831","39.0","GLOMFJORD, NO","","","","","       194","E","       140","E","        16","E","","","         0"," ","       120","E","","","","","","","  -14.5","E,0318,+","","","  59.8"," ,E,1023, ","","","-2.6","E,1022","-2.6","E,1022","-4.5","E,1128","-7.1","E,1202","-9.7","E,1203","-1.2","E,0428","-2.4","E,0426","-4.6","E,0415","-7.1","E,0409","-11.0","E,0321","","","","","   1888.1"," ,E","","","","","      3.13","E"
"NO000080700","1925","66.8167","13.9831","39.0","GLOMFJORD, NO","","","","","       209","E","       150","E","        18","E","","","         0"," ","       132","E","","","","","","","  -14.4","E,1219, ","","","  78.7"," ,E,1112, ","","","-0.1","E,1007","-4.7","E,1013","-4.7","E,1013","-6.9","E,1107","-10.4","E,1108","-0.8","E,0506","-2.6","E,0404","-5.1","E,0323","-7.3","E,0317","-10.4","E,0316","","","","","   2110.1"," ,E","","","","","      2.69","E"
"NO000080700","1926","66.8167","13.9831","39.0","GLOMFJORD, NO","","","","","       191","E","       130","E","        16","E","","","         0"," ","       136","E","","","","","","","  -13.6","E,0221, ","","","  57.2"," ,E,1225, ","","","-0.7","E,1014","-2.3","E,1021","-6.9","E,1025","-6.9","E,1025","-9.3","E,1201","-1.6","E,0528","-3.7","E,0415","-5.8","E,0413","-7.8","E,0308","-11.2","E,0222","","","","","   1899.6"," ,E","","","","","      2.61","E"
"NO000080700","1927","66.8167","13.9831","39.0","GLOMFJORD, NO","","","","","       185","E","       122","E","        11","E","","","         0"," ","       154","E","","","","","","","  -14.6","E,0102, ","","","  57.8"," ,E,1004, ","","","-0.6","E,1012","-2.2","E,1021","-4.9","E,1029","-7.0","E,1112","-10.3","E,1215","-0.6","E,0515","-2.3","E,0512","-5.0","E,0421","-7.9","E,0221","-11.0","E,0103","","","","","   1595.4"," ,E","","","","","      2.69","E"
"NO000080700","1928","66.8167","13.9831","39.0","GLOMFJORD, NO","","","","","       201","E","       133","E","        15","E","","","         0"," ","       111","E","","","","","","","   -9.0","E,0212, ","","","  88.4"," ,E,0424, ","","","-1.2","E,0928","-3.6","E,1016","-6.6","E,1112","-7.1","E,1216","","","-1.1","E,0512","-2.3","E,0509","-5.1","E,0423","-7.4","E,0310","-8.9","E,0213","","","","","   1778.7"," ,E","","","","","      2.87","E"
"NO000080700","1929","66.8167","13.9831","39.0","GLOMFJORD, NO","","","","","       214","E","       150","E","        15","E","","","         0"," ","        95","E","","","","","","","  -13.6","E,0117, ","","","  58.3"," ,E,1218, ","","","0.0","E,1018","-2.3","E,1120","","","","","","","-1.6","E,0503","-4.4","E,0502","-4.4","E,0502","-9.8","E,0421","-9.8","E,0421","","","","","   1877.4"," ,E","","","","","      2.83","E"
"NO000080700","1930","66.8167","13.9831","39.0","GLOMFJORD, NO","","","","","       165","E","       124","E","        20","E","","","         0"," ","        87","E","","","","","","","   -8.0","E,0316, ","",""," 114.8"," ,E,0301, ","","","-1.0","E,1009","-3.0","E,1116","-4.8","E,1117","","","","","0.0","E,0506","-2.8","E,0419","-4.6","E,0327","-7.1","E,0318","","","","","","","   2098.9"," ,E","","","","","      4.02","E"
"NO000080700","1931","66.8167","13.9831","39.0","GLOMFJORD, NO","","","","","       193","E","       136","E","        12","E","","","         0"," ","       124","E","","","","","","","  -11.5","E,0228, ","",""," 101.4"," ,E,1016, ","","","-0.1","E,1021","-2.5","E,1022","-5.6","E,1023","-6.7","E,1031","-9.1","E,1229","-0.5","E,0511","-3.0","E,0412","-5.8","E,0407","-8.9","E,0330","-8.9","E,0330","","","","","   1825.7"," ,E","","","","","      2.36","E"
"NO000080700","1932","66.8167","13.9831","39.0","GLOMFJORD, NO","","","","","       233","E","       162","E","        22","E","","","         0"," ","       103","E","","","","","","","  -10.5","E,0104, ","",""," 108.7"," ,E,1225, ","","","-0.3","E,1003","-2.3","E,1026","-4.4","E,1105","","","","","-1.5","E,0507","-4.0","E,0506","-5.7","E,0420","-7.1","E,0319","-9.6","E,0311","","","","","   2639.0"," ,E","","","","","      2.76","E"
"NO000080700","1933","66.8167","13.9831","39.0","GLOMFJORD, NO","","","","","       193","E","       136","E","        13","E","","","         0"," ","       116","E","","","","","","","  -12.6","E,0220, ","","","  48.2"," ,E,0909, ","","","0.0","E,1009","-6.3","E,1106","-6.3","E,1106","-7.8","E,1212","-12.1","E,1229","-0.7","E,0507","-2.7","E,0502","-5.6","E,0418","-7.4","E,0416","-9.9","E,0319","","","","","   1721.0"," ,E","","","","","      2.83","E"
"NO000080700","1934","66.8167","13.9831","39.0","GLOMFJORD, NO","","","","","       190","E","       143","E","        18","E","","","         0"," ","        88","E","","","","","","","  -11.0","E,0209, ","","","  77.4"," ,E,1128, ","","","-3.6","E,1031","-3.6","E,1031","-4.6","E,1227","","","","","-3.0","E,0413","-3.0","E,0413","-6.2","E,0410","-8.6","E,0409","-8.9","E,0314","","","","","   1981.2"," ,E","","","","","      4.03","E"
"NO000080700","1935","66.8167","13.9831","39.0","GLOMFJORD, NO","","","","","       201","E","       118","E","         7","E","","","         0"," ","       114","E","","","","","","","  -12.0","E,0127, ","","","  70.2"," ,E,0122, ","","","-2.5","E,1027","-2.5","E,1027","-6.0","E,1224","","","","","-1.4","E,0515","-2.2","E,0514","-5.6","E,0430","-9.7","E,0327","-9.7","E,0327","","","","","   1342.2"," ,E","","","","","      2.49","E"
"NO000080700","1936","66.8167","13.9831","39.0","GLOMFJORD, NO","","","","","       205","E","       145","E","        22","E","","","         0"," ","       139","E","","","","","","","  -10.7","E,0216, ","","","  56.5"," ,E,0806, ","","","-0.3","E,0926","-2.5","E,1015","-4.6","E,1204","-6.9","E,1208","","","-2.9","E,0418","-2.9","E,0418","-5.7","E,0416","-7.1","E,0415","-8.9","E,0404","","","","","   2035.1"," ,E","","","","","      2.73","E"
"NO000080700","1937","66.8167","13.9831","39.0","GLOMFJORD, NO","","","","","       147","E","       109","E","        17","E","","","         0"," ","       119","E","","","","","","","  -15.4","E,0311, ","","","  52.0"," ,E,0924, ","","","-0.5","E,1110","-3.3","E,1113","-6.5","E,1201","-9.6","E,1202","-9.6","E,1202","0.0","E,0402","-3.6","E,0330","-4.7","E,0329","-9.2","E,0314","-9.2","E,0314","","","","","   1527.5"," ,E","","","","","      3.28","E"
"NO000080700","1938","66.8167","13.9831","39.0","GLOMFJORD, NO","","","","","       221","E","       159","E","        19","E","","","         0"," ","        78","E","","","","","","","   -8.9","E,0401, ","","","  89.5"," ,E,0411, ","","","-0.5","E,1111","-3.9","E,1220","-4.6","E,1221","","","","","-0.4","E,0507","-2.7","E,0409","-6.3","E,0405","-8.9","E,0401","-8.9","E,0401","","","","","   2162.5"," ,E","","","","","      4.31","E"
"NO000080700","1939","66.8167","13.9831","39.0","GLOMFJORD, NO","","","","","       197","E","       147","E","        14","E","","","         0"," ","       122","E","","","","","","","  -10.3","E,1231,+","",""," 101.2"," ,E,1217, ","","","-0.4","E,0926","-2.4","E,1118","-4.9","E,1119","-8.6","E,1220","-10.2","E,1224","-5.2","E,0504","-5.2","E,0504","-5.2","E,0504","-7.4","E,0327","-8.9","E,0318","","","","","   1984.7"," ,E","","","","","      2.82","E"
"NO000080700","1940","66.8167","13.9831","39.0","GLOMFJORD, NO","","","","","       209","E","       137","E","         7","E","","","         0"," ","       141","E","","","","","","","  -16.1","E,0115, ","","","  49.4"," ,E,0828, ","","","-0.6","E,1022","-3.8","E,1106","-5.3","E,1108","-7.6","E,1212","-13.0","E,1230","0.0","E,0512","-3.8","E,0427","-5.2","E,0411","-7.1","E,0405","-10.7","E,0329","","","","","   1609.8"," ,E","","","","","      1.76","E"
"NO000080700","1941","66.8167","13.9831","39.0","GLOMFJORD, NO","","","","","       175","E","       133","E","        27","E","","","         0"," ","       155","E","","","","","","","  -13.9","E,0114, ","","","  94.0"," ,E,0905, ","","","-0.4","E,1011","-2.3","E,1026","-7.6","E,1027","-7.6","E,1027","-9.4","E,1210","-0.4","E,0519","-2.6","E,0517","-7.4","E,0417","-7.4","E,0417","-10.0","E,0327","","","","","   2181.0"," ,E","","","","","      1.64","E"
"NO000080700","1942","66.8167","13.9831","39.0","GLOMFJORD, NO","","","","","       205","E","       157","E","        17","E","","","         0"," ","       142","E","","","","","","","  -15.2","E,0311,+","","","  93.5"," ,E,0911, ","","","-1.7","E,1019","-2.5","E,1021","-8.0","E,1128","-8.0","E,1128","-9.2","E,1206","-0.4","E,0517","-2.4","E,0512","-4.4","E,0506","-9.9","E,0401","-9.9","E,0401","","","","","   2223.8"," ,E","","","","","      1.56","E"
"NO000080700","1943","66.8167","13.9831","39.0","GLOMFJORD, NO","","","","","       216","E","       155","E","        23","E","","","         0"," ","       117","E","","","","","","","  -12.3","E,0124, ","","","  58.7"," ,E,1105, ","","","-0.3","E,0928","-2.8","E,1108","-4.6","E,1117","-9.3","E,1209","-9.3","E,1209","-2.2","E,0429","-2.2","E,0429","-4.5","E,0413","-9.4","E,0404","-9.4","E,0404","","","","","   2225.6"," ,E","","","","","      2.88","E"
"NO000080700","1944","66.8167","13.9831","39.0","GLOMFJORD, NO","","","","","       195","E","       141","E","        22","E","","","         0"," ","       131","E","","","","","","","  -12.2","E,0227, ","","","  72.0"," ,E,0807, ","","","-0.2","E,1101","-3.0","E,1116","-4.8","E,1127","","","","","0.0","E,0524","-4.5","E,0505","-4.5","E,0505","-7.3","E,0413","-10.1","E,0330","","","","","   2003.1"," ,E","","","","","      2.54","E"
"NO000080700","1945","66.8167","13.9831","39.0","GLOMFJORD, NO","","","","","       197","E","       133","E","        16","E","","","         0"," ","       120","E","","","","","","","   -9.8","E,1228, ","","","  64.0"," ,E,1002, ","","","-0.6","E,1010","-2.2","E,1020","-4.8","E,1130","-6.9","E,1212","-9.8","E,1228","-0.8","E,0509","-2.4","E,0426","-6.5","E,0413","-6.8","E,0316","-9.2","E,0203","","","","","   1818.9"," ,E","","","","","      2.57","E"
"NO000080700","1946","66.8167","13.9831","39.0","GLOMFJORD, NO","","","","","       185","E","       128","E","        19","E","","","         0"," ","       112","E","","","","","","","  -14.8","E,0209, ","","","  78.4"," ,E,1010, ","","","-0.8","E,1021","-2.2","E,1022","-10.2","E,1113","-10.2","E,1113","-10.2","E,1113","-0.2","E,0506","-4.8","E,0415","-4.8","E,0415","-7.2","E,0412","-10.0","E,0314","","","","","   1996.6"," ,E","","","","","      3.02","E"
