"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","PSUN","PSUN_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF1","WDF1_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WDFM","WDFM_ATTRIBUTES","WSF1","WSF1_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES","WSFM","WSFM_ATTRIBUTES"
"USW00013897","1948","36.11054","-86.68815","178.9","NASHVILLE INTERNATIONAL AIRPORT, TN US","","","    986.2","","     986.2","0","       118","0","        76","0","        13","0","       18","","         6","0","         4","0","        67","0","        14","0","       211","0","        65","0","        96"," ","","","        53"," ","  -18.9","0,0125, ","   229"," ,0,0127, ","   178"," ,0,0116, ","  67.8"," ,0,0101, ","   38.3","0,0704, ","-0.6","0,1017","-2.2","0,1018","-4.4","0,1124","-9.4","0,1226","-9.4","0,1226","-0.6","0,0329","-6.1","0,0313","-6.1","0,0313","-8.3","0,0210","-9.4","0,0203","","","","","   1179.3"," ,0","","","      504"," ,0","     15.46","0","     21.50","0","      9.43","0","","","","","","","","","","","","","","","","","","","","","",""
"USW00013897","1949","36.11054","-86.68815","178.9","NASHVILLE INTERNATIONAL AIRPORT, TN US","","","    920.4","","     920.4","0","       128","0","        87","0","        14","0","        3","","         1","0","         0","0","        66","0","         4","0","       206","0","        48","0","       102"," ","","","        61"," ","  -13.9","0,0201, ","    76"," ,0,0131, ","    66"," ,0,0130, ","  78.2"," ,0,0614, ","   35.6","0,0727, ","0.0","0,1101","-2.2","0,1106","-5.6","0,1122","-7.2","0,1215","-9.4","0,1216","0.0","0,0419","-3.9","0,0319","-6.1","0,0316","-8.3","0,0202","-13.9","0,0201","    1796.5","5","    1796.5","0","   1323.6"," ,0","","","       89"," ,0","     15.86","0","     21.60","0","     10.13","0","","","","","","","","","","","","","","","","","","","","","",""
"USW00013897","1950","36.11054","-86.68815","178.9","NASHVILLE INTERNATIONAL AIRPORT, TN US","","","    777.2","","     777.2","0","       139","0","        90","0","        20","0","        7","","         3","0","         1","0","        89","0","        10","0","       205","0","        21","0","       119"," ","","","        58"," ","  -18.3","0,1125, ","   102"," ,0,1124, ","   183"," ,0,1124, ","  84.6"," ,0,0705, ","   35.0","0,0626, ","-1.1","0,1105","-2.8","0,1110","-4.4","0,1111","-7.2","0,1123","-16.1","0,1124","-0.6","0,0416","-2.2","0,0415","-5.6","0,0309","-6.7","0,0302","","","    1851.5","5","    1851.5","0","   1633.0"," ,0","","","      275"," ,0","     14.74","0","     20.40","0","      9.09","0","","","","","","","","","","","","","","","","","","","","","",""
"USW00013897","1951","36.11054","-86.68815","178.9","NASHVILLE INTERNATIONAL AIRPORT, TN US","","","    980.9","","     980.9","0","       129","0","        85","0","        15","0","       16","","         9","0","         3","0","        74","0","        10","0","       199","0","        66","0","       109"," ","","","        62"," ","  -25.0","0,0202, ","   203"," ,0,0202,+","   132"," ,0,0201, ","  97.3"," ,0,0131, ","   38.3","0,0831, ","-3.9","0,1102","-3.9","0,1102","-9.4","0,1103","-9.4","0,1103","-9.4","0,1103","0.0","0,0402","-4.4","0,0322","-4.4","0,0322","-10.6","0,0208","-10.6","0,0208","    2240.7","7","    2240.7","0","   1483.8"," ,0","","","      651"," ,0","     15.13","0","     21.10","0","      9.16","0","","","","","","","","","","","","","","","","","","","","","",""
"USW00013897","1952","36.11054","-86.68815","178.9","NASHVILLE INTERNATIONAL AIRPORT, TN US","","","   1122.5","","    1122.5","0","       104","0","        76","0","         8","0","        0","","         0","0","         0","0","        61","0","         3","0","       195","0","        81","0","       107"," ","","","        46"," ","  -10.0","0,0130,+","     0","T,0,1214,+","    10"," ,0,1129, "," 117.6"," ,0,0322, ","   41.7","0,0728,+","-1.7","0,1021","-2.2","0,1022","-6.7","0,1128","-6.7","0,1128","","","0.0","0,0407","-3.3","0,0317","-5.0","0,0305","-10.0","0,0130","-10.0","0,0130","    1966.1","1","    1966.1","0","   1011.3"," ,0","","","       29"," ,0","     15.89","0","     22.04","0","      9.73","0","","","","","","","","","","","","","","","","","","","","","",""
"USW00013897","1953","36.11054","-86.68815","178.9","NASHVILLE INTERNATIONAL AIRPORT, TN US","","","   1074.2","","    1074.2","0","       102","0","        72","0","        12","0","        1","","         1","0","         0","0","        68","0","         3","0","       204","0","        78","0","        99"," ","","","        54"," ","  -12.8","0,1224,+","    25"," ,0,1214, ","    76"," ,0,1214, ","  47.8"," ,0,0707, ","   38.9","0,0901, ","-1.7","0,1106","-3.9","0,1107","-6.1","0,1128","-8.3","0,1216","-10.6","0,1217","-0.6","0,0419","-2.2","0,0309","-4.4","0,0223","","","","","    1935.9","9","    1935.9","0","   1040.3"," ,0","","","       87"," ,0","     16.15","0","     22.62","0","      9.68","0","","","","","","","","","","","","","","","","","","","","","",""
"USW00013897","1954","36.11054","-86.68815","178.9","NASHVILLE INTERNATIONAL AIRPORT, TN US","","","   1224.1","","    1224.1","0","       107","0","        70","0","        13","0","        0","","         1","0","         0","0","        75","0","         2","0","       204","0","        96","0","        78"," ","","","        66"," ","  -11.7","0,0113,+","     0","T,0,1219,+","    25"," ,0,1102, ","  73.2"," ,0,0920, ","   40.6","0,0905,+","0.0","0,1030","-6.1","0,1102","-6.1","0,1102","-7.2","0,1103","","","0.0","0,0402","-2.2","0,0317","-4.4","0,0305","-6.7","0,0208","-11.7","0,0113","    1941.9","9","    1941.9","0","   1086.2"," ,0","","","       43"," ,0","     16.23","0","     22.45","0","     10.00","0","","","","","","","","","","","","","","","","","","","","","",""
"USW00013897","1955","36.11054","-86.68815","178.9","NASHVILLE INTERNATIONAL AIRPORT, TN US","","","   1070.0","","    1070.0","0","       115","0","        82","0","        11","0","        5","","         3","0","         0","0","        85","0","         6","0","       216","0","        74","0","        98"," ","","","        64"," ","  -13.3","0,0213,+","   102"," ,0,0119, ","    64"," ,0,0118, ","  83.1"," ,0,0321, ","   36.7","0,0909,+","0.0","0,1025","-3.3","0,1104","-4.4","0,1109","-8.9","0,1128","-8.9","0,1128","0.0","0,0331","-3.3","0,0329","-5.0","0,0328","-8.9","0,0327","-8.9","0,0327","    1989.7","7","    1989.7","0","   1153.9"," ,0","","","      172"," ,0","     15.65","0","     21.64","0","      9.66","0","","","","","","","","","","","","","","","","","","","","","",""
"USW00013897","1956","36.11054","-86.68815","178.9","NASHVILLE INTERNATIONAL AIRPORT, TN US","","","    994.0","","     994.0","0","       126","0","        79","0","         9","0","        3","","         1","0","         0","0","        62","0","         2","0","       209","0","        74","0","       115"," ","","","        65"," ","  -10.0","0,0124,+","   102"," ,0,0124, ","   127"," ,0,0123, ","  93.7"," ,0,0129, ","   38.3","0,0727, ","-1.7","0,1109","-2.2","0,1113","-4.4","0,1124","","","","","-2.8","0,0325","-2.8","0,0325","-4.4","0,0320","-10.0","0,0124","-10.0","0,0124","    2113.5","5","    2113.5","0","   1116.6"," ,0","","","      130"," ,0","     16.05","0","     22.07","0","     10.02","0","","","","","","","","","","","","","","","","","","","","","",""
"USW00013897","1957","36.11054","-86.68815","178.9","NASHVILLE INTERNATIONAL AIRPORT, TN US","","","    972.8","","     972.8","0","       142","0","        98","0","        16","0","        1","","         1","0","         0","0","        63","0","         6","0","       189","0","        48","0","       140"," ","","","        60"," ","  -13.3","0,0117, ","    51"," ,0,0308, ","    79"," ,0,0307, ","  77.5"," ,0,0129, ","   35.6","0,0811,+","0.0","0,1027","-2.2","0,1028","-4.4","0,1110","-12.2","0,1211","-12.2","0,1211","0.0","0,0415","-2.8","0,0310","-4.4","0,0221","-6.7","0,0119","-13.3","0,0117","    1750.4","4","    1750.4","0","   1526.3"," ,0","","","      117"," ,0","     15.65","0","     21.08","0","     10.22","0","","","","","","","","","","","","","","","","","","","","","",""
