"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"KUM00040568","2008","29.767","48.367","5.9","BUBYAN ISLAND, KU","        27","S","         5","S","         0","S","         0"," ","         6","S","   -2.3","S,0117, ","  14.5"," ,S,0111, ","-0.7","S,1218","-2.3","S,0117","-2.3","S,0117","","","     59.8"," ,S","     18.33","S"
"KUM00040568","2009","29.767","48.367","5.9","BUBYAN ISLAND, KU","","","","","","","         0"," ","         5","S","   -4.8","S,0104, ","","","","","-0.6","S,0107","-3.8","S,0105","-4.8","S,0104","","","     18.78","S"
"KUM00040568","2010","29.767","48.367","5.9","BUBYAN ISLAND, KU","","","","","","","         0"," ","         0","S","    1.5","S,1216, ","","","","","","","","","","","","","     20.06","S"
