"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES"
"US1ILMD0047","2023","38.745292","-90.097653","129.5","GRANITE CITY 2.7 NE, IL US","    636.2"," ,N"
"US1ILMD0047","2024","38.745292","-90.097653","129.5","GRANITE CITY 2.7 NE, IL US","   1205.4"," ,N"
