"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES"
"USC00210974","2012","46.3047","-96.5216","296.0","BRECKENRIDGE 3 E, MN US","        12"," ","         2"," ","",""
"USC00210974","2013","46.3047","-96.5216","296.0","BRECKENRIDGE 3 E, MN US","         7"," ","         2"," ","",""
"USC00210974","2014","46.3047","-96.5216","296.0","BRECKENRIDGE 3 E, MN US","         4"," ","","","",""
"USC00210974","2015","46.3047","-96.5216","296.0","BRECKENRIDGE 3 E, MN US","         1"," ","","","",""
"USC00210974","2021","46.3047","-96.5216","296.0","BRECKENRIDGE 3 E, MN US","         5"," ","","","    492.6"," ,7"
"USC00210974","2022","46.3047","-96.5216","296.0","BRECKENRIDGE 3 E, MN US","         6"," ","         4"," ","",""
"USC00210974","2023","46.3047","-96.5216","296.0","BRECKENRIDGE 3 E, MN US","         4"," ","","","",""
