"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES"
"CA00402DAF0","1995","50.9167","-109.5","676.0","LEADER AIRPORT, SK CA","","","","","        45","C","        23","C","         0","C","","","","","","","","","","","","","","","","","  25.0"," ,C,0813, ","","","","","","","","","","","","","","","","","","","","","","","","","","","    197.4"," ,C","","","","","","","","","","","",""
"CA00402DAF0","1997","50.9167","-109.5","676.0","LEADER AIRPORT, SK CA","    133.9","","     133.9","C","        50","C","        26","C","         0","C","         0","C","        42","C","       188","C","        85","C","       112","C","        11","C","  -40.5","C,0125, ","     4"," ,C,1024, ","  19.8"," ,C,0421, ","   37.2","C,0806, ","-1.6","C,0919","-2.2","C,1005","-4.9","C,1006","-7.0","C,1013","-9.3","C,1109","-1.0","C,0514","-2.7","C,0508","-5.6","C,0415","-8.5","C,0412","-10.9","C,0411","","","","","    209.8"," ,C","        4"," ,C","      4.06","C","     10.74","C","     -2.62","C","","","",""
"CA00402DAF0","1998","50.9167","-109.5","676.0","LEADER AIRPORT, SK CA","    188.2","","     188.2","C","        65","C","        25","C","         2","C","         1","C","        37","C","       185","C","        83","C","       112","C","        16","C","  -38.7","C,0112, ","    53"," ,C,1115, ","  45.6"," ,C,0627, ","   36.0","C,0907, ","-2.5","C,0930","-2.5","C,0930","-4.6","C,1019","-7.6","C,1030","-10.7","C,1111","-2.7","C,0603","-2.7","C,0603","-8.7","C,0419","-8.7","C,0419","-9.7","C,0320","    4701.6","6","    4701.6","C","    295.5"," ,C","      162"," ,C","      5.10","C","     11.70","C","     -1.50","C","","","",""
"CA00402DAF0","1999","50.9167","-109.5","676.0","LEADER AIRPORT, SK CA","     63.3","","      63.3","C","        82","C","        26","C","         4","C","         4","C","        32","C","       194","C","        57","C","        81","C","         4","C","  -34.1","C,0108, ","    59"," ,C,1218, ","  70.0"," ,C,0718, ","   36.1","C,0830, ","0.0","C,0902","-2.2","C,0909","-5.9","C,0927","-9.3","C,1002","-9.3","C,1002","-0.1","C,0517","-2.5","C,0506","-5.3","C,0423","-9.4","C,0416","-9.4","C,0416","    4903.8","8","    4903.8","C","    363.1"," ,C","      349"," ,C","      5.04","C","     11.70","C","     -1.61","C","","","",""
"CA00402DAF0","2000","50.9167","-109.5","676.0","LEADER AIRPORT, SK CA","    116.4","","     116.4","C","        97","C","        29","C","         1","C","","","        69","C","       204","C","       102","C","       101","C","         9","C","  -34.9","C,1216, ","","","  85.0"," ,C,0703, ","   35.0","C,0713, ","-0.1","C,0921","-3.2","C,0922","-6.5","C,0923","-9.8","C,1005","-9.8","C,1005","0.0","C,0530","-4.6","C,0512","-4.6","C,0512","-8.3","C,0415","-9.6","C,0414","    5115.1","1","    5115.1","C","    322.6"," ,C","","","      3.19","C","     10.20","C","     -3.83","C","","","",""
"CA00402DAF0","2001","50.9167","-109.5","676.0","LEADER AIRPORT, SK CA","    168.8","","     168.8","C","        68","C","        20","C","         0","C","","","        42","C","       199","C","        78","C","       118","C","        18","C","  -32.4","C,0226, ","","","  18.8"," ,C,0615, ","   38.6","C,0803, ","0.0","C,0929","-7.4","C,1004","-7.4","C,1004","-7.4","C,1004","-9.1","C,1005","-1.7","C,0521","-3.3","C,0511","-6.9","C,0423","-6.9","C,0423","-13.8","C,0421","    5434.9","9","    5434.9","C","    210.1"," ,C","","","      4.83","C","     12.13","C","     -2.47","C","","","",""
"CA00402DAF0","2002","50.9167","-109.5","676.0","LEADER AIRPORT, SK CA","    157.8","","     157.8","C","        83","C","        25","C","         0","C","","","        43","C","       224","C","        87","C","        89","C","        11","C","  -39.6","C,0128, ","","","  22.2"," ,C,0930, ","   37.4","C,0712, ","0.0","C,0922","-4.6","C,0923","-4.6","C,0923","-7.8","C,1012","-10.2","C,1022","-0.2","C,0525","-5.2","C,0523","-5.2","C,0523","-6.7","C,0516","-12.5","C,0501","    5520.8","8","    5520.8","C","    275.7"," ,C","","","      3.27","C","      9.81","C","     -3.27","C","","","",""
"CA00402DAF0","2003","50.9167","-109.5","676.0","LEADER AIRPORT, SK CA","    208.3","","     208.3","C","        99","C","        33","C","         1","C","","","        53","C","       174","C","       105","C","       111","C","        21","C","  -37.4","C,0122, ","","","  55.0"," ,C,0620, ","   40.0","C,0816, ","0.0","C,0924","-3.3","C,0928","-5.9","C,1015","-9.1","C,1016","-9.1","C,1016","-5.3","C,0519","-5.3","C,0519","-5.3","C,0519","-7.4","C,0407","-9.1","C,0403","    5386.3","3","    5386.3","C","    345.4"," ,C","","","      4.00","C","     10.73","C","     -2.73","C","","","",""
"CA00402DAF0","2004","50.9167","-109.5","676.0","LEADER AIRPORT, SK CA","     66.9","","      66.9","C","        96","C","        33","C","         0","C","","","        32","C","       199","C","        63","C","        88","C","         4","C","  -36.7","C,0127, ","","","  21.6"," ,C,0823, ","   36.6","C,0717, ","-0.7","C,0921","-6.4","C,0930","-6.4","C,0930","-10.0","C,1001","-10.0","C,1001","-1.5","C,0514","-5.8","C,0510","-5.8","C,0510","-10.0","C,0409","-10.0","C,0409","    5274.3","3","    5274.3","C","    322.6"," ,C","","","      4.20","C","     10.78","C","     -2.39","C","","","",""
"CA00402DAF0","2006","50.9167","-109.5","676.0","LEADER AIRPORT, SK CA","    173.1","","     173.1","C","       104","C","        33","C","         0","C","         7","C","        26","C","       190","C","        74","C","       123","C","        19","C","  -28.8","C,1202, ","    73"," ,C,1127, ","  23.6"," ,C,0608, ","   36.0","C,0829, ","-1.0","C,1003","-4.1","C,1008","-7.7","C,1009","-7.7","C,1009","-12.4","C,1011","-0.6","C,0511","-5.4","C,0504","-5.4","C,0504","-7.5","C,0424","-9.8","C,0317","    4657.3","3","    4657.3","C","    316.6"," ,C","      731"," ,C","      5.70","C","     12.34","C","     -0.95","C","","","",""
