"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"IN019180500","1901","26.3","73.017","224.0","JODHPUR, IN","        16","I","        11","I","         3","I","","","","","","","","","","","","","  48.3"," ,I,0709, ","","","","","","","    205.7"," ,I","","","","","",""
"IN019180500","1902","26.3","73.017","224.0","JODHPUR, IN","        15","I","        11","I","         2","I","","","","","","","","","","","","","  45.7"," ,I,0822, ","","","","","","","    175.1"," ,I","","","","","",""
"IN019180500","1903","26.3","73.017","224.0","JODHPUR, IN","        27","I","        18","I","         7","I","","","","","","","","","","","","","  95.8"," ,I,0720, ","","","","","","","    513.8"," ,I","","","","","",""
"IN019180500","1904","26.3","73.017","224.0","JODHPUR, IN","        29","I","        14","I","         2","I","","","","","","","","","","","","","  34.5"," ,I,0914, ","","","","","","","    180.0"," ,I","","","","","",""
"IN019180500","1905","26.3","73.017","224.0","JODHPUR, IN","        22","I","         9","I","         0","I","","","","","","","","","","","","","  15.2"," ,I,0608, ","","","","","","","     89.2"," ,I","","","","","",""
"IN019180500","1906","26.3","73.017","224.0","JODHPUR, IN","        37","I","        18","I","         3","I","","","","","","","","","","","","","  45.5"," ,I,0704, ","","","","","","","    283.8"," ,I","","","","","",""
"IN019180500","1907","26.3","73.017","224.0","JODHPUR, IN","        41","I","        23","I","         3","I","","","","","","","","","","","","","  38.1"," ,I,0817, ","","","","","","","    302.5"," ,I","","","","","",""
"IN019180500","1908","26.3","73.017","224.0","JODHPUR, IN","        48","I","        30","I","         6","I","","","","","","","","","","","",""," 190.0"," ,I,0902, ","","","","","","","    850.5"," ,I","","","","","",""
"IN019180500","1909","26.3","73.017","224.0","JODHPUR, IN","        50","I","        31","I","         5","I","","","","","","","","","","","",""," 119.6"," ,I,0902, ","","","","","","","    507.4"," ,I","","","","","",""
"IN019180500","1910","26.3","73.017","224.0","JODHPUR, IN","        32","I","        18","I","         3","I","","","","","","","","","","","","","  36.1"," ,I,0804, ","","","","","","","    268.1"," ,I","","","","","",""
"IN019180500","1911","26.3","73.017","224.0","JODHPUR, IN","        22","I","        12","I","         2","I","","","","","","","","","","","","","  33.8"," ,I,0901, ","","","","","","","    147.2"," ,I","","","","","",""
