"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES"
"KSW00043238","1952","35.98333","129.43333","20.1","YONGIL MAN MAG 12, KS","    607.7","","     607.7","X","        99","X","        60","X","        11","X","","","","","         0","X","        83","X","        10","X","       157","X","        17","X","       139"," ","         7"," ","  -10.0","X,0205, ","","","","","  62.2"," ,X,0822, ","   36.7","X,0725, ","-0.6","X,1119","-3.9","X,1202","-6.7","X,1203","-6.7","X,1203","-1.7","X,0326","-2.8","X,0311","-4.4","X,0305","-7.2","X,0223","-10.0","X,0205","","","","","    897.2"," ,X","","","     13.01","X","     17.41","X","      8.61","X","","","",""
"KSW00043238","1953","35.98333","129.43333","20.1","YONGIL MAN MAG 12, KS","    658.5","","     658.5","X","        84","X","        63","X","        17","X","        7","","         2","X","         0","X","        81","X","        11","X","       158","X","        25","X","        99"," ","","","  -11.1","X,0115, ","   127"," ,X,0118,+","    58"," ,X,0117, ","  72.6"," ,X,0827, ","   37.2","X,0820, ","0.0","X,1112","-2.2","X,1120","","","","","-0.6","X,0413","-3.3","X,0223","-5.0","X,0222","-8.9","X,0216","-8.9","X,0216","    2553.1","1","    2553.1","X","   1186.3"," ,X","      106"," ,X","     13.37","X","     17.88","X","      8.86","X","","","",""
"KSW00043238","1954","35.98333","129.43333","20.1","YONGIL MAN MAG 12, KS","    513.9","","     513.9","X","       127","X","        86","X","        22","X","        3","","         2","X","         0","X","        67","X","         1","X","       132","X","        16","X","       111"," ","         1"," ","   -7.2","X,0126, ","    76"," ,X,0307, ","   185"," ,X,0307, ","  87.9"," ,X,0913, ","   36.7","X,0812,+","-1.7","X,1203","-2.8","X,1211","-4.4","X,1214","","","0.0","X,0322","-2.2","X,0314","-4.4","X,0313","-6.7","X,0201","","","    2258.6","6","    2258.6","X","   1690.7"," ,X","      348"," ,X","     13.44","X","     17.70","X","      9.17","X","","","",""
"KSW00043238","1955","35.98333","129.43333","20.1","YONGIL MAN MAG 12, KS","    710.0","","     710.0","X","        85","X","        53","X","        10","X","        0","","         0","X","         0","X","        76","X","         7","X","       156","X","        26","X","        76"," ","         7"," ","  -11.1","X,0111, ","     0","T,X,0115, ","     5"," ,X,0115, "," 116.6"," ,X,0828, ","   38.9","X,0818, ","-1.7","X,1109","-2.2","X,1216","-4.4","X,1217","","","-2.8","X,0314","-2.8","X,0314","-4.4","X,0222","-8.3","X,0221","-8.9","X,0211","    2341.5","5","    2341.5","X","    894.5"," ,X","        5"," ,X","     13.67","X","     18.53","X","      8.81","X","       360","X","      27.8","X"
"KSW00043238","1956","35.98333","129.43333","20.1","YONGIL MAN MAG 12, KS","","","","","","","","","","","","","","","","","","","","","","","","","        58"," ","         9"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    2523.4","4","    2523.4"," ","","","","","","","","","","","","","",""
