"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES"
"GME00126766","2002","50.8289","6.6592","111.0","NORVENICH FLUGPLATZ, GM","       160","E","        90","E","         2","E","        1","","    30"," ,E,0101, ","  36.0"," ,E,0504, ","    753.6"," ,E"
"GME00126766","2003","50.8289","6.6592","111.0","NORVENICH FLUGPLATZ, GM","       128","E","        56","E","         0","E","        1","","    30"," ,E,0202, ","  17.1"," ,E,0608, ","    444.3"," ,E"
"GME00126766","2004","50.8289","6.6592","111.0","NORVENICH FLUGPLATZ, GM","       163","E","        66","E","         3","E","        3","","    30"," ,E,1110,+","  29.9"," ,E,1118, ","    635.5"," ,E"
"GME00126766","2005","50.8289","6.6592","111.0","NORVENICH FLUGPLATZ, GM","       158","E","        70","E","         2","E","        7","","    60"," ,E,1229, ","  31.8"," ,E,0628, ","    609.2"," ,E"
"GME00126766","2006","50.8289","6.6592","111.0","NORVENICH FLUGPLATZ, GM","       158","E","        81","E","         0","E","        1","","    40"," ,E,0301, ","  21.2"," ,E,0513, ","    618.6"," ,E"
"GME00126766","2007","50.8289","6.6592","111.0","NORVENICH FLUGPLATZ, GM","       162","E","        79","E","         5","E","        1","","    30"," ,E,0207, ","  41.0"," ,E,0927, ","    724.5"," ,E"
"GME00126766","2008","50.8289","6.6592","111.0","NORVENICH FLUGPLATZ, GM","       160","E","        80","E","         1","E","        1","","    30"," ,E,1204, ","  46.7"," ,E,0726, ","    650.2"," ,E"
"GME00126766","2010","50.8289","6.6592","111.0","NORVENICH FLUGPLATZ, GM","       152","E","        72","E","         1","E","       58","","   290"," ,E,1225, ","  29.2"," ,E,0815, ","    671.7"," ,E"
"GME00126766","2011","50.8289","6.6592","111.0","NORVENICH FLUGPLATZ, GM","       137","E","        70","E","         0","E","        6","","   170"," ,E,0101, ","  18.9"," ,E,1012, ","    545.8"," ,E"
"GME00126766","2012","50.8289","6.6592","111.0","NORVENICH FLUGPLATZ, GM","       163","E","        75","E","         2","E","        2","","   130"," ,E,1209, ","  27.1"," ,E,1005, ","    614.5"," ,E"
"GME00126766","2014","50.8289","6.6592","111.0","NORVENICH FLUGPLATZ, GM","       150","E","        77","E","         3","E","        1","","    30"," ,E,1229, ","  51.0"," ,E,0708, ","    712.8"," ,E"
"GME00126766","2015","50.8289","6.6592","111.0","NORVENICH FLUGPLATZ, GM","       163","E","        74","E","         0","E","","","","","  18.4"," ,E,0827, ","    593.9"," ,E"
"GME00126766","2017","50.8289","6.6592","111.0","NORVENICH FLUGPLATZ, GM","       173","E","        74","E","         1","E","","","","","  25.6"," ,E,0719, ","    574.9"," ,E"
"GME00126766","2018","50.8289","6.6592","111.0","NORVENICH FLUGPLATZ, GM","       123","E","        57","E","         1","E","","","","","  31.5"," ,E,0607, ","    504.0"," ,E"
"GME00126766","2019","50.8289","6.6592","111.0","NORVENICH FLUGPLATZ, GM","       144","E","        71","E","         2","E","","","","","  36.1"," ,E,0727, ","    605.3"," ,E"
"GME00126766","2020","50.8289","6.6592","111.0","NORVENICH FLUGPLATZ, GM","       139","E","        65","E","         1","E","","","","","  27.5"," ,E,0926, ","    545.4"," ,E"
"GME00126766","2021","50.8289","6.6592","111.0","NORVENICH FLUGPLATZ, GM","       166","E","        75","E","         3","E","","","","","  89.0"," ,E,0714, ","    709.1"," ,E"
"GME00126766","2022","50.8289","6.6592","111.0","NORVENICH FLUGPLATZ, GM","       126","E","        59","E","         0","E","","","","","  19.0"," ,E,0605, ","    507.6"," ,E"
"GME00126766","2023","50.8289","6.6592","111.0","NORVENICH FLUGPLATZ, GM","       175","E","        90","E","         2","E","","","","","  52.6"," ,E,0622, ","    755.4"," ,E"
"GME00126766","2024","50.8289","6.6592","111.0","NORVENICH FLUGPLATZ, GM","       171","E","        81","E","         2","E","        6","","   180"," ,E,0118, ","  31.7"," ,E,0506, ","    797.6"," ,E"
