"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"HRE00155185","1961","44.13","15.2056","5.0","ZADAR, HR","    472.9","","     472.9","E","        92","E","        60","E","         8","E","         0","E","        11","E","         0","E","       149","E","         2","E","   -6.0","E,1217, "," 144.2"," ,E,1008, ","   32.2","E,0831,+","-1.6","E,1215","-5.4","E,1216","-5.4","E,1216","-0.6","E,0128","-2.3","E,0120","","","","","","","","","","","   1033.4"," ,E","     15.27","E","     19.39","E","     11.14","E"
"HRE00155185","1962","44.13","15.2056","5.0","ZADAR, HR","    519.7","","     519.7","E","       102","E","        64","E","         9","E","         0","E","        25","E","         0","E","       141","E","         5","E","   -3.4","E,1223, ","  94.4"," ,E,1120, ","   34.0","E,0830, ","0.0","E,1202","-3.4","E,1223","","","-1.0","E,0320","-2.4","E,0318","","","","","","","    1819.7","7","    1819.7","E","   1008.3"," ,E","     14.48","E","     18.48","E","     10.47","E"
"HRE00155185","1963","44.13","15.2056","5.0","ZADAR, HR","    547.2","","     547.2","E","       116","E","        73","E","         5","E","         0","E","        37","E","         2","E","       155","E","         3","E","   -9.1","E,0123, ","  66.4"," ,E,0926, ","   34.9","E,0721, ","-0.1","E,1207","","","","","-2.9","E,0303","-2.9","E,0303","-4.5","E,0302","-6.8","E,0301","-9.1","E,0123","    1993.6","6","    1993.6","E","    924.1"," ,E","     14.63","E","     18.51","E","     10.75","E"
"HRE00155185","1964","44.13","15.2056","5.0","ZADAR, HR","    483.2","","     483.2","E","       111","E","        73","E","         8","E","         0","E","        21","E","         0","E","       147","E","         0","E","   -4.4","E,0117, ","  72.7"," ,E,1218, ","   31.6","E,0718, ","","","","","","","-1.0","E,0224","-2.8","E,0223","-4.4","E,0117","","","","","    1747.8","8","    1747.8","E","   1007.9"," ,E","     14.79","E","     18.90","E","     10.69","E"
"HRE00155185","1965","44.13","15.2056","5.0","ZADAR, HR","    377.5","","     377.5","E","       106","E","        68","E","         6","E","         0","E","        21","E","         0","E","       138","E","         1","E","   -3.0","E,0221,+","  36.4"," ,E,0103, ","   32.6","E,0628, ","","","","","","","0.0","E,0312","-2.6","E,0222","","","","","","","    1864.0","0","    1864.0","E","    761.5"," ,E","     14.26","E","     18.19","E","     10.32","E"
"HRE00155185","1966","44.13","15.2056","5.0","ZADAR, HR","    505.8","","     505.8","E","       117","E","        84","E","        13","E","         0","E","        11","E","         0","E","       160","E","         0","E","   -3.5","E,0120, "," 170.4"," ,E,1018, ","   32.0","E,0817, ","0.0","E,1224","","","","","-3.5","E,0120","-3.5","E,0120","","","","","","","    1652.0","0","    1652.0","E","   1433.9"," ,E","     15.11","E","     18.66","E","     11.55","E"
"HRE00155185","1967","44.13","15.2056","5.0","ZADAR, HR","    499.6","","     499.6","E","        89","E","        66","E","         9","E","         0","E","        20","E","         0","E","       152","E","         0","E","   -4.3","E,0108, ","  95.5"," ,E,1109, ","   31.8","E,0805, ","-0.8","E,1210","","","","","-1.7","E,0216","-2.8","E,0214","","","","","","","    1769.5","5","    1769.5","E","   1040.4"," ,E","     14.90","E","     18.53","E","     11.26","E"
"HRE00155185","1968","44.13","15.2056","5.0","ZADAR, HR","    412.8","","     412.8","E","       107","E","        61","E","         3","E","         0","E","        14","E","         1","E","       155","E","         3","E","   -6.8","E,0114, "," 100.8"," ,E,0913, ","   33.3","E,0712, ","-0.2","E,1227","","","","","-1.4","E,0303","-6.8","E,0114","-6.8","E,0114","-6.8","E,0114","","","    1633.6","6","    1633.6","E","    823.0"," ,E","     14.86","E","     18.46","E","     11.27","E"
"HRE00155185","1969","44.13","15.2056","5.0","ZADAR, HR","    424.6","","     424.6","E","       110","E","        74","E","        11","E","         0","E","        16","E","         0","E","       165","E","         0","E","   -3.8","E,0212, ","  59.8"," ,E,0825, ","   31.6","E,0721, ","-0.5","E,1206","-3.5","E,1207","","","-1.4","E,0218","-3.8","E,0212","","","","","","","    1758.8","8","    1758.8","E","   1114.4"," ,E","     14.66","E","     18.47","E","     10.85","E"
"HRE00155185","1970","44.13","15.2056","5.0","ZADAR, HR","    496.6","","     496.6","E","       115","E","        70","E","         6","E","         0","E","        13","E","         0","E","       136","E","         3","E","   -2.2","E,0217, ","  93.0"," ,E,1002, ","   34.2","E,0712, ","-1.0","E,1223","","","","","-0.7","E,0302","-2.2","E,0217","","","","","","","    1814.4","4","    1814.4","E","    899.0"," ,E","     14.69","E","     18.51","E","     10.87","E"
