"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES"
"USC00487105","1960","42.47165","-106.85268","1805.3","PATHFINDER DAM, WY US","    284.4","","     284.4","0","        68","0","        22","0","         0","0","","","        31","0","       169","0","        65","0","       135","0","        30","0","         1"," ","","","  -29.4","0,0229,+","","","  23.1"," ,0,0818, ","   37.8","0,0722, ","-0.6","0,1010","-4.4","0,1015","-4.4","0,1015","-11.1","0,1106","-11.1","0,1106","-1.1","0,0506","-5.0","0,0430","-5.0","0,0430","-7.2","0,0417","-11.1","0,0317","    4436.3","3","    4436.3","0","    164.5"," ,0","","","      6.90","0","     13.91","0","     -0.11","0","",""
"USC00487105","1961","42.47165","-106.85268","1805.3","PATHFINDER DAM, WY US","","","","","        66","0","        25","0","         0","0","","","","","","","","","","","","","         2"," ","         1"," ","","","","","  17.3"," ,0,0603, ","","","","","","","","","","","","","","","","","","","","","","","    3992.1","1","    3992.1","0","    197.9"," ,0","","","","","","","","","",""
"USC00487105","1962","42.47165","-106.85268","1805.3","PATHFINDER DAM, WY US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    282.4"," ,0","","","","","","","","","",""
"USC00487105","1963","42.47165","-106.85268","1805.3","PATHFINDER DAM, WY US","    234.5","","     234.5","0","        73","0","        29","0","         1","0","","","        26","0","       167","0","        43","0","       148","0","        11","0","","","","","  -32.8","0,0112,+","","","  32.3"," ,0,0616, ","   35.0","0,0726, ","0.0","0,1025","-3.9","0,1027","-6.7","0,1028","-6.7","0,1028","-8.9","0,1119","0.0","0,0521","-5.0","0,0423","-5.0","0,0423","-6.7","0,0319","-8.9","0,0317","","","","","    233.2"," ,0","","","      7.57","0","     14.84","0","      0.30","0","",""
"USC00487105","1964","42.47165","-106.85268","1805.3","PATHFINDER DAM, WY US","","","","","        80","0","        34","0","         0","0","","","","","","","","","","","","","","","","","","","","","  16.3"," ,0,0530, ","","","","","","","","","","","","","","","","","","","","","","","    4536.0","0","    4536.0","0","    251.8"," ,0","","","","","","","","","",""
"USC00487105","1965","42.47165","-106.85268","1805.3","PATHFINDER DAM, WY US","","","","","        87","0","        28","0","         3","0","","","","","","","","","","","","","","","","","","","","","  26.9"," ,0,0515, ","","","","","","","","","","","","","","","","","","","","","","","","","","","    293.0"," ,0","","","","","","","","","",""
"USC00487105","1966","42.47165","-106.85268","1805.3","PATHFINDER DAM, WY US","    253.6","","     253.6","0","        76","0","        25","0","         1","0","","","        19","0","       170","0","        45","0","       131","0","        23","0","","","","","  -25.6","0,0121, ","","","  35.6"," ,0,1014, ","   35.0","0,0731,+","0.0","0,0930","-2.8","0,1003","-8.3","0,1015","-8.3","0,1015","-18.3","0,1109","-1.1","0,0523","-2.8","0,0513","-5.6","0,0512","-10.6","0,0421","-10.6","0,0421","    4054.1","1","    4054.1","0","    225.6"," ,0","","","      7.25","0","     14.30","0","      0.21","0","",""
"USC00487105","1967","42.47165","-106.85268","1805.3","PATHFINDER DAM, WY US","    167.8","","     167.8","0","       104","0","        43","0","         0","0","","","        13","0","       164","0","        54","0","       112","0","         6","0","","","","","  -30.0","0,1213, ","","","  22.9"," ,0,0623, ","   33.9","0,0723, ","0.0","0,1007","-2.8","0,1020","-5.6","0,1027","-14.4","0,1103","-14.4","0,1103","-2.2","0,0515","-2.2","0,0515","-6.1","0,0502","-8.9","0,0501","-8.9","0,0501","    3902.7","7","    3902.7","0","    306.7"," ,0","","","      6.92","0","     13.49","0","      0.35","0","",""
"USC00487105","1969","42.47165","-106.85268","1805.3","PATHFINDER DAM, WY US","    249.1","","     249.1","0","        60","0","        26","0","         1","0","","","        11","0","       173","0","        44","0","       128","0","        30","0","","","","","  -21.1","0,0308,+","","","  27.2"," ,0,0611, ","   36.1","0,0811, ","-1.7","0,1003","-7.2","0,1005","-7.2","0,1005","-7.2","0,1005","-10.6","0,1012","-2.2","0,0614","-2.2","0,0614","-4.4","0,0427","-10.6","0,0326","-10.6","0,0326","","","","","    220.9"," ,0","","","      7.48","0","     14.58","0","      0.38","0","",""
"USC00487105","1970","42.47165","-106.85268","1805.3","PATHFINDER DAM, WY US","    230.3","","     230.3","0","        74","0","        27","0","         1","0","","","         9","0","       191","0","        33","0","       123","0","        17","0","","","","","  -26.7","0,0106, ","","","  66.8"," ,0,0612, ","   34.4","0,0628, ","-1.1","0,0912","-2.8","0,0925","-6.7","0,1007","-6.7","0,1007","-8.9","0,1103","-1.1","0,0516","-3.3","0,0501","-5.0","0,0429","-6.7","0,0421","-16.7","0,0401","    4055.2","2","    4055.2","0","    272.7"," ,0","","","      7.31","0","     14.32","0","      0.29","0","",""
"USC00487105","1971","42.47165","-106.85268","1805.3","PATHFINDER DAM, WY US","    199.9","","     199.9","0","        72","0","        23","0","         0","0","","","        11","0","       176","0","        46","0","       113","0","        17","0","","","","","  -26.1","0,0208,+","","","  19.6"," ,0,0907, ","   33.3","0,0822,+","0.0","0,0915","-3.9","0,0916","-6.7","0,1027","-6.7","0,1027","-12.8","0,1028","0.0","0,0523","-2.2","0,0427","-5.6","0,0413","-7.2","0,0405","-10.0","0,0322","    4177.9","9","    4177.9","0","    249.5"," ,0","","","      6.83","0","     13.70","0","     -0.04","0","",""
"USC00487105","1972","42.47165","-106.85268","1805.3","PATHFINDER DAM, WY US","","","","","        82","0","        35","0","         0","0","","","","","","","","","","","","","","","","","","","","","  20.1"," ,0,0604, ","","","","","","","","","","","","","","","","","","","","","","","    3932.6","6","    3932.6","0","    299.0"," ,0","","","","","","","","","",""
"USC00487105","1973","42.47165","-106.85268","1805.3","PATHFINDER DAM, WY US","","","","","        81","0","        32","0","         1","0","","","","","","","","","","","","","","","","","","","","","  29.5"," ,0,0314, ","","","","","","","","","","","","","","","","","","","","","","","","","","","    306.2"," ,0","","","","","","","","","",""
"USC00487105","1974","42.47165","-106.85268","1805.3","PATHFINDER DAM, WY US","","","","","        73","0","        19","0","         2","0","","","","","","","","","","","","","","","","","","","","","  69.9"," ,0,0421, ","","","","","","","","","","","","","","","","","","","","","","","","","","","    246.2"," ,0","","","","","","","","","",""
"USC00487105","1975","42.47165","-106.85268","1805.3","PATHFINDER DAM, WY US","","","","","        77","0","        26","0","         2","0","","","        17","0","       163","0","","","","","","","","","","","  -26.7","0,0112, ","","","  27.7"," ,0,0528, ","","","-0.6","0,0920","-5.0","0,1023","-5.0","0,1023","-7.8","0,1024","-9.4","0,1108","-0.6","0,0525","-2.8","0,0520","-5.6","0,0430","-6.7","0,0418","-20.6","0,0402","    4168.6","6","    4168.6","0","    227.6"," ,0","","","","","","","     -0.07","0","",""
"USC00487105","1977","42.47165","-106.85268","1805.3","PATHFINDER DAM, WY US","","","","","        66","0","        27","0","         1","0","","","","","","","","","","","","","","","","","","","","","  52.3"," ,0,0515, ","","","","","","","","","","","","","","","","","","","","","","","","","","","    220.1"," ,0","","","","","","","","","",""
"USC00487105","1978","42.47165","-106.85268","1805.3","PATHFINDER DAM, WY US","    188.1","","     188.1","0","        80","0","        31","0","         3","0","","","        18","0","       172","0","        48","0","       125","0","        15","0","","","","","  -31.1","0,1230, ","","","  36.8"," ,0,0518, ","   34.4","0,0728, ","-5.0","0,0919","-5.0","0,0919","-5.0","0,0919","-7.8","0,1016","-16.1","0,1112","0.0","0,0519","-3.9","0,0507","-4.4","0,0424","-10.6","0,0316","-10.6","0,0316","    3804.4","4","    3804.4","0","    310.8"," ,0","","","      6.86","0","     14.32","0","     -0.59","0","",""
"USC00487105","1980","42.47165","-106.85268","1805.3","PATHFINDER DAM, WY US","","","","","        65","0","        26","0","         0","0","","","","","","","        38","0","       139","0","        12","0","","","","","","","","","  24.4"," ,0,0511, ","   33.9","0,0807,+","","","","","","","","","","","","","","","","","","","","","","","","","    186.6"," ,0","","","","","     14.80","0","","","",""
"USC00487105","1982","42.47165","-106.85268","1805.3","PATHFINDER DAM, WY US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    4152.4","4","    4152.4","0","","","","","","","","","","","",""
"USC00487105","1983","42.47165","-106.85268","1805.3","PATHFINDER DAM, WY US","    181.6","","     181.6","0","        91","0","        37","0","         0","0","","","        17","0","       181","0","        47","0","       116","0","         6","0","","","","","  -35.6","0,1221, ","","","  21.1"," ,0,0613, ","   33.9","0,0809, ","-0.6","0,0919","-6.1","0,0920","-6.1","0,0920","-9.4","0,1109","-9.4","0,1109","-1.1","0,0613","-8.3","0,0519","-8.3","0,0519","-8.3","0,0519","-13.9","0,0414","","","","","    286.7"," ,0","","","      6.55","0","     13.38","0","     -0.28","0","",""
"USC00487105","1984","42.47165","-106.85268","1805.3","PATHFINDER DAM, WY US","    207.9","","     207.9","0","        78","0","        26","0","         0","0","","","        12","0","       208","0","        50","0","       124","0","        10","0","","","","","  -30.0","0,0121,+","","","  19.1"," ,0,0729, ","   33.3","0,0719,+","-2.2","0,0923","-2.2","0,0923","-7.2","0,0924","-7.2","0,0924","-8.9","0,0928","0.0","0,0528","-2.8","0,0507","-9.4","0,0504","-9.4","0,0504","-9.4","0,0504","    4538.1","1","    4538.1","0","    203.6"," ,0","","","      6.21","0","     13.29","0","     -0.88","0","",""
"USC00487105","1985","42.47165","-106.85268","1805.3","PATHFINDER DAM, WY US","","","","","        72","0","        26","0","         0","0","","","        31","0","       194","0","","","","","","","","","","","  -32.2","0,0201,+","","","  13.2"," ,0,0626, ","","","0.0","0,0906","-2.2","0,0922","-7.2","0,0928","-7.2","0,0928","-9.4","0,0930","0.0","0,0515","-5.6","0,0427","-5.6","0,0427","-6.7","0,0407","-13.9","0,0330","    4490.1","1","    4490.1","0","    179.2"," ,0","","","","","","","     -1.91","0","",""
"USC00487105","1987","42.47165","-106.85268","1805.3","PATHFINDER DAM, WY US","    184.7","","     184.7","0","        71","0","        29","0","         0","0","","","        12","0","       161","0","        39","0","       146","0","        22","0","","","","","  -24.4","0,0120, ","","","  10.4"," ,0,0717, ","   35.0","0,0724, ","0.0","0,0911","-2.2","0,1009","-12.8","0,1010","-12.8","0,1010","-12.8","0,1010","-1.7","0,0521","-6.7","0,0421","-6.7","0,0421","-6.7","0,0421","-9.4","0,0411","","","","","    182.1"," ,0","","","      7.89","0","     15.30","0","      0.49","0","",""
"USC00487105","1988","42.47165","-106.85268","1805.3","PATHFINDER DAM, WY US","","","","","        49","0","        17","0","         0","0","         9","0","","","","","","","","","","","","","","","","","   201"," ,0,0311, ","  17.0"," ,0,0911, ","","","","","","","","","","","","","","","","","","","","","","","    3928.4","4","    3928.4","0","    158.7"," ,0","      828"," ,0","","","","","","","",""
"USC00487105","1989","42.47165","-106.85268","1805.3","PATHFINDER DAM, WY US","","","","","","","","","","","        10","0","","","","","","","","","","","","","","","","","   157"," ,0,0202, ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","      817"," ,0","","","","","","","",""
"USC00487105","1990","42.47165","-106.85268","1805.3","PATHFINDER DAM, WY US","","","","","","","","","","","         5","0","","","","","","","","","","","","","","","","","   127"," ,0,0306, ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    191.5"," ,0","      462"," ,0","","","","","","","",""
"USC00487105","2010","42.47165","-106.85268","1805.3","PATHFINDER DAM, WY US","    237.3","","     237.3","0","        79","0","        38","0","         0","0","         0","0","         7","0","       164","0","        37","0","       120","0","         7","0","","","","","  -25.0","0,0107, ","     0"," ,0,1231,+","  22.9"," ,0,0612, ","   33.9","0,0726, ","0.0","0,1026","-5.0","0,1110","-5.0","0,1110","-8.9","0,1121","-8.9","0,1121","-1.1","0,0513","-3.9","0,0508","-5.0","0,0331","-12.8","0,0320","-12.8","0,0320","","","","","    326.4"," ,0","        0"," ,0","      7.98","0","     13.81","0","      2.16","0","",""
"USC00487105","2011","42.47165","-106.85268","1805.3","PATHFINDER DAM, WY US","","","","","        84","K","        37","K","         0","K","","","        14","K","       163","K","        51","K","       118","K","        12","K","","","","","  -29.4","K,0202,+","","","  14.7"," ,K,0620,+","   35.6","K,0725, ","0.0","K,1019","-2.8","K,1026","-8.3","K,1102","-8.3","K,1102","-9.4","K,1115","0.0","K,0505","-5.0","K,0502","-5.0","K,0502","-7.2","K,0309","-8.9","K,0308","","","","","    281.1"," ,K","","","      7.45","K","     13.28","K","      1.62","K","",""
"USC00487105","2012","42.47165","-106.85268","1805.3","PATHFINDER DAM, WY US","    403.5","","     403.5","7","        64","7","        24","7","         0","7","","","         1","7","       134","7","        41","7","       139","7","        27","7","","","","","  -18.3","7,0111, ","","","  11.7"," ,7,0122, ","   35.6","7,0719,+","-2.8","7,1004","-2.8","7,1004","-5.6","7,1006","-6.7","7,1025","-15.6","7,1110","0.0","K,0507","-3.9","K,0416","-5.0","K,0320","-9.4","K,0308","-9.4","K,0308","    3721.4","4","    3721.4","7","    158.6"," ,7","","","      9.50","7","     15.76","7","      3.24","7","",""
"USC00487105","2013","42.47165","-106.85268","1805.3","PATHFINDER DAM, WY US","    379.2","","     379.2","7","        80","7","        27","7","         1","7","","","        14","7","       177","7","        56","7","       123","7","        20","7","","","","","  -25.6","7,1207, ","","","  31.2"," ,7,1003, ","   35.0","7,0627, ","-0.6","7,0927","-3.9","7,1004","-4.4","7,1005","-6.7","7,1105","-12.2","7,1120","-1.1","7,0503","-5.0","7,0502","-5.0","7,0502","-9.4","7,0423","-9.4","7,0423","    3981.5","5","    3981.5","7","    290.0"," ,7","","","      7.52","7","     13.53","7","      1.52","7","",""
"USC00487105","2014","42.47165","-106.85268","1805.3","PATHFINDER DAM, WY US","    212.0","","     212.0","7","        96","7","        28","7","         0","7","","","        20","7","       155","7","        47","7","       122","7","        11","7","","","","","  -28.3","7,1231,+","","","  22.6"," ,7,0524, ","   35.0","7,0723, ","-2.2","7,0911","-2.2","7,0911","-13.3","7,1110","-13.3","7,1110","-13.3","7,1110","-2.8","7,0513","-2.8","7,0513","-10.6","7,0414","-10.6","7,0414","-10.6","7,0414","    4297.3","3","    4297.3","7","    277.6"," ,7","","","      7.71","7","     13.77","7","      1.65","7","",""
"USC00487105","2015","42.47165","-106.85268","1805.3","PATHFINDER DAM, WY US","    271.3","","     271.3","7","       107","7","        38","7","         0","7","","","        10","7","       138","7","        44","7","       134","7","         8","7","","","","","  -23.3","7,0104, ","","","  22.9"," ,7,0515, ","   33.9","7,0814, ","0.0","7,1029","-2.2","7,1106","-4.4","7,1117","-12.8","7,1120","-12.8","7,1120","-0.6","7,0520","-2.8","7,0510","-4.4","7,0420","-8.3","7,0403","-12.2","7,0305","    3774.8","8","    3774.8","7","    320.3"," ,7","","","      8.85","7","     14.64","7","      3.06","7","",""
"USC00487105","2016","42.47165","-106.85268","1805.3","PATHFINDER DAM, WY US","    305.2","","     305.2","7","        89","7","        31","7","         0","7","","","         6","7","       142","7","        43","7","       123","7","        11","7","","","","","  -28.3","7,1217, ","","","  18.0"," ,7,0825, ","   35.0","7,0621, ","-2.8","7,1011","-2.8","7,1011","-6.7","7,1117","-6.7","7,1117","-8.9","7,1118","0.0","7,0512","-2.2","7,0502","-4.4","7,0331","-9.4","7,0319","-9.4","7,0319","    3809.6","6","    3809.6","7","    273.8"," ,7","","","      8.73","7","     14.55","7","      2.91","7","",""
"USC00487105","2017","42.47165","-106.85268","1805.3","PATHFINDER DAM, WY US","    294.7","","     294.7","7","       105","7","        45","7","         0","7","","","        10","7","       142","7","        35","7","       119","7","        17","7","","","","","  -33.3","7,0106, ","","","  19.8"," ,7,0331, ","   35.0","7,0705, ","0.0","7,0924","-2.8","7,1009","-8.3","7,1026","-8.3","7,1026","-8.9","7,1106","-0.6","7,0519","-2.8","7,0430","-4.4","7,0429","-6.7","7,0307","-11.7","7,0228","    3766.5","5","    3766.5","7","    308.9"," ,7","","","      8.46","7","     14.30","7","      2.62","7","",""
"USC00487105","2018","42.47165","-106.85268","1805.3","PATHFINDER DAM, WY US","    299.6","","     299.6","7","       105","7","        31","7","         0","7","","","         7","7","       163","7","        39","7","       134","7","        20","7","","","","","  -23.9","7,0220, ","","","  13.7"," ,7,0617, ","   35.6","7,0812,+","0.0","7,1007","-3.3","7,1009","-7.2","7,1013","-7.2","7,1013","-9.4","7,1014","-2.2","7,0425","-2.2","7,0425","-5.6","7,0418","-7.2","7,0407","-8.9","7,0406","    3895.6","6","    3895.6","7","    218.4"," ,7","","","      8.16","7","     14.53","7","      1.78","7","",""
"USC00487105","2019","42.47165","-106.85268","1805.3","PATHFINDER DAM, WY US","    282.8","","     282.8","7","       114","7","        45","7","         0","7","","","        16","7","       176","7","        60","7","       117","7","        21","7","","","","","  -23.3","7,0101, ","","","  16.3"," ,7,0618, ","   34.4","7,0730, ","-0.6","7,1002","-7.8","7,1009","-7.8","7,1009","-7.8","7,1009","-9.4","7,1010","0.0","7,0523","-2.2","7,0510","-6.1","7,0429","-8.3","7,0411","-11.7","7,0317","    4391.1","1","    4391.1","7","    336.4"," ,7","","","      6.76","7","     12.63","7","      0.89","7","",""
"USC00487105","2020","42.47165","-106.85268","1805.3","PATHFINDER DAM, WY US","    352.6","","     352.6","7","        67","7","        16","7","         0","7","","","         8","7","       168","7","        57","7","       128","7","        26","7","","","","","  -21.7","7,0219, ","","","  11.7"," ,7,0908, ","   35.6","7,0713, ","-1.1","7,0907","-2.8","7,0908","-9.4","7,1022","-9.4","7,1022","-9.4","7,1022","0.0","7,0511","-8.9","7,0417","-8.9","7,0417","-8.9","7,0417","-8.9","7,0417","    4308.3","3","    4308.3","7","    131.0"," ,7","","","      7.96","7","     14.16","7","      1.77","7","",""
"USC00487105","2021","42.47165","-106.85268","1805.3","PATHFINDER DAM, WY US","    383.2","","     383.2","7","        97","7","        36","7","         2","7","","","        11","7","       151","7","        42","7","       133","7","        27","7","","","","","  -26.7","7,0214, ","","","  49.8"," ,7,0705, ","   36.1","7,0615, ","-0.6","7,1011","-3.3","7,1012","-4.4","7,1111","-6.7","7,1117","-9.4","7,1205","-0.6","7,0509","-2.8","7,0424","-8.9","7,0421","-8.9","7,0421","-8.9","7,0421","    4142.3","3","    4142.3","7","    390.2"," ,7","","","      8.61","7","     14.81","7","      2.41","7","",""
"USC00487105","2022","42.47165","-106.85268","1805.3","PATHFINDER DAM, WY US","    383.1","","     383.1","7","        91","7","        39","7","         0","7","","","        18","7","       166","7","        45","7","       125","7","        31","7","","","","","  -33.3","7,1222, ","","","  15.2"," ,7,0503, ","   35.6","7,0904,+","0.0","7,1023","-2.2","7,1027","-7.8","7,1104","-7.8","7,1104","-8.9","7,1110","-1.7","7,0522","-2.8","7,0425","-5.0","7,0418","-7.8","7,0415","-10.6","7,0414","    3920.7","7","    3920.7","7","    278.2"," ,7","","","      7.85","7","     14.17","7","      1.53","7","",""
"USC00487105","2024","42.47165","-106.85268","1805.3","PATHFINDER DAM, WY US","    417.5","","     417.5","7","        86","7","        21","7","         0","7","","","         6","7","       144","7","        19","7","       154","7","        30","7","","","","","  -30.0","7,0113, ","","","  17.5"," ,7,0621,+","   36.1","7,0803,+","-1.1","7,1029","-2.2","7,1105","-6.7","7,1106","-6.7","7,1106","-10.0","7,1110","-2.8","7,0504","-2.8","7,0504","-7.2","7,0420","-7.2","7,0420","-10.0","7,0325","    3543.6","6","    3543.6","7","    203.2"," ,7","","","     10.10","7","     16.36","7","      3.84","7","",""
