"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"UPM00033213","1936","51.317","28.783","170.0","OVRUCH, UP","       137","I","        49","I","         1","I","","","","","","","  30.4"," ,I,0825, ","","","","","","","","","","","","","","","","","","","","","    433.7"," ,I","",""
"UPM00033213","1938","51.317","28.783","170.0","OVRUCH, UP","       141","I","        55","I","         1","I","","","","","","","  57.6"," ,I,0712, ","","","","","","","","","","","","","","","","","","","","","    490.3"," ,I","",""
"UPM00033213","1939","51.317","28.783","170.0","OVRUCH, UP","       137","I","        59","I","         0","I","","","","","","","  18.5"," ,I,0620, ","","","","","","","","","","","","","","","","","","","","","    487.3"," ,I","",""
"UPM00033213","1940","51.317","28.783","170.0","OVRUCH, UP","       126","I","        48","I","         1","I","","","","","","","  28.5"," ,I,0814, ","","","","","","","","","","","","","","","","","","","","","    402.3"," ,I","",""
"UPM00033213","1944","51.317","28.783","170.0","OVRUCH, UP","       126","I","        48","I","         5","I","","","","","","","  55.0"," ,I,0802, ","","","","","","","","","","","","","","","","","","","","","    580.2"," ,I","",""
"UPM00033213","1945","51.317","28.783","170.0","OVRUCH, UP","       152","I","        67","I","         0","I","","","","","","","  22.3"," ,I,0820, ","","","","","","","","","","","","","","","","","","","","","    530.3"," ,I","",""
"UPM00033213","1946","51.317","28.783","170.0","OVRUCH, UP","       121","I","        43","I","         1","I","","","","","","","  25.7"," ,I,0711, ","","","","","","","","","","","","","","","","","","","","","    422.7"," ,I","",""
"UPM00033213","1947","51.317","28.783","170.0","OVRUCH, UP","       137","I","        57","I","         2","I","","","","","","","  32.0"," ,I,0830, ","","","","","","","","","","","","","","","","","","","","","    510.9"," ,I","",""
"UPM00033213","1948","51.317","28.783","170.0","OVRUCH, UP","       116","I","        54","I","         6","I","","","","","","","  46.4"," ,I,0717, ","","","","","","","","","","","","","","","","","","","","","    583.1"," ,I","",""
"UPM00033213","1949","51.317","28.783","170.0","OVRUCH, UP","       124","I","        52","I","         1","I","","","","","","","  28.1"," ,I,0820, ","","","","","","","","","","","","","","","","","","","","","    511.5"," ,I","",""
"UPM00033213","1950","51.317","28.783","170.0","OVRUCH, UP","       109","I","        49","I","         0","I","","","","","","","  21.2"," ,I,0808, ","","","","","","","","","","","","","","","","","","","","","    391.7"," ,I","",""
"UPM00033213","1951","51.317","28.783","170.0","OVRUCH, UP","       105","I","        47","I","         1","I","","","","","","","  46.6"," ,I,0813, ","","","","","","","","","","","","","","","","","","","","","    429.6"," ,I","",""
"UPM00033213","1952","51.317","28.783","170.0","OVRUCH, UP","       137","I","        58","I","         2","I","","","","","","","  47.4"," ,I,0630, ","","","","","","","","","","","","","","","","","","","","","    550.7"," ,I","",""
"UPM00033213","1953","51.317","28.783","170.0","OVRUCH, UP","       114","I","        50","I","         4","I","","","","","","","  47.2"," ,I,0607, ","","","","","","","","","","","","","","","","","","","","","    516.4"," ,I","",""
"UPM00033213","1954","51.317","28.783","170.0","OVRUCH, UP","       115","I","        53","I","         1","I","","","","","","","  59.7"," ,I,0826, ","","","","","","","","","","","","","","","","","","","","","    527.9"," ,I","",""
"UPM00033213","1955","51.317","28.783","170.0","OVRUCH, UP","       125","I","        57","I","         3","I","","","","","","","  31.6"," ,I,0628, ","","","","","","","","","","","","","","","","","","","","","    485.0"," ,I","",""
"UPM00033213","1956","51.317","28.783","170.0","OVRUCH, UP","       134","I","        66","I","         2","I","","","","","","","  40.8"," ,I,0905, ","","","","","","","","","","","","","","","","","","","","","    612.6"," ,I","",""
"UPM00033213","1957","51.317","28.783","170.0","OVRUCH, UP","        98","I","        53","I","         2","I","","","","","","","  33.6"," ,I,0917, ","","","","","","","","","","","","","","","","","","","","","    466.6"," ,I","",""
"UPM00033213","1958","51.317","28.783","170.0","OVRUCH, UP","       154","I","        63","I","         7","I","","","","","","","  49.2"," ,I,0823, ","","","","","","","","","","","","","","","","","","","","","    755.3"," ,I","",""
