"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES"
"NOE00133422","1962","59.8592","6.2783","178.0","EIKEMO, NO","       210","E","       153","E","        24","E","      164","","  1220"," ,E,0323,+","  70.9"," ,E,1017, ","   2502.5"," ,E"
"NOE00133422","1963","59.8592","6.2783","178.0","EIKEMO, NO","       184","E","       139","E","        23","E","      127","","   700"," ,E,0224, ","  91.5"," ,E,0926, ","   2005.2"," ,E"
"NOE00133422","1964","59.8592","6.2783","178.0","EIKEMO, NO","       234","E","       178","E","        36","E","       70","","   300"," ,E,1230, ","  93.8"," ,E,0728, ","   2919.4"," ,E"
"NOE00133422","1965","59.8592","6.2783","178.0","EIKEMO, NO","       178","E","       120","E","        16","E","      141","","   650"," ,E,0310, "," 106.5"," ,E,1027, ","   1674.4"," ,E"
"NOE00133422","1966","59.8592","6.2783","178.0","EIKEMO, NO","       223","E","       155","E","        23","E","      151","","   510"," ,E,0207, "," 145.0"," ,E,1217, ","   2288.5"," ,E"
"NOE00133422","1967","59.8592","6.2783","178.0","EIKEMO, NO","       244","E","       203","E","        52","E","      143","","   650"," ,E,0303, ","  94.0"," ,E,1117, ","   3997.1"," ,E"
"NOE00133422","1968","59.8592","6.2783","178.0","EIKEMO, NO","       175","E","       133","E","        23","E","      127","","  1250"," ,E,0224, ","  76.5"," ,E,0327, ","   2157.5"," ,E"
"NOE00133422","1969","59.8592","6.2783","178.0","EIKEMO, NO","       183","E","       143","E","        33","E","      160","","   700"," ,E,0215, ","  83.0"," ,E,0928, ","   2536.6"," ,E"
"NOE00133422","1970","59.8592","6.2783","178.0","EIKEMO, NO","       185","E","       149","E","        32","E","      164","","   810"," ,E,0327, "," 104.5"," ,E,1018, ","   2499.7"," ,E"
"NOE00133422","1971","59.8592","6.2783","178.0","EIKEMO, NO","       219","E","       172","E","        51","E","       81","","   280"," ,E,1125, ","  76.1"," ,E,1102, ","   3276.5"," ,E"
"NOE00133422","1972","59.8592","6.2783","178.0","EIKEMO, NO","       173","E","       134","E","        31","E","       79","","   390"," ,E,1116, ","  91.0"," ,E,1025, ","   2224.3"," ,E"
"NOE00133422","1973","59.8592","6.2783","178.0","EIKEMO, NO","       216","E","       176","E","        41","E","      116","","   650"," ,E,1220, ","  81.2"," ,E,1122, ","   3268.7"," ,E"
"NOE00133422","1974","59.8592","6.2783","178.0","EIKEMO, NO","       199","E","       154","E","        31","E","       50","","   390"," ,E,1219, ","  60.0"," ,E,0722, ","   2551.2"," ,E"
"NOE00133422","1975","59.8592","6.2783","178.0","EIKEMO, NO","       203","E","       163","E","        40","E","       73","","   180"," ,E,0413,+","  88.0"," ,E,1227, ","   3051.8"," ,E"
"NOE00133422","1976","59.8592","6.2783","178.0","EIKEMO, NO","       177","E","       126","E","        20","E","      148","","   500"," ,E,0125,+","  84.2"," ,E,0107, ","   2042.5"," ,E"
"NOE00133422","1977","59.8592","6.2783","178.0","EIKEMO, NO","       190","E","       141","E","        25","E","      107","","   390"," ,E,0202,+","  70.8"," ,E,0929, ","   2108.5"," ,E"
"NOE00133422","1978","59.8592","6.2783","178.0","EIKEMO, NO","       177","E","       138","E","        31","E","      128","","   490"," ,E,0222, ","  83.4"," ,E,1023, ","   2409.4"," ,E"
"NOE00133422","1979","59.8592","6.2783","178.0","EIKEMO, NO","       207","E","       158","E","        36","E","      146","","  1000"," ,E,0208,+","  82.0"," ,E,0302, ","   2812.1"," ,E"
"NOE00133422","1980","59.8592","6.2783","178.0","EIKEMO, NO","       187","E","       135","E","        33","E","      118","","   450"," ,E,0212, ","  85.2"," ,E,1120, ","   2567.9"," ,E"
"NOE00133422","1981","59.8592","6.2783","178.0","EIKEMO, NO","       206","E","       160","E","        32","E","      151","","   920"," ,E,0214, ","  84.0"," ,E,1122, ","   2734.5"," ,E"
"NOE00133422","1982","59.8592","6.2783","178.0","EIKEMO, NO","       218","E","       171","E","        40","E","      118","","   410"," ,E,0113, ","  56.6"," ,E,1019, ","   2777.7"," ,E"
"NOE00133422","1983","59.8592","6.2783","178.0","EIKEMO, NO","       218","E","       182","E","        57","E","      116","","   710"," ,E,0120, "," 133.0"," ,E,1231, ","   4203.8"," ,E"
"NOE00133422","1984","59.8592","6.2783","178.0","EIKEMO, NO","       167","E","       120","E","        23","E","      118","","   660"," ,E,0302,+","  95.0"," ,E,1207, ","   2195.0"," ,E"
"NOE00133422","1985","59.8592","6.2783","178.0","EIKEMO, NO","       201","E","       158","E","        21","E","      140","","   550"," ,E,0220, ","  90.1"," ,E,0930, ","   2285.1"," ,E"
"NOE00133422","1986","59.8592","6.2783","178.0","EIKEMO, NO","       216","E","       167","E","        40","E","      136","","   810"," ,E,0305, ","  87.2"," ,E,1203, ","   3070.7"," ,E"
"NOE00133422","1987","59.8592","6.2783","178.0","EIKEMO, NO","       189","E","       144","E","        24","E","      112","","  1100"," ,E,0316, ","  55.7"," ,E,0918, ","   1905.2"," ,E"
"NOE00133422","1988","59.8592","6.2783","178.0","EIKEMO, NO","       216","E","       164","E","        26","E","       91","","   730"," ,E,0315, ","  79.5"," ,E,0730, ","   2554.7"," ,E"
"NOE00133422","1989","59.8592","6.2783","178.0","EIKEMO, NO","       236","E","       189","E","        41","E","       65","","   500"," ,E,1216, "," 128.5"," ,E,0127, ","   3668.7"," ,E"
"NOE00133422","1990","59.8592","6.2783","178.0","EIKEMO, NO","       219","E","       180","E","        49","E","       57","","   400"," ,E,0127, "," 132.5"," ,E,0204, ","   3934.7"," ,E"
"NOE00133422","1991","59.8592","6.2783","178.0","EIKEMO, NO","       186","E","       149","E","        41","E","       89","","   710"," ,E,0113, "," 100.0"," ,E,1213, ","   2786.5"," ,E"
"NOE00133422","1992","59.8592","6.2783","178.0","EIKEMO, NO","       221","E","       184","E","        40","E","       50","","   480"," ,E,0315, "," 107.4"," ,E,0102, ","   3398.5"," ,E"
"NOE00133422","1993","59.8592","6.2783","178.0","EIKEMO, NO","       177","E","       139","E","        31","E","       96","","   440"," ,E,0126, ","  74.2"," ,E,0203, ","   2471.1"," ,E"
"NOE00133422","1994","59.8592","6.2783","178.0","EIKEMO, NO","       214","E","       158","E","        40","E","      134","","  1300"," ,E,0317, ","  67.9"," ,E,1223, ","   3050.7"," ,E"
