"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00049632","1956","37.5","-118.18333","3093.7","WHITE MOUNTAIN 1, CA US","      0.0","","       0.0","0","        39","0","        22","0","         4","0","      147","","        17","0","        19","0","       298","0","        71","0","         3","0","         0","0","        14"," ","  -25.0","0,0216, ","  1321"," ,0,0129,+","   533"," ,0,0413, ","  43.4"," ,0,0413, ","   22.2","0,0629, ","0.0","0,0802","-3.9","0,0913","-4.4","0,0915","-7.8","0,1013","-10.0","0,1024","0.0","0,0717","-3.3","0,0714","-4.4","0,0616","-7.2","0,0515","-12.2","0,0514","","","","","    337.6"," ,0","     2512"," ,0","      0.61","0","      7.57","0","     -6.35","0"
"USC00049632","1957","37.5","-118.18333","3093.7","WHITE MOUNTAIN 1, CA US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    6390.3","3","    6390.3"," ","","","","","","","","","",""
"USC00049632","1958","37.5","-118.18333","3093.7","WHITE MOUNTAIN 1, CA US","      0.0","","       0.0","0","        40","0","        32","0","         1","0","      137","","        31","0","        31","0","       277","0","        74","0","        20","0","         0","0","","","  -26.7","0,0302, ","  1575"," ,0,0409,+","   279"," ,0,0316, ","  29.7"," ,0,0316, ","   23.3","0,0719, ","0.0","0,0824","-5.0","0,0914","-5.0","0,0914","-10.6","0,0924","-10.6","0,0924","0.0","0,0725","-2.2","0,0718","-4.4","0,0613","-7.2","0,0607","-14.4","0,0513","","","","","    320.3"," ,0","     3188"," ,0","      1.07","0","      8.47","0","     -6.34","0"
"USC00049632","1959","37.5","-118.18333","3093.7","WHITE MOUNTAIN 1, CA US","      0.0","","       0.0","0","        31","0","        22","0","         1","0","       82","","        18","0","        18","0","       265","0","        44","0","        27","0","         0","0","","","  -26.1","0,0209, ","   533"," ,0,0217, ","   292"," ,0,0211, ","  36.8"," ,0,0724, ","   24.4","0,0718, ","-0.6","0,0819","-8.3","0,0820","-8.3","0,0820","-8.3","0,0820","-10.6","0,0917","-1.1","0,0708","-3.9","0,0607","-4.4","0,0601","-7.8","0,0524","-11.7","0,0523","    5862.9","9","    5862.9","0","    270.0"," ,0","     1932"," ,0","      2.15","0","      9.58","0","     -5.27","0"
"USC00049632","1960","37.5","-118.18333","3093.7","WHITE MOUNTAIN 1, CA US","      0.0","","       0.0","0","        33","0","        23","0","         3","0","      128","","        21","0","        22","0","       267","0","        74","0","        27","0","         0","0","","","  -29.4","0,0101, ","   762"," ,0,1115,+","   279"," ,0,0202, ","  31.8"," ,0,1106, ","   23.9","0,0720,+","-3.9","0,0823","-3.9","0,0823","-5.0","0,0920","-8.3","0,1009","-9.4","0,1010","-0.6","0,0712","-2.8","0,0611","-5.0","0,0528","-7.8","0,0525","-8.9","0,0524","    5888.9","9","    5888.9","0","    250.9"," ,0","     2032"," ,0","      1.56","0","      8.66","0","     -5.54","0"
"USC00049632","1961","37.5","-118.18333","3093.7","WHITE MOUNTAIN 1, CA US","      0.0","","       0.0","0","        50","0","        24","0","         0","0","      152","","        23","0","        12","0","       280","0","        57","0","        30","0","         0","0","","","  -21.7","0,1216, ","   305"," ,0,1101,+","   279"," ,0,1030, ","  19.1"," ,0,0811, ","   24.4","0,0621, ","0.0","0,0826","-2.2","0,0828","-6.7","0,0903","-6.7","0,0903","-12.8","0,1008","-0.6","0,0707","-2.2","0,0706","-5.0","0,0603","-7.2","0,0530","-11.7","0,0513","    6090.4","4","    6090.4","0","    202.2"," ,0","     1377"," ,0","      1.51","0","      8.62","0","     -5.59","0"
"USC00049632","1962","37.5","-118.18333","3093.7","WHITE MOUNTAIN 1, CA US","      0.0","","       0.0","0","        50","0","        37","0","         4","0","      110","","        40","0","        32","0","       275","0","        59","0","         7","0","         0","0","","","  -29.4","0,0227, ","  1702"," ,0,0311,+","   457"," ,0,0514, ","  38.6"," ,0,0514, ","   22.2","0,0826,+","-2.8","0,0810","-2.8","0,0810","-5.0","0,0921","-6.7","0,1005","-11.7","0,1015","0.0","0,0718","-4.4","0,0615","-4.4","0,0615","-7.2","0,0528","-8.9","0,0525","    6333.7","7","    6333.7","0","    426.7"," ,0","     4177"," ,0","      1.25","0","      8.74","0","     -6.25","0"
"USC00049632","1963","37.5","-118.18333","3093.7","WHITE MOUNTAIN 1, CA US","      0.0","","       0.0","0","        46","0","        32","0","         4","0","      119","","        32","0","        22","0","       295","0","        57","0","         9","0","         0","0","","","  -23.9","0,0112, ","   838"," ,0,0318, ","   305"," ,0,0317,+","  52.8"," ,0,0201, ","   22.2","0,0806,+","0.0","0,0816","-2.8","0,0825","-4.4","0,0831","-19.4","0,1012","-19.4","0,1012","0.0","0,0727","-3.3","0,0703","-7.2","0,0624","-7.2","0,0624","-14.4","0,0512","    6283.5","5","    6283.5","0","    371.7"," ,0","     2999"," ,0","      1.01","0","      8.26","0","     -6.24","0"
"USC00049632","1964","37.5","-118.18333","3093.7","WHITE MOUNTAIN 1, CA US","      0.0","","       0.0","0","","","","","","","       77","","","","        17","0","       291","0","        71","0","         3","0","         0","0","","","  -24.4","0,1114, ","   330"," ,0,1231,+","","","","","   21.7","0,0730, ","0.0","0,0816","-4.4","0,0901","-4.4","0,0901","-7.8","0,0902","-10.0","0,1030","-1.7","0,0722","-2.2","0,0705","-5.6","0,0611","-6.7","0,0610","-10.0","0,0509","    6163.9","9","    6163.9","0","","","","","      0.79","0","      7.45","0","     -5.88","0"
"USC00049632","1966","37.5","-118.18333","3093.7","WHITE MOUNTAIN 1, CA US","      0.0","","       0.0","0","        32","0","        24","0","         2","0","      120","","        18","0","        34","0","       284","0","        64","0","        13","0","         0","0","","","  -25.6","0,1124, ","  1778"," ,0,1207, ","   965"," ,0,1206, ","  96.5"," ,0,1206, ","   22.8","0,0809,+","0.0","0,0822","-5.6","0,0830","-5.6","0,0830","-6.7","0,0912","-10.6","0,0914","0.0","0,0718","-2.8","0,0714","-4.4","0,0623","-6.7","0,0602","-8.9","0,0530","    6383.2","2","    6383.2","0","    318.4"," ,0","     2561"," ,0","      0.71","0","      7.84","0","     -6.43","0"
