"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES"
"USW00093141","1999","39.60886","-110.75547","1777.2","PRICE CARBON CO AIRPORT, UT US","       3.3","W","    275.5","","     275.5","W","        56","W","        25","W","         1","W","         0","W","       175","W","         7","W","       141","W","        19","W","","","","","","","  -16.1","W,1214, ","  26.7"," ,W,0901, ","   35.6","W,0702, ","-0.6","W,0928","-6.1","W,1017","-6.1","W,1017","-6.7","W,1119","-8.9","W,1122","-1.7","W,0517","-3.9","W,0511","-4.4","W,0416","-10.0","W,0410","-10.0","W,0410","","","","","    203.2"," ,W","      9.66","W","     17.10","W","      2.22","W","       270","W","       230","W","      18.3","W","      31.7","W"
"USW00093141","2000","39.60886","-110.75547","1777.2","PRICE CARBON CO AIRPORT, UT US","       3.3","W","    425.1","","     425.1","W","        75","W","        29","W","         0","W","         0","W","       161","W","        12","W","       158","W","        48","W","","","","","","","  -15.0","W,0105, ","  18.8"," ,W,1030, ","   36.7","W,0801,+","-0.6","W,0925","-2.2","W,1102","-5.0","W,1104","-8.9","W,1107","-8.9","W,1107","0.0","W,0513","-2.2","W,0512","-5.0","W,0319","-6.7","W,0311","-9.4","W,0226","    3226.1","1","    3226.1","W","    234.1"," ,W","     10.14","W","     17.36","W","      2.92","W","        30","W","        30","W","      21.9","W","      28.6","W"
"USW00093141","2001","39.60886","-110.75547","1777.2","PRICE CARBON CO AIRPORT, UT US","       3.0","W","    419.7","","     419.7","W","        67","W","        25","W","         0","W","         1","W","       148","W","        45","W","       159","W","        40","W","","","","","","","  -18.9","W,1216, ","   9.1"," ,W,0214, ","   37.8","W,0704, ","-1.1","W,1010","-3.3","W,1024","-5.6","W,1120","-9.4","W,1124","-9.4","W,1124","-0.6","W,0613","-2.2","W,0423","-5.6","W,0413","-6.7","W,0315","-8.9","W,0217","    3596.8","8","    3596.8","W","    160.7"," ,W","      9.81","W","     17.02","W","      2.60","W","        30","W","        30","W","      19.2","W","      62.6","W"
"USW00093141","2002","39.60886","-110.75547","1777.2","PRICE CARBON CO AIRPORT, UT US","       3.3","W","","","","","        42","W","        14","W","         0","W","","","","","","","","","","","","","","","","","","","  23.4"," ,W,0911, ","","","","","","","","","","","","","","","","","","","","","","","","","","","    145.0"," ,W","","","","","","","       210","W","       210","W","      18.3","W","      24.1","W"
"USW00093141","2003","39.60886","-110.75547","1777.2","PRICE CARBON CO AIRPORT, UT US","       3.2","W","    483.4","","     483.4","W","        52","W","        19","W","         0","W","         0","W","       156","W","        15","W","       155","W","        48","W","","","","","","","  -16.1","W,1229, ","  16.0"," ,W,1225, ","   38.3","W,0712,+","0.0","W,1011","-3.3","W,1014","-5.0","W,1103","-7.2","W,1104","-10.6","W,1122","0.0","W,0511","-2.8","W,0416","-4.4","W,0408","-7.8","W,0404","-9.4","W,0223","    3452.7","7","    3452.7","W","    137.9"," ,W","     10.45","W","     17.61","W","      3.28","W","       200","W","       300","W","      17.9","W","      21.9","W"
"USW00093141","2004","39.60886","-110.75547","1777.2","PRICE CARBON CO AIRPORT, UT US","       3.1","W","    334.7","","     334.7","W","        69","W","        28","W","         2","W","         4","W","       141","W","        50","W","       150","W","        29","W","","","","","","","  -21.1","W,0105, ","  26.4"," ,W,0929, ","   35.6","W,0713,+","0.0","W,1022","-2.2","W,1031","-7.2","W,1102","-7.2","W,1102","-8.9","W,1128","0.0","W,0429","-4.4","W,0329","-4.4","W,0329","-7.2","W,0303","-10.0","W,0301","    3538.6","6","    3538.6","W","    283.4"," ,W","      9.20","W","     16.09","W","      2.31","W","       200","W","       230","W","      16.5","W","      20.6","W"
"USW00093141","2005","39.60886","-110.75547","1777.2","PRICE CARBON CO AIRPORT, UT US","       3.0","B","    321.7","","     321.7","B","        82","B","        41","B","         1","B","         1","B","       148","B","        12","B","       134","B","        26","B","","","","","","","  -17.8","B,1208, ","  29.5"," ,B,0424, ","   38.3","B,0721, ","-2.8","B,1005","-2.8","B,1005","-6.7","B,1115","-6.7","B,1115","-11.1","B,1204","0.0","W,0430","-2.2","W,0412","-6.7","W,0401","-6.7","W,0401","-9.4","W,0209","    3470.9","9","    3470.9","B","    332.0"," ,B","      9.84","B","     16.72","B","      2.96","B","       300","B","       250","B","      16.5","B","      21.0","B"
"USW00093141","2006","39.60886","-110.75547","1777.2","PRICE CARBON CO AIRPORT, UT US","       2.8","W","    450.4","","     450.4","W","        76","W","        31","W","         1","W","         0","W","       166","W","        18","W","       141","W","        39","W","        50"," ","        12"," ","        68"," ","  -17.1","W,1130, ","  35.1"," ,W,1006, ","   38.3","W,0717, ","-1.0","W,0923","-3.2","W,1027","-5.5","W,1111","-7.1","W,1115","-10.5","W,1128","-1.0","W,0529","-6.6","W,0419","-6.6","W,0419","-9.3","W,0314","-9.3","W,0314","    3387.4","4","    3387.4","W","    250.6"," ,W","      9.72","W","     16.81","W","      2.62","W","       160","W","       200","W","      17.9","W","      23.7","W"
"USW00093141","2007","39.60886","-110.75547","1777.2","PRICE CARBON CO AIRPORT, UT US","       2.9","W","    556.9","","     556.9","W","        44","W","        19","W","         0","W","         6","W","       147","W","        33","W","       151","W","        60","W","        31"," ","         7"," ","        48"," ","  -21.6","W,0115, ","  17.0"," ,W,0922, ","   37.8","W,0704, ","-0.5","W,0925","-6.0","W,1022","-6.0","W,1022","-8.8","W,1121","-9.9","W,1122","-0.5","W,0507","-4.3","W,0419","-4.9","W,0411","-7.1","W,0330","-9.3","W,0304","    3512.5","5","    3512.5","W","    117.6"," ,W","     10.27","W","     17.80","W","      2.74","W","       320","W","       210","W","      19.7","W","      27.3","W"
"USW00093141","2008","39.60886","-110.75547","1777.2","PRICE CARBON CO AIRPORT, UT US","       2.9","W","    419.2","","     419.2","W","        58","W","        22","W","         0","W","         5","W","       174","W","        51","W","       136","W","        54","W","        52"," ","        13"," ","        37"," ","  -20.5","W,0101, ","  24.6"," ,W,1004, ","   36.7","W,0801, ","0.0","W,1011","-2.7","W,1012","-4.9","W,1122","-7.7","W,1205","-10.5","W,1214","-1.0","W,0513","-6.0","W,0425","-6.0","W,0425","-8.8","W,0401","-10.5","W,0305","    4083.0","0","    4083.0","W","    221.8"," ,W","      8.69","W","     15.92","W","      1.46","W","       190","W","       190","W","      19.7","W","      24.1","W"
