"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USR0000CHAS","1998","36.3886","-121.5517","574.5","HASTINGS CALIFORNIA, CA US","    347.3","","     347.3","U","         0","U","        11","U","         0","U","       122","U","        24","U","   -7.2","U,1221, ","   39.4","U,0804,+","-0.6","U,1205","-6.1","U,1220","-6.1","U,1220","-7.2","U,1221","-1.7","U,0329","","","","","","","","","     13.09","U","     18.62","U","      7.56","U"
"USR0000CHAS","1999","36.3886","-121.5517","574.5","HASTINGS CALIFORNIA, CA US","    285.7","","     285.7","U","         0","U","        29","U","         0","U","       169","U","        17","U","   -1.7","U,0410, ","   36.1","U,0825,+","-0.6","U,1122","","","","","","","0.0","U,0516","","","","","    2273.9","9","    2273.9","U","     13.38","U","     19.89","U","      6.86","U"
"USR0000CHAS","2000","36.3886","-121.5517","574.5","HASTINGS CALIFORNIA, CA US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    1800.5","5","    1800.5"," ","","","","","",""
"USR0000CHAS","2001","36.3886","-121.5517","574.5","HASTINGS CALIFORNIA, CA US","    379.9","","     379.9","U","         0","U","        20","U","         0","U","       191","U","        20","U","   -3.3","U,0117, ","   37.2","U,0703, ","-1.7","U,1127","","","","","","","-1.7","U,0414","-2.2","U,0207","","","","","","","     14.33","U","     20.66","U","      8.00","U"
"USR0000CHAS","2002","36.3886","-121.5517","574.5","HASTINGS CALIFORNIA, CA US","    346.7","","     346.7","U","         0","U","        19","U","         0","U","       175","U","        30","U","   -5.0","U,0129, ","   38.3","U,0709, ","-0.6","U,1222","","","","","","","-0.6","U,0325","-3.9","U,0130","-5.0","U,0129","    1902.6","6","    1902.6","U","     14.14","U","     20.74","U","      7.52","U"
"USR0000CHAS","2004","36.3886","-121.5517","574.5","HASTINGS CALIFORNIA, CA US","    345.9","","     345.9","U","         0","U","        12","U","         0","U","       194","U","        24","U","   -2.8","U,0104, ","   37.2","U,0908,+","0.0","U,1121","-2.2","U,1129","","","","","0.0","U,0208","-2.8","U,0104","","","","","","","     14.66","U","     21.74","U","      7.59","U"
"USR0000CHAS","2005","36.3886","-121.5517","574.5","HASTINGS CALIFORNIA, CA US","    412.5","","     412.5","U","         0","U","         6","U","         0","U","       192","U","        36","U","   -0.6","U,1127, ","   36.7","U,0806, ","-0.6","U,1127","","","","","","","0.0","U,0414","","","","","    1760.0","0","    1760.0","U","     15.02","U","     21.82","U","      8.21","U"
"USR0000CHAS","2006","36.3886","-121.5517","574.5","HASTINGS CALIFORNIA, CA US","    455.5","","     455.5","U","         0","U","        20","U","         0","U","       197","U","        39","U","   -2.2","U,0216, ","   42.2","U,0723, ","0.0","U,1124","","","","","","","0.0","U,0313","-2.2","U,0216","","","    1646.3","3","    1646.3","U","     14.71","U","     21.71","U","      7.70","U"
"USR0000CHAS","2007","36.3886","-121.5517","574.5","HASTINGS CALIFORNIA, CA US","    286.4","","     286.4","U","         0","U","        29","U","         0","U","       209","U","        21","U","   -5.0","U,0113, ","   37.2","U,0705, ","0.0","U,1208","","","","","","","-0.6","U,0419","-3.9","U,0114","-5.0","U,0113","    1702.0","0","    1702.0","U","     14.22","U","     21.54","U","      6.91","U"
"USR0000CHAS","2008","36.3886","-121.5517","574.5","HASTINGS CALIFORNIA, CA US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    1909.0","0","    1909.0"," ","","","","","",""
