"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES"
"ITM00016546","2004","39.354","8.972","30.5","DECIMOMANNU, IT","        87","S","        49","S","         7","S","","","","","","","  59.9"," ,S,1101, ","","","    789.1"," ,S","",""
"ITM00016546","2006","39.354","8.972","30.5","DECIMOMANNU, IT","        59","S","        32","S","         3","S","","","","","","","  81.0"," ,S,0914, ","","","    417.2"," ,S","",""
"ITM00016546","2008","39.354","8.972","30.5","DECIMOMANNU, IT","        85","S","        48","S","         3","S","","","","","","","  46.0"," ,S,1022, ","","","    462.6"," ,S","",""
"ITM00016546","2010","39.354","8.972","30.5","DECIMOMANNU, IT","       108","S","        70","S","         6","S","","","","","",""," 103.9"," ,S,1012, ","","","    867.8"," ,S","",""
"ITM00016546","2011","39.354","8.972","30.5","DECIMOMANNU, IT","        76","S","        50","S","         8","S","         0","S","       204","S","        45","S","  51.1"," ,S,1105, ","   38.8","S,0808, ","    657.4"," ,S","     23.80","S"
"ITM00016546","2012","39.354","8.972","30.5","DECIMOMANNU, IT","        70","S","        37","S","         3","S","","","","","","","  46.0"," ,S,0203, ","","","    430.2"," ,S","",""
"ITM00016546","2013","39.354","8.972","30.5","DECIMOMANNU, IT","        95","S","        42","S","         1","S","","","","","","","  25.9"," ,S,0831, ","","","    419.0"," ,S","",""
"ITM00016546","2014","39.354","8.972","30.5","DECIMOMANNU, IT","        94","S","        46","S","         3","S","","","","","","","  45.0"," ,S,1202, ","","","    482.7"," ,S","",""
"ITM00016546","2015","39.354","8.972","30.5","DECIMOMANNU, IT","        75","S","        38","S","         7","S","         0","S","       201","S","        69","S","  56.9"," ,S,0316, ","   39.0","S,0721,+","    525.0"," ,S","     24.17","S"
"ITM00016546","2019","39.354","8.972","30.5","DECIMOMANNU, IT","        76","S","        40","S","         3","S","","","","","","","  33.0"," ,S,0526, ","","","    445.6"," ,S","",""
