"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DSND","DSND_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES"
"NOE00111175","1957","67.3556","14.8544","7.0","HEGGMOEN VED BODOE, NO","      139","","   620"," ,E,0301, "
"NOE00111175","1958","67.3556","14.8544","7.0","HEGGMOEN VED BODOE, NO","      157","","   880"," ,E,0409, "
"NOE00111175","1959","67.3556","14.8544","7.0","HEGGMOEN VED BODOE, NO","       66","","   530"," ,E,0119, "
"NOE00111175","1960","67.3556","14.8544","7.0","HEGGMOEN VED BODOE, NO","      160","","   670"," ,E,0201, "
"NOE00111175","1961","67.3556","14.8544","7.0","HEGGMOEN VED BODOE, NO","      157","","   790"," ,E,0403, "
"NOE00111175","1962","67.3556","14.8544","7.0","HEGGMOEN VED BODOE, NO","      184","","  1300"," ,E,0326, "
"NOE00111175","1963","67.3556","14.8544","7.0","HEGGMOEN VED BODOE, NO","      137","","   950"," ,E,0223, "
"NOE00111175","1964","67.3556","14.8544","7.0","HEGGMOEN VED BODOE, NO","      147","","   680"," ,E,0222, "
"NOE00111175","1965","67.3556","14.8544","7.0","HEGGMOEN VED BODOE, NO","      166","","   940"," ,E,0327, "
"NOE00111175","1966","67.3556","14.8544","7.0","HEGGMOEN VED BODOE, NO","      160","","   950"," ,E,0318, "
"NOE00111175","1967","67.3556","14.8544","7.0","HEGGMOEN VED BODOE, NO","      164","","   740"," ,E,0210, "
"NOE00111175","1968","67.3556","14.8544","7.0","HEGGMOEN VED BODOE, NO","      157","","   940"," ,E,0410, "
"NOE00111175","1969","67.3556","14.8544","7.0","HEGGMOEN VED BODOE, NO","      178","","   750"," ,E,0314, "
"NOE00111175","1970","67.3556","14.8544","7.0","HEGGMOEN VED BODOE, NO","      178","","  1000"," ,E,0404,+"
"NOE00111175","1971","67.3556","14.8544","7.0","HEGGMOEN VED BODOE, NO","      178","","   760"," ,E,0324, "
"NOE00111175","1972","67.3556","14.8544","7.0","HEGGMOEN VED BODOE, NO","      118","","   500"," ,E,0218,+"
"NOE00111175","1973","67.3556","14.8544","7.0","HEGGMOEN VED BODOE, NO","      152","","   880"," ,E,1221,+"
"NOE00111175","1974","67.3556","14.8544","7.0","HEGGMOEN VED BODOE, NO","      144","","   850"," ,E,0317,+"
"NOE00111175","1975","67.3556","14.8544","7.0","HEGGMOEN VED BODOE, NO","      123","","  1200"," ,E,1231, "
"NOE00111175","1976","67.3556","14.8544","7.0","HEGGMOEN VED BODOE, NO","      179","","  1900"," ,E,0201, "
"NOE00111175","1977","67.3556","14.8544","7.0","HEGGMOEN VED BODOE, NO","      154","","  1120"," ,E,0308, "
"NOE00111175","1978","67.3556","14.8544","7.0","HEGGMOEN VED BODOE, NO","      185","","  1350"," ,E,0224,+"
"NOE00111175","1979","67.3556","14.8544","7.0","HEGGMOEN VED BODOE, NO","      163","","  1320"," ,E,0215,+"
"NOE00111175","1980","67.3556","14.8544","7.0","HEGGMOEN VED BODOE, NO","      172","","  1150"," ,E,1231, "
"NOE00111175","1981","67.3556","14.8544","7.0","HEGGMOEN VED BODOE, NO","      182","","  1320"," ,E,0114, "
"NOE00111175","1982","67.3556","14.8544","7.0","HEGGMOEN VED BODOE, NO","      148","","  1180"," ,E,0112, "
"NOE00111175","1983","67.3556","14.8544","7.0","HEGGMOEN VED BODOE, NO","      150","","  1120"," ,E,0204, "
"NOE00111175","1984","67.3556","14.8544","7.0","HEGGMOEN VED BODOE, NO","      122","","  1120"," ,E,0120, "
"NOE00111175","1985","67.3556","14.8544","7.0","HEGGMOEN VED BODOE, NO","      169","","   700"," ,E,1228,+"
"NOE00111175","1986","67.3556","14.8544","7.0","HEGGMOEN VED BODOE, NO","      149","","  1010"," ,E,0303, "
"NOE00111175","1987","67.3556","14.8544","7.0","HEGGMOEN VED BODOE, NO","      151","","   670"," ,E,1217,+"
"NOE00111175","1988","67.3556","14.8544","7.0","HEGGMOEN VED BODOE, NO","      108","","   500"," ,E,1222, "
"NOE00111175","1989","67.3556","14.8544","7.0","HEGGMOEN VED BODOE, NO","      130","","   700"," ,E,0223,+"
"NOE00111175","1990","67.3556","14.8544","7.0","HEGGMOEN VED BODOE, NO","       86","","   460"," ,E,0312,+"
"NOE00111175","1991","67.3556","14.8544","7.0","HEGGMOEN VED BODOE, NO","       90","","   550"," ,E,1120, "
"NOE00111175","1992","67.3556","14.8544","7.0","HEGGMOEN VED BODOE, NO","      131","","   730"," ,E,0120,+"
