"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES"
"US1KSRN0019","2007","37.979771","-98.286384","518.2","PLEVNA 1.4 NE, KS US","","","","","","","         8","N","   203"," ,N,1215,+","","","","","      897"," ,N"
"US1KSRN0019","2008","37.979771","-98.286384","518.2","PLEVNA 1.4 NE, KS US","        65","N","        53","N","         9","N","         4","N","    89"," ,N,0130, ","  77.5"," ,N,0524, ","    866.9"," ,N","      216"," ,N"
"US1KSRN0019","2009","37.979771","-98.286384","518.2","PLEVNA 1.4 NE, KS US","        77","N","        49","N","        11","N","","","","","  61.5"," ,N,0909, ","    815.7"," ,N","",""
"US1KSRN0019","2010","37.979771","-98.286384","518.2","PLEVNA 1.4 NE, KS US","        67","N","        40","N","         6","N","","","",""," 117.6"," ,N,0613, ","    717.0"," ,N","",""
"US1KSRN0019","2011","37.979771","-98.286384","518.2","PLEVNA 1.4 NE, KS US","        58","N","        34","N","         4","N","","","","","  40.6"," ,N,1108,+","    435.5"," ,N","",""
"US1KSRN0019","2012","37.979771","-98.286384","518.2","PLEVNA 1.4 NE, KS US","        53","N","        40","N","         5","N","","","",""," 100.8"," ,N,0825, ","    561.9"," ,N","",""
"US1KSRN0019","2013","37.979771","-98.286384","518.2","PLEVNA 1.4 NE, KS US","        81","N","        56","N","         6","N","","","",""," 118.1"," ,N,0804, ","    952.7"," ,N","",""
"US1KSRN0019","2014","37.979771","-98.286384","518.2","PLEVNA 1.4 NE, KS US","        65","N","        51","N","         6","N","","","","","  67.6"," ,N,0610, ","    623.6"," ,N","",""
"US1KSRN0019","2015","37.979771","-98.286384","518.2","PLEVNA 1.4 NE, KS US","        77","N","        49","N","         5","N","","","","","  41.7"," ,N,0417, ","    665.1"," ,N","",""
"US1KSRN0019","2016","37.979771","-98.286384","518.2","PLEVNA 1.4 NE, KS US","        64","N","        44","N","        12","N","","","","","  51.6"," ,N,0807, ","    789.5"," ,N","",""
"US1KSRN0019","2017","37.979771","-98.286384","518.2","PLEVNA 1.4 NE, KS US","        48","N","        33","N","         8","N","","","","","  57.2"," ,N,0329, ","    537.1"," ,N","",""
"US1KSRN0019","2018","37.979771","-98.286384","518.2","PLEVNA 1.4 NE, KS US","        68","N","        52","N","        14","N","","","","","  64.0"," ,N,1009, ","    959.5"," ,N","",""
"US1KSRN0019","2019","37.979771","-98.286384","518.2","PLEVNA 1.4 NE, KS US","        74","N","        45","N","         7","N","","","","","  78.2"," ,N,0508, ","    753.2"," ,N","",""
"US1KSRN0019","2020","37.979771","-98.286384","518.2","PLEVNA 1.4 NE, KS US","        73","N","        49","N","         5","N","","","","","  47.8"," ,N,0224, ","    631.0"," ,N","",""
"US1KSRN0019","2021","37.979771","-98.286384","518.2","PLEVNA 1.4 NE, KS US","        54","N","        39","N","         8","N","","","","","  44.2"," ,N,0626, ","    605.5"," ,N","",""
"US1KSRN0019","2022","37.979771","-98.286384","518.2","PLEVNA 1.4 NE, KS US","        52","N","        35","N","         4","N","","","","","  40.1"," ,N,0526, ","    450.4"," ,N","",""
"US1KSRN0019","2023","37.979771","-98.286384","518.2","PLEVNA 1.4 NE, KS US","        62","N","        50","N","         6","N","","","",""," 101.6"," ,N,0515, ","    662.4"," ,N","",""
