"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"ARM00087022","1998","-22.62","-63.794","449.0","GENERAL ENRIQUE MOSCONI TARTA, AR","         0","S","         0","S","    3.4","S,0921, ","","","","","","","     15.80","S"
"ARM00087022","1999","-22.62","-63.794","449.0","GENERAL ENRIQUE MOSCONI TARTA, AR","         0","S","         1","S","   -3.3","S,0816, ","","","-3.3","S,0816","-3.3","S,0816","     15.37","S"
"ARM00087022","2001","-22.62","-63.794","449.0","GENERAL ENRIQUE MOSCONI TARTA, AR","         0","S","         1","S","   -0.5","S,0620, ","-0.5","S,0620","","","","","     16.52","S"
"ARM00087022","2008","-22.62","-63.794","449.0","GENERAL ENRIQUE MOSCONI TARTA, AR","         0","S","         0","S","    2.0","S,0530, ","","","","","","","     16.05","S"
"ARM00087022","2016","-22.62","-63.794","449.0","GENERAL ENRIQUE MOSCONI TARTA, AR","         0","S","         1","S","    0.0","S,0822, ","","","0.0","S,0822","","","     16.26","S"
"ARM00087022","2017","-22.62","-63.794","449.0","GENERAL ENRIQUE MOSCONI TARTA, AR","         0","S","         2","S","   -0.5","S,0719, ","-0.3","S,0718","","","","","     16.78","S"
"ARM00087022","2020","-22.62","-63.794","449.0","GENERAL ENRIQUE MOSCONI TARTA, AR","         0","S","         1","S","    0.0","S,0726, ","0.0","S,0726","","","","","     15.92","S"
"ARM00087022","2023","-22.62","-63.794","449.0","GENERAL ENRIQUE MOSCONI TARTA, AR","         0"," ","         0","S","    2.0","S,0615,+","","","","","","","     17.77","S"
