"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","PSUN","PSUN_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF1","WDF1_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WDFM","WDFM_ATTRIBUTES","WSF1","WSF1_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES","WSFM","WSFM_ATTRIBUTES"
"USW00014842","1943","40.66747","-89.68418","199.7","GENERAL WAYNE A. DOWNING INTERNATIONAL AIRPORT, IL US","","","","","","","","","","","","","","","","","","","","","","","","","","","        96"," ","","","        36"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00014842","1944","40.66747","-89.68418","199.7","GENERAL WAYNE A. DOWNING INTERNATIONAL AIRPORT, IL US","","","    655.2","","     655.2","X","       110","X","        65","X","         9","X","       35","","         8","X","         4","X","       126","X","        44","X","       152","X","        37","X","        88"," ","","","        55"," ","  -22.8","X,0212, ","   178"," ,X,0214,+","   191"," ,X,0210, ","  73.2"," ,X,0314, ","   36.1","X,0810, ","-0.6","X,1012","-5.6","X,1129","-5.6","X,1129","-7.8","X,1130","-8.9","X,1201","-0.6","X,0506","-4.4","X,0405","-4.4","X,0405","-6.7","X,0320","-10.6","X,0310","    3472.3","3","    3472.3","X","    912.8"," ,X","","","      570"," ,X","     10.79","X","     16.04","X","      5.55","X","","","","","","","","","","","","","","","","","","","","","",""
"USW00014842","1945","40.66747","-89.68418","199.7","GENERAL WAYNE A. DOWNING INTERNATIONAL AIRPORT, IL US","","","    430.9","","     430.9","X","       121","X","        67","X","         8","X","       56","","         6","X","        13","X","       122","X","        51","X","       142","X","        20","X","       145"," ","","","        50"," ","  -22.2","X,1217,+","   102"," ,X,1223,+","    64"," ,X,0121, ","  54.4"," ,X,0928, ","   36.7","X,0830, ","-0.6","X,1009","-4.4","X,1103","-4.4","X,1103","-8.9","X,1104","-8.9","X,1104","0.0","X,0509","-5.6","X,0308","-5.6","X,0308","-6.7","X,0307","-9.4","X,0226","    3378.6","6","    3378.6","X","    918.5"," ,X","","","      538"," ,X","      9.85","X","     14.98","X","      4.73","X","","","","","","","","","","","","","","","","","","","","","",""
"USW00014842","1946","40.66747","-89.68418","199.7","GENERAL WAYNE A. DOWNING INTERNATIONAL AIRPORT, IL US","","","    496.6","","     496.6","X","       110","X","        71","X","         9","X","       11","","         7","X","         5","X","       110","X","        24","X","       162","X","        18","X","       105"," ","","","        30"," ","  -19.4","X,1231, ","    76"," ,X,0310,+","   191"," ,X,0309, ","  66.0"," ,X,0612, ","   36.1","X,0718, ","-0.6","X,1012","-2.2","X,1114","-6.1","X,1117","-6.7","X,1122","-10.0","X,1201","0.0","X,0427","-2.2","X,0412","-8.9","X,0311","-8.9","X,0311","-8.9","X,0311","    3246.3","3","    3246.3","X","    987.8"," ,X","","","      509"," ,X","     11.76","X","     17.43","X","      6.09","X","","","","","","","","","","","","","","","","","","","","","",""
"USW00014842","1947","40.66747","-89.68418","199.7","GENERAL WAYNE A. DOWNING INTERNATIONAL AIRPORT, IL US","","","    654.7","","     654.7","X","       106","X","        68","X","         8","X","       22","","         6","X","         5","X","       134","X","        46","X","       145","X","        37","X","        82"," ","","","        45"," ","  -22.2","X,0104, ","   152"," ,X,0104,+","   107"," ,X,0102, ","  86.1"," ,X,0429, ","   38.3","X,0823,+","-2.2","X,1106","-2.2","X,1106","-5.0","X,1112","-7.8","X,1113","-9.4","X,1126","0.0","X,0413","-5.0","X,0330","-5.0","X,0330","-7.8","X,0326","-11.7","X,0303","    3376.6","6","    3376.6","X","    995.4"," ,X","","","      577"," ,X","     10.44","X","     15.66","X","      5.21","X","","","","","","","","","","","","","","","","","","","","","",""
"USW00014842","1948","40.66747","-89.68418","199.7","GENERAL WAYNE A. DOWNING INTERNATIONAL AIRPORT, IL US","","","    547.1","","     547.1","0","       103","0","        63","0","         5","0","       21","","         4","0","         8","0","       122","0","        50","0","       157","0","        17","0","       114"," ","","","        46"," ","  -21.1","0,0128, ","    51"," ,0,0204,+","    53"," ,0,0101, ","  75.2"," ,0,0705, ","   35.0","0,0919,+","-3.3","0,1017","-3.3","0,1017","-5.6","0,1018","-7.2","0,1129","-8.9","0,1208","-0.6","X,0409","-4.4","X,0328","-4.4","X,0328","-12.8","X,0313","-12.8","X,0313","    3330.8","8","    3330.8","0","    765.3"," ,0","","","      337"," ,0","     10.70","0","     16.19","0","      5.20","0","","","","","","","","","","","","","","","","","","","","","",""
"USW00014842","1949","40.66747","-89.68418","199.7","GENERAL WAYNE A. DOWNING INTERNATIONAL AIRPORT, IL US","","","    645.4","","     645.4","0","       110","0","        67","0","         8","0","       22","","         4","0","         6","0","       121","0","        33","0","       168","0","        23","0","       105"," ","","","        47"," ","  -20.0","0,0130,+","    76"," ,0,0206,+","    69"," ,0,0203, ","  52.3"," ,0,0721, ","   36.7","0,0702,+","0.0","0,0929","-2.8","0,1026","-6.7","0,1121","-6.7","0,1121","-8.9","0,1122","-1.1","0,0419","-3.3","0,0416","-8.3","0,0319","-8.3","0,0319","-10.6","0,0315","    3189.1","1","    3189.1","0","    847.1"," ,0","","","      308"," ,0","     11.35","0","     16.94","0","      5.76","0","","","","","","","","","","","","","","","","","","","","","",""
"USW00014842","1950","40.66747","-89.68418","199.7","GENERAL WAYNE A. DOWNING INTERNATIONAL AIRPORT, IL US","","","    416.1","","     416.1","0","       107","0","        64","0","         8","0","       45","","        12","0","         9","0","       136","0","        52","0","       157","0","         4","0","        97"," ","","","        46"," ","  -23.3","0,0226, ","   152"," ,0,0225, ","    97"," ,0,0225, "," 128.5"," ,0,0424, ","   34.4","0,0625, ","-2.8","0,1104","-2.8","0,1104","-4.4","0,1105","-8.3","0,1110","-9.4","0,1111","0.0","0,0428","-3.9","0,0414","-6.7","0,0413","-6.7","0,0413","-8.9","0,0313","    3325.2","2","    3325.2","0","    947.6"," ,0","","","      711"," ,0","      9.54","0","     14.92","0","      4.17","0","","","","","","","","","","","","","","","","","","","","","",""
"USW00014842","1951","40.66747","-89.68418","199.7","GENERAL WAYNE A. DOWNING INTERNATIONAL AIRPORT, IL US","","","    445.7","","     445.7","0","       129","0","        75","0","        11","0","       37","","        15","0","        16","0","       135","0","        46","0","       144","0","         6","0","       123"," ","","","        54"," ","  -26.7","0,0202, ","   203"," ,0,1222,+","   165"," ,0,1106, ","  43.4"," ,0,0722, ","   35.6","0,0830, ","-1.1","0,1031","-3.9","0,1101","-11.1","0,1102","-11.1","0,1102","-11.1","0,1102","-0.6","0,0423","-2.8","0,0417","-4.4","0,0326","-7.2","0,0324","-11.7","0,0321","    3619.2","2","    3619.2","0","    946.7"," ,0","","","     1048"," ,0","      9.50","0","     14.73","0","      4.28","0","","","","","","","","","","","","","","","","","","","","","",""
"USW00014842","1952","40.66747","-89.68418","199.7","GENERAL WAYNE A. DOWNING INTERNATIONAL AIRPORT, IL US","","","    644.2","","     644.2","0","       102","0","        59","0","        13","0","       16","","         5","0","         2","0","       138","0","        27","0","       154","0","        37","0","        99"," ","","","        45"," ","  -18.9","0,0129,+","    76"," ,0,0304,+","    97"," ,0,0213, ","  56.4"," ,0,0811, ","   37.8","0,0629, ","0.0","0,1003","-3.9","0,1006","-6.7","0,1029","-6.7","0,1029","-12.8","0,1128","-0.6","0,0415","-2.2","0,0411","-5.6","0,0327","-6.7","0,0324","-9.4","0,0307","    3454.0","0","    3454.0","0","    900.6"," ,0","","","      408"," ,0","     11.14","0","     16.80","0","      5.47","0","","","","","","","","","","","","","","","","","","","","","",""
