"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES"
"USC00200234","2007","46.07511","-87.48987","338.6","ARNOLD 2 N, MI US","","","","","         2"," ","         1"," ","","","","","",""
"USC00200234","2008","46.07511","-87.48987","338.6","ARNOLD 2 N, MI US","","","","","         5"," ","         1"," ","","","","","",""
"USC00200234","2009","46.07511","-87.48987","338.6","ARNOLD 2 N, MI US","","","","","         1"," ","","","","","","","",""
"USC00200234","2021","46.07511","-87.48987","338.6","ARNOLD 2 N, MI US","       95","","        16","7","","","","","   457"," ,7,1211, ","   241"," ,7,1211, ","     1360"," ,7"
"USC00200234","2024","46.07511","-87.48987","338.6","ARNOLD 2 N, MI US","       66","","        16","7","","","","","   381"," ,7,0120,+","   241"," ,7,0113, ","     1016"," ,7"
