"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES"
"USW00004109","2009","46.14417","-115.59639","451.1","LOWELL THREE RIVERS RESORT, ID US","       0.6","W","    308.0","","     308.0","W","       136","W","        80","W","         3","W","         0","W","       104","W","        11","W","       129","W","        34","W","  -15.5","W,1208, ","  58.2"," ,W,0105, ","   40.0","W,0801, ","-0.5","W,1006","-3.2","W,1010","-6.6","W,1011","-7.1","W,1203","-9.3","W,1206","0.0","W,0501","-3.2","W,0314","-5.5","W,0313","-8.8","W,0312","-9.3","W,0311","    3210.7","7","    3210.7","W","    919.3"," ,W","     10.22","W","     16.41","W","      4.03","W","       220","W","       200","W","       8.9","W","      13.0","W"
"USW00004109","2010","46.14417","-115.59639","451.1","LOWELL THREE RIVERS RESORT, ID US","       0.6","W","    269.3","","     269.3","W","       165","W","       101","W","         5","W","         0","W","        59","W","         9","W","       127","W","        39","W","  -13.2","W,1124, ","  39.4"," ,W,0602, ","   40.0","W,0805, ","0.0","W,1119","-10.5","W,1123","-10.5","W,1123","-10.5","W,1123","-10.5","W,1123","-0.5","W,0505","-3.8","W,0223","-8.8","W,0108","-8.8","W,0108","","","    2789.9","9","    2789.9","W","   1042.4"," ,W","     11.39","W","     17.58","W","      5.20","W","       160","W","       170","W","       9.8","W","      17.9","W"
"USW00004109","2011","46.14417","-115.59639","451.1","LOWELL THREE RIVERS RESORT, ID US","       0.6","W","    291.2","","     291.2","W","       178","W","       121","W","         5","W","         0","W","       109","W","         9","W","       128","W","        42","W","  -12.7","W,0226, ","  45.0"," ,W,0402, ","   40.0","W,0825, ","0.0","W,1028","-2.7","W,1110","-6.0","W,1205","-7.7","W,1223","","","-0.5","W,0424","-2.7","W,0228","-12.7","W,0226","-12.7","W,0226","-12.7","W,0226","    3196.8","8","    3196.8","W","   1222.2"," ,W","     10.23","W","     16.20","W","      4.26","W","       180","W","       360","W","       9.8","W","      29.5","W"
"USW00004109","2012","46.14417","-115.59639","451.1","LOWELL THREE RIVERS RESORT, ID US","       0.6","W","","","","","       165","W","       107","W","         6","W","","","","","","","","","","","","","  48.8"," ,W,0221, ","","","","","","","","","","","","","","","","","","","","","","","    2985.4","4","    2985.4","W","   1096.6"," ,W","","","","","","","       170","W","       350","W","       7.6","W","      13.9","W"
"USW00004109","2014","46.14417","-115.59639","451.1","LOWELL THREE RIVERS RESORT, ID US","       0.8","W","    404.3","","     404.3","W","       138","W","        94","W","         5","W","         0","W","        96","W","         9","W","       150","W","        52","W","  -13.2","W,1230, ","  53.8"," ,W,1125, ","   41.7","W,0729, ","-0.5","W,1110","-7.1","W,1111","-7.1","W,1111","-7.1","W,1111","-9.3","W,1116","-0.5","W,0419","-2.7","W,0322","-6.0","W,0302","-7.7","W,0301","-9.3","W,0204","","","","","   1090.0"," ,W","     11.26","W","     17.72","W","      4.81","W","       170","W","       180","W","       8.9","W","      13.4","W"
"USW00004109","2015","46.14417","-115.59639","451.1","LOWELL THREE RIVERS RESORT, ID US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    2661.7","7","    2661.7","W","","","","","","","","","","","","","","","",""
"USW00004109","2016","46.14417","-115.59639","451.1","LOWELL THREE RIVERS RESORT, ID US","       0.8","W","    337.6","","     337.6","W","       163","W","       105","W","         5","W","         0","W","        69","W","        18","W","       149","W","        48","W","  -13.2","W,0102, ","  39.4"," ,W,0710, ","   39.4","W,0821, ","0.0","W,1012","-2.7","W,1205","-7.7","W,1207","-7.7","W,1207","-12.1","W,1217","0.0","W,0330","-2.7","W,0111","-11.6","W,0103","-11.6","W,0103","-11.6","W,0103","","","","","   1106.4"," ,W","     11.73","W","     18.12","W","      5.33","W","       140","W","       110","W","       7.6","W","      13.9","W"
"USW00004109","2017","46.14417","-115.59639","451.1","LOWELL THREE RIVERS RESORT, ID US","       0.7","W","","","","","       149","W","       102","W","         3","W","","","","","        19","W","       127","W","        75","W","","","  48.8"," ,W,1229, ","   41.7","W,0728, ","","","","","","","","","","","","","","","","","","","","","","","","","   1033.2"," ,W","","","     17.00","W","","","       190","W","       200","W","       8.9","W","      13.9","W"
"USW00004109","2018","46.14417","-115.59639","451.1","LOWELL THREE RIVERS RESORT, ID US","       0.7","W","    362.7","","     362.7","W","       151","W","       109","W","         7","W","         0","W","        86","W","         3","W","       145","W","        51","W","   -8.8","W,1207, ","  36.3"," ,W,1104, ","   40.6","W,0727,+","-2.1","W,1014","-3.2","W,1112","-7.1","W,1205","-7.1","W,1205","","","0.0","W,0403","-2.7","W,0303","-6.6","W,0227","-7.1","W,0222","","","    2984.2","2","    2984.2","W","   1189.4"," ,W","     11.14","W","     17.55","W","      4.73","W","       200","W","       170","W","       8.9","W","      14.8","W"
"USW00004109","2020","46.14417","-115.59639","451.1","LOWELL THREE RIVERS RESORT, ID US","       0.7","W","    304.8","","     304.8","W","       162","W","       104","W","         3","W","         0","W","       111","W","         4","W","       138","W","        45","W","   -7.7","W,0115, ","  33.3"," ,W,1220, ","   38.9","W,0731, ","-3.2","W,1024","-3.2","W,1024","-7.1","W,1025","-7.1","W,1025","","","-1.6","W,0417","-2.7","W,0413","-7.7","W,0115","-7.7","W,0115","","","    3008.5","5","    3008.5","W","   1020.0"," ,W","     10.63","W","     16.65","W","      4.61","W","        10","W","        70","W","       7.6","W","      15.2","W"
"USW00004109","2021","46.14417","-115.59639","451.1","LOWELL THREE RIVERS RESORT, ID US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    3137.0","0","    3137.0","W","","","","","","","","","","","","","","","",""
"USW00004109","2022","46.14417","-115.59639","451.1","LOWELL THREE RIVERS RESORT, ID US","","","","","","","       144","W","        94","W","         5","W","","","","","","","","","","","","","  54.6"," ,W,1104, ","","","","","","","","","","","","","","","","","","","","","","","","","","","    912.8"," ,W","","","","","","","","","","","","","",""
