"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DSND","DSND_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES"
"KSW00043271","1961","37.88333","127.71667","76.2","CHUNCHON CAMP PAGE, KS","       32","","   152"," ,X,0126,+"
"KSW00043271","1962","37.88333","127.71667","76.2","CHUNCHON CAMP PAGE, KS","        9","","    76"," ,X,1205, "
"KSW00043271","1963","37.88333","127.71667","76.2","CHUNCHON CAMP PAGE, KS","       28","","   127"," ,X,0123,+"
"KSW00043271","1966","37.88333","127.71667","76.2","CHUNCHON CAMP PAGE, KS","        5","","   127"," ,X,0306,+"
