"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"RSM00032207","1948","48.067","153.217","58.0","MATUA, RS","       206","I","        69","I","         8","I","","","","","","","","","","","","","  47.7"," ,I,1104, ","","","","","","","","","","","","","","","","","","","","","","","    866.0"," ,I","","","","","",""
"RSM00032207","1949","48.067","153.217","58.0","MATUA, RS","       170","I","        49","I","         6","I","","","","","","","","","","","","","  88.7"," ,I,0805, ","","","","","","","","","","","","","","","","","","","","","","","    783.7"," ,I","","","","","",""
"RSM00032207","1950","48.067","153.217","58.0","MATUA, RS","       186","I","        61","I","         4","I","","","","","","","","","","","","","  37.7"," ,I,0920, ","","","","","","","","","","","","","","","","","","","","","","","    750.1"," ,I","","","","","",""
"RSM00032207","1951","48.067","153.217","58.0","MATUA, RS","       197","I","        80","I","         5","I","","","","","","","","","","","","","  51.6"," ,I,0623, ","","","","","","","","","","","","","","","","","","","","","","","    877.0"," ,I","","","","","",""
"RSM00032207","1952","48.067","153.217","58.0","MATUA, RS","       233","I","        88","I","        11","I","","","","","","","","","","","","","  96.8"," ,I,0902, ","","","","","","","","","","","","","","","","","","","","","","","   1120.4"," ,I","","","","","",""
"RSM00032207","1953","48.067","153.217","58.0","MATUA, RS","       230","I","        97","I","         6","I","","","","","","","","","","","","","  73.6"," ,I,0803, ","","","","","","","","","","","","","","","","","","","","","","","   1058.4"," ,I","","","","","",""
"RSM00032207","1954","48.067","153.217","58.0","MATUA, RS","       204","I","       111","I","         6","I","","","","","","","","","","","","","  36.2"," ,I,1025, ","","","","","","","","","","","","","","","","","","","","","","","   1033.4"," ,I","","","","","",""
"RSM00032207","1955","48.067","153.217","58.0","MATUA, RS","       238","I","       126","I","        15","I","","","","","","","","","","","","","  71.2"," ,I,1012, ","","","","","","","","","","","","","","","","","","","","","","","   1669.8"," ,I","","","","","",""
"RSM00032207","1956","48.067","153.217","58.0","MATUA, RS","       236","I","       101","I","         4","I","","","","","","","","","","","","","  59.8"," ,I,1020, ","","","","","","","","","","","","","","","","","","","","","","","   1143.3"," ,I","","","","","",""
"RSM00032207","1962","48.067","153.217","58.0","MATUA, RS","       233","I","       110","I","        16","I","","","","","","","","","","","","","  64.7"," ,I,0605, ","","","","","","","","","","","","","","","","","","","","","","","   1421.4"," ,I","","","","","",""
