"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00021306","1899","32.88751","-111.71475","426.7","CASA GRANDE, AZ US","","","","","        11","0","         8","0","         0","0","        0","","         0","0","","","","","","","","","","","","","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+","  22.4"," ,0,0112, ","","","","","","","","","","","","","","","","","","","","","","","","","     81.3"," ,0","        0"," ,0","","","","","",""
"USC00021306","1901","32.88751","-111.71475","426.7","CASA GRANDE, AZ US","","","","","        15","0","        14","0","         0","0","        0","","         0","0","","","","","","","","","","","","","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+","  24.9"," ,0,0207, ","","","","","","","","","","","","","","","","","","","","","","","","","    128.0"," ,0","        0"," ,0","","","","","",""
"USC00021306","1902","32.88751","-111.71475","426.7","CASA GRANDE, AZ US","","","","","        12","0","        11","0","         2","0","        0","","         0","0","","","","","","","","","","","","","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+","  25.4"," ,0,1213,+","","","","","","","","","","","","","","","","","","","","","","","","","    162.7"," ,0","        0"," ,0","","","","","",""
"USC00021306","1904","32.88751","-111.71475","426.7","CASA GRANDE, AZ US","","","","","","","","","","","","","","","","","","","","","","","","","         2"," ","         4"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USC00021306","1905","32.88751","-111.71475","426.7","CASA GRANDE, AZ US","   2200.3","","    2200.3","0","        47","0","        38","0","         8","0","        0","","         0","0","         0","0","        20","0","         0","0","       297","0","       165","0","","","         2"," ","   -3.9","0,1230,+","     0"," ,0,1231,+","     0"," ,0,1231,+","  50.8"," ,0,1126, ","   50.0","0,0706, ","0.0","0,1129","-2.2","0,1222","","","","","","","-2.8","0,0213","-2.8","0,0213","","","","","","","","","    496.1"," ,0","        0"," ,0","     22.04","0","     30.82","0","     13.25","0"
"USC00021306","1906","32.88751","-111.71475","426.7","CASA GRANDE, AZ US","","","","","        25","0","        21","0","         2","0","        0","","         0","0","","","","","","","","","","","","","         5"," ","","","     0"," ,0,1231,+","     0"," ,0,1231,+","  38.1"," ,0,0801, ","","","","","","","","","","","","","","","","","","","","","     925.3","3","     925.3","0","    242.0"," ,0","        0"," ,0","","","","","",""
"USC00021306","1907","32.88751","-111.71475","426.7","CASA GRANDE, AZ US","","","","","","","","","","","","","","","","","","","","","","","","","","","         3"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USC00021306","1908","32.88751","-111.71475","426.7","CASA GRANDE, AZ US","","","","","","","","","","","","","","","","","","","","","","","","","","","         8"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","     638.9","9","     638.9","0","","","","","","","","","",""
"USC00021306","1912","32.88751","-111.71475","426.7","CASA GRANDE, AZ US","","","","","","","","","","","","","","","","","","","","","","","","","","","         1"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USC00021306","1913","32.88751","-111.71475","426.7","CASA GRANDE, AZ US","","","","","        24","0","        14","0","         1","0","        0","","         0","0","","","","","","","","","","","","","         2"," ","","","     0"," ,0,1231,+","     0"," ,0,1231,+","  25.4"," ,0,0225, ","","","","","","","","","","","","","","","","","","","","","","","","","    182.0"," ,0","        0"," ,0","","","","","",""
"USC00021306","1914","32.88751","-111.71475","426.7","CASA GRANDE, AZ US","","","","","","","","","","","        0","","         0","0","","","","","","","","","","","","","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+","","","","","","","","","","","","","","","","","","","","","","","","","","","","","        0"," ,0","","","","","",""
"USC00021306","1918","32.88751","-111.71475","426.7","CASA GRANDE, AZ US","","","","","","","","","","","","","","","","","","","","","","","","","","","         7"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USC00021306","1919","32.88751","-111.71475","426.7","CASA GRANDE, AZ US","","","","","        36","0","        30","0","         4","0","        0","","         0","0","","","","","","","","","","","","","         5"," ","","","     0"," ,0,1231,+","     0"," ,0,1231,+","  65.8"," ,0,0908, ","","","","","","","","","","","","","","","","","","","","","    1076.8","8","    1076.8"," ","    397.9"," ,0","        0"," ,0","","","","","",""
"USC00021306","1921","32.88751","-111.71475","426.7","CASA GRANDE, AZ US","","","","","","","","","","","","","","","","","","","","","","","","","         3"," ","         2"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USC00021306","1922","32.88751","-111.71475","426.7","CASA GRANDE, AZ US","","","","","        13","0","        12","0","         0","0","        0","","         1","0","","","","","","","","","","","         3"," ","","","","","     0"," ,0,1231,+","    51"," ,0,0313, ","  20.8"," ,0,1202, ","","","","","","","","","","","","","","","","","","","","","","","","","    129.3"," ,0","       51"," ,0","","","","","",""
"USC00021306","1923","32.88751","-111.71475","426.7","CASA GRANDE, AZ US","","","","","","","","","","","","","","","","","","","","","","","","","","","         1"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USC00021306","1926","32.88751","-111.71475","426.7","CASA GRANDE, AZ US","","","","","        51","0","        31","0","         2","0","        0","","         0","0","","","","","","","","","","","         1"," ","","","","","     0"," ,0,1231,+","     0","T,0,0525,+","  39.4"," ,0,0926, ","","","","","","","","","","","","","","","","","","","","","","","","","    320.4"," ,0","        0","T,0","","","","","",""
"USC00021306","1927","32.88751","-111.71475","426.7","CASA GRANDE, AZ US","","","","","        34","0","        24","0","         0","0","        0","","         0","0","         0","0","        28","0","","","","","","","","","","","   -3.9","0,1216,+","     0"," ,0,1231,+","     0","T,0,0310, ","  18.0"," ,0,0211, ","","","0.0","0,1204","-3.9","0,1215","","","","","","","0.0","0,0311","-2.2","0,0119","","","","","","","","","    181.4"," ,0","        0","T,0","","","","","     11.32","0"
"USC00021306","1929","32.88751","-111.71475","426.7","CASA GRANDE, AZ US","   1896.5","","    1896.5","0","        27","0","        18","0","         0","0","        0","","         0","0","         0","0","        68","0","         0","0","       305","0","       179","0","","","","","   -6.7","0,0125,+","     0"," ,0,1231,+","     0"," ,0,1231,+","  24.6"," ,0,0724, ","   48.3","0,0625, ","0.0","0,1029","-3.3","0,1114","-4.4","0,1221","","","","","0.0","0,0407","-2.2","0,0228","-6.1","0,0209","-6.7","0,0125","","","","","    133.4"," ,0","        0"," ,0","     20.47","0","     30.66","0","     10.28","0"
"USC00021306","1930","32.88751","-111.71475","426.7","CASA GRANDE, AZ US","   1733.4","","    1733.4","0","        32","0","        25","0","         2","0","        0","","         0","0","         0","0","        36","0","         0","0","       288","0","       171","0","","","","","   -7.2","0,1220, ","     0"," ,0,1231,+","     0","T,0,0317, ","  61.0"," ,0,0807, ","   46.1","0,0702, ","-1.7","0,1118","-3.3","0,1119","-5.6","0,1217","-6.7","0,1219","","","-0.6","0,0301","-2.2","0,0224","-6.1","0,0109","","","     923.7","7","     923.7","0","    283.3"," ,0","        0","T,0","     20.48","0","     30.22","0","     10.73","0"
"USC00021306","1931","32.88751","-111.71475","426.7","CASA GRANDE, AZ US","   1917.7","","    1917.7","0","        45","0","        29","0","         1","0","        0","","         0","0","         0","0","        47","0","         0","0","       282","0","       188","0","         2"," ","","","   -7.8","0,1216,+","     0"," ,0,1231,+","     0"," ,0,1231,+","  29.2"," ,0,1121, ","   46.7","0,0725, ","-1.1","0,1119","-3.9","0,1122","-4.4","0,1123","-7.8","0,1215","","","-0.6","0,0326","-2.2","0,0306","-5.0","0,0119","-6.7","0,0118","     912.8","8","     912.8","0","    280.6"," ,0","        0"," ,0","     20.74","0","     30.05","0","     11.43","0"
"USC00021306","1933","32.88751","-111.71475","426.7","CASA GRANDE, AZ US","","","","","","","","","","","","","","","","","","","","","","","","","         1"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USC00021306","1934","32.88751","-111.71475","426.7","CASA GRANDE, AZ US","   2021.3","","    2021.3","0","        23","0","        20","0","         1","0","        0","","         0","0","         0","0","        38","0","         0","0","       314","0","       214","0","","","","","   -6.1","0,1202, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  27.9"," ,0,1212, ","   47.8","0,0711, ","0.0","0,1121","-3.3","0,1127","-6.1","0,1202","","","","","-0.6","0,0210","-2.8","0,0121","-5.0","0,0113","","","     672.6","6","     672.6","0","    160.6"," ,0","        0"," ,0","     21.91","0","     32.46","0","     11.37","0"
"USC00021306","1935","32.88751","-111.71475","426.7","CASA GRANDE, AZ US","","","","","        37","0","        29","0","         0","0","        0","","         0","0","","","","","         0","0","       287","0","       167","0","","","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+","  24.1"," ,0,0205, ","   45.6","0,0726,+","","","","","","","","","","","","","","","","","","","","","","","    218.8"," ,0","        0"," ,0","","","     30.25","0","",""
