"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES"
"USC00382720","1894","33.25","-80.866667","43.6","EDISTO, SC US","","","","","","","         5"," ","","","",""
"USC00382720","1896","33.25","-80.866667","43.6","EDISTO, SC US","        78","6","        66","6","         9","6","         6"," ","  78.7"," ,6,0206, ","   1070.7"," ,6"
"USC00382720","1897","33.25","-80.866667","43.6","EDISTO, SC US","       104","6","        72","6","        14","6","         6"," ","  90.9"," ,6,0313, ","   1195.1"," ,6"
"USC00382720","1898","33.25","-80.866667","43.6","EDISTO, SC US","","","","","","","         4"," ","","","",""
"USC00382720","1899","33.25","-80.866667","43.6","EDISTO, SC US","        80","6","        72","6","         6","6","         1"," ","  55.6"," ,6,1031, ","    981.1"," ,6"
"USC00382720","1900","33.25","-80.866667","43.6","EDISTO, SC US","","","","","","","         4"," ","","","",""
"USC00382720","1901","33.25","-80.866667","43.6","EDISTO, SC US","       105","6","        88","6","        10","6","         7"," ","  69.9"," ,6,0521, ","   1185.3"," ,6"
"USC00382720","1902","33.25","-80.866667","43.6","EDISTO, SC US","","","","","","","         1"," ","","","",""
"USC00382720","1903","33.25","-80.866667","43.6","EDISTO, SC US","","","","","","","         4"," ","","","",""
"USC00382720","1905","33.25","-80.866667","43.6","EDISTO, SC US","        55","6","        55","6","        18","6","","","  66.0"," ,6,0212, ","   1168.0"," ,6"
"USC00382720","1906","33.25","-80.866667","43.6","EDISTO, SC US","        68","6","        65","6","        19","6","","","  74.7"," ,6,0616, ","   1402.5"," ,6"
"USC00382720","1907","33.25","-80.866667","43.6","EDISTO, SC US","        86","6","        86","6","        26","6","","","  99.1"," ,6,0630, ","   1897.8"," ,6"
"USC00382720","1912","33.25","-80.866667","43.6","EDISTO, SC US","","","","","","","         8"," ","","","",""
"USC00382720","1913","33.25","-80.866667","43.6","EDISTO, SC US","","","","","","","        11"," ","","","",""
"USC00382720","1914","33.25","-80.866667","43.6","EDISTO, SC US","","","","","","","         9"," ","","","",""
"USC00382720","1915","33.25","-80.866667","43.6","EDISTO, SC US","        91","6","        72","6","        16","6","         5"," ","  95.0"," ,6,0512, ","   1169.7"," ,6"
"USC00382720","1916","33.25","-80.866667","43.6","EDISTO, SC US","        85","6","        70","6","         9","6","         3"," ","  71.1"," ,6,0803, ","   1008.6"," ,6"
"USC00382720","1917","33.25","-80.866667","43.6","EDISTO, SC US","","","","","","","         7"," ","","","",""
"USC00382720","1918","33.25","-80.866667","43.6","EDISTO, SC US","        92","6","        79","6","         8","6","         9"," ","  63.0"," ,6,0606, ","   1006.2"," ,6"
"USC00382720","1919","33.25","-80.866667","43.6","EDISTO, SC US","        90","6","        75","6","        14","6","        19"," ","  68.6"," ,6,0809, ","   1133.4"," ,6"
"USC00382720","1920","33.25","-80.866667","43.6","EDISTO, SC US","","","","","","","         5"," ","","","",""
