"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USR0000GMID","2006","31.7842","-81.4386","6.1","MIDWAY GEORGIA, GA US","   1289.1","","    1289.1","U","         0","U","        26","U","         0","U","       278","U","        82","U","   -6.7","U,1209, ","   37.8","U,0803, ","-0.6","U,1104","-2.2","U,1205","-5.6","U,1208","-6.7","U,1209","-0.6","U,0327","-2.2","U,0215","","","","","     972.8","8","     972.8","U","     19.30","U","     26.08","U","     12.51","U"
"USR0000GMID","2007","31.7842","-81.4386","6.1","MIDWAY GEORGIA, GA US","   1309.0","","    1309.0","U","         0","U","        26","U","         0","U","       283","U","        68","U","   -5.6","U,0217, ","   37.8","U,0809, ","-0.6","U,1108","-2.2","U,1117","","","","","-1.1","U,0409","-2.8","U,0408","-5.6","U,0217","","","     942.5","5","     942.5","U","     19.41","U","     25.83","U","     12.99","U"
"USR0000GMID","2008","31.7842","-81.4386","6.1","MIDWAY GEORGIA, GA US","   1251.3","","    1251.3","U","         0","U","        37","U","         0","U","       270","U","        65","U","   -6.7","U,0104, ","   37.2","U,0807,+","0.0","U,1029","-2.2","U,1118","-4.4","U,1119","","","0.0","U,0326","-3.3","U,0228","-6.7","U,0104","-6.7","U,0104","     897.3","3","     897.3","U","     18.93","U","     25.24","U","     12.61","U"
"USR0000GMID","2009","31.7842","-81.4386","6.1","MIDWAY GEORGIA, GA US","   1288.6","","    1288.6","U","         0","U","        29","U","         0","U","       270","U","        67","U","   -7.2","U,0206,+","   36.7","U,0627, ","-1.7","U,1221","","","","","","","-1.1","U,0305","-3.9","U,0304","-5.0","U,0221","-7.2","U,0206","    1083.0","0","    1083.0","U","     18.98","U","     24.90","U","     13.07","U"
"USR0000GMID","2010","31.7842","-81.4386","6.1","MIDWAY GEORGIA, GA US","   1432.8","","    1432.8","U","         0","U","        63","U","         0","U","       261","U","       101","U","   -7.8","U,0111,+","   38.3","U,0730,+","-0.6","U,1107","-3.3","U,1202","-5.0","U,1207","-7.2","U,1208","-1.7","U,0307","-3.3","U,0306","-4.4","U,0113","-7.8","U,0111","    1174.0","0","    1174.0","U","     18.61","U","     25.32","U","     11.89","U"
"USR0000GMID","2011","31.7842","-81.4386","6.1","MIDWAY GEORGIA, GA US","   1404.5","","    1404.5","U","         0","U","        30","U","         0","U","       279","U","       117","U","   -8.3","U,0114, ","   38.3","U,0811,+","-0.6","U,1111","-2.8","U,1112","","","","","-1.7","U,0312","-2.8","U,0213","-4.4","U,0124","-6.7","U,0115","    1149.1","1","    1149.1","U","     19.53","U","     26.56","U","     12.49","U"
"USR0000GMID","2012","31.7842","-81.4386","6.1","MIDWAY GEORGIA, GA US","   1365.2","","    1365.2","U","         0","U","        21","U","         0","U","       293","U","        70","U","   -7.2","U,0213,+","   37.8","U,0725, ","-0.6","U,1123","-2.2","U,1125","","","","","-1.1","U,0214","-7.2","U,0213","-7.2","U,0213","-7.2","U,0213","     734.8","8","     734.8","U","     19.94","U","     26.29","U","     13.59","U"
"USR0000GMID","2013","31.7842","-81.4386","6.1","MIDWAY GEORGIA, GA US","   1242.4","","    1242.4","U","         0","U","        24","U","         0","U","       276","U","        51","U","   -4.4","U,0218, ","   36.1","U,0812, ","-1.1","U,1113","-2.8","U,1128","","","","","-1.1","U,0327","-2.2","U,0304","-4.4","U,0218","","","     927.7","7","     927.7","U","     19.18","U","     25.23","U","     13.13","U"
"USR0000GMID","2014","31.7842","-81.4386","6.1","MIDWAY GEORGIA, GA US","   1330.4","","    1330.4","U","         0","U","        33","U","         1","U","       265","U","        87","U","   -7.2","U,0107, ","   37.8","U,0823,+","-1.1","U,1103","-3.3","U,1118","-5.6","U,1119","","","-0.6","U,0326","-2.8","U,0228","-4.4","U,0125","-7.2","U,0107","    1009.6","6","    1009.6","U","     19.00","U","     25.37","U","     12.63","U"
"USR0000GMID","2015","31.7842","-81.4386","6.1","MIDWAY GEORGIA, GA US","   1531.1","","    1531.1","U","         0","U","        24","U","         0","U","       287","U","        82","U","   -7.2","U,0220, ","   37.8","U,0617,+","-0.6","U,1124","","","","","","","0.0","U,0329","-2.2","U,0221","-7.2","U,0220","-7.2","U,0220","     998.2","2","     998.2","U","     20.38","U","     26.32","U","     14.43","U"
"USR0000GMID","2016","31.7842","-81.4386","6.1","MIDWAY GEORGIA, GA US","   1519.3","","    1519.3","U","         0","U","        24","U","         0","U","       289","U","       106","U","   -4.4","U,0119, ","   37.8","U,0729,+","0.0","U,1120","-2.2","U,1210","","","","","-0.6","U,0228","-2.2","U,0211","-4.4","U,0119","","","     707.1","1","     707.1","U","     20.24","U","     26.82","U","     13.67","U"
"USR0000GMID","2017","31.7842","-81.4386","6.1","MIDWAY GEORGIA, GA US","   1508.3","","    1508.3","U","         0","U","        13","U","         0","U","       307","U","        83","U","   -3.3","U,0108, ","   36.7","U,0705, ","0.0","U,1120","-2.2","U,1230","","","","","-2.2","U,0317","-2.2","U,0317","","","","","     575.2","2","     575.2","U","     20.61","U","     26.86","U","     14.35","U"
"USR0000GMID","2018","31.7842","-81.4386","6.1","MIDWAY GEORGIA, GA US","   1555.3","","    1555.3","U","         0","U","        29","U","         1","U","       276","U","       101","U","   -7.2","U,0105, ","   37.2","U,0621, ","-1.7","U,1128","","","","","","","-2.2","U,0315","-2.2","U,0315","-4.4","U,0119","-7.2","U,0105","     915.5","5","     915.5","U","     20.07","U","     26.16","U","     13.98","U"
"USR0000GMID","2019","31.7842","-81.4386","6.1","MIDWAY GEORGIA, GA US","   1609.9","","    1609.9","U","         0","U","        15","U","         0","U","       285","U","       100","U","   -2.8","U,0131, ","   38.9","U,0527, ","-0.6","U,1113","","","","","","","-1.1","U,0307","-2.8","U,0131","","","","","     772.6","6","     772.6","U","     20.66","U","     26.83","U","     14.49","U"
"USR0000GMID","2020","31.7842","-81.4386","6.1","MIDWAY GEORGIA, GA US","   1568.8","","    1568.8","U","         0","U","        18","U","         0","U","       301","U","        82","U","   -5.0","U,1226, ","   37.8","U,0905, ","0.0","U,1201","-2.8","U,1202","-5.0","U,1226","","","-1.1","U,0301","-2.8","U,0222","","","","","     709.7","7","     709.7","U","     20.68","U","     26.52","U","     14.83","U"
"USR0000GMID","2021","31.7842","-81.4386","6.1","MIDWAY GEORGIA, GA US","   1374.3","","    1374.3","U","         0","U","        14","U","         0","U","       285","U","        68","U","   -2.8","U,0204,+","   36.7","U,0615, ","-1.7","U,1124","","","","","","","0.0","U,0403","-2.8","U,0204","","","","","     843.7","7","     843.7","U","     19.87","U","     25.94","U","     13.80","U"
"USR0000GMID","2022","31.7842","-81.4386","6.1","MIDWAY GEORGIA, GA US","   1460.4","","    1460.4","U","         0","U","        19","U","         0","U","       281","U","        87","U","   -6.7","U,1226,+","   39.4","U,0623, ","-1.1","U,1118","-2.8","U,1219","-6.7","U,1224","-6.7","U,1224","0.0","U,0314","-2.8","U,0313","-6.1","U,0130","","","     737.6","6","     737.6","U","     20.05","U","     26.39","U","     13.71","U"
"USR0000GMID","2023","31.7842","-81.4386","6.1","MIDWAY GEORGIA, GA US","   1433.8","","    1433.8","U","         0","U","        11","U","         0","U","       291","U","        81","U","   -2.8","U,1129,+","   37.8","U,0721, ","-2.8","U,1129","-2.8","U,1129","","","","","-1.7","U,0128","-2.2","U,0116","","","","","     668.9","9","     668.9","U","     20.48","U","     26.60","U","     14.36","U"
"USR0000GMID","2024","31.7842","-81.4386","6.1","MIDWAY GEORGIA, GA US","   1524.4","","    1524.4","U","         0","U","        17","U","         0","U","       288","U","        84","U","   -4.4","U,1207,+","   36.7","U,0813,+","-1.1","U,1130","-2.2","U,1201","-4.4","U,1207","","","-2.8","U,0122","-2.8","U,0122","-4.4","U,0121","","","     768.7","7","     768.7","U","     20.40","U","     26.33","U","     14.48","U"
