"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES"
"USC00270040","1991","43.6","-71.76667","292.6","ALEXANDRIA 3, NH US","","","","","","","","","        50"," ","        12"," ","","","","","",""
"USC00270040","1992","43.6","-71.76667","292.6","ALEXANDRIA 3, NH US","       118","0","        80","0","         6","0","      105","","        71"," ","        14"," ","   152"," ,0,0418,+","  37.6"," ,0,0904, ","    965.5"," ,0"
"USC00270040","1993","43.6","-71.76667","292.6","ALEXANDRIA 3, NH US","","","","","","","","","        79"," ","        24"," ","","","","","",""
