"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES"
"USC00140802","2000","37.5778","-101.6161","978.7","BIG BOW 3 WNW, KS US","","","","","","","","","","","         1"," ","","","","","","","","","",""
"USC00140802","2001","37.5778","-101.6161","978.7","BIG BOW 3 WNW, KS US","        40","0","        36","0","         6","0","","","         6","0","","","","","   305"," ,0,0127, ","  38.1"," ,0,0809, ","    492.9"," ,0","      839"," ,0"
"USC00140802","2002","37.5778","-101.6161","978.7","BIG BOW 3 WNW, KS US","        33","0","        24","0","         3","0","","","         3","0","","","","","   152"," ,0,1223, ","  66.3"," ,0,0910, ","    331.6"," ,0","      366"," ,0"
"USC00140802","2003","37.5778","-101.6161","978.7","BIG BOW 3 WNW, KS US","        41","0","        35","0","         1","0","","","         5","0","","","","","    89"," ,0,0223, ","  57.2"," ,0,0729, ","    428.5"," ,0","      280"," ,0"
"USC00140802","2005","37.5778","-101.6161","978.7","BIG BOW 3 WNW, KS US","","","","","","","","","         4","0","","","","","   140"," ,0,0130, ","","","","","      228"," ,0"
"USC00140802","2006","37.5778","-101.6161","978.7","BIG BOW 3 WNW, KS US","","","","","","","        6","","         5","0","","","   152"," ,0,1231, ","   127"," ,0,0320, ","","","","","      404"," ,0"
"USC00140802","2007","37.5778","-101.6161","978.7","BIG BOW 3 WNW, KS US","        30","0","        25","0","         3","0","","","         5","0","","","","","   254"," ,0,0414, ","  53.3"," ,0,0802, ","    367.8"," ,0","      698"," ,0"
"USC00140802","2008","37.5778","-101.6161","978.7","BIG BOW 3 WNW, KS US","        34","0","        29","0","         6","0","        6","","         5","0","","","   102"," ,0,0207, ","    51"," ,0,0117, ","  63.5"," ,0,1014, ","    517.2"," ,0","      198"," ,0"
"USC00140802","2009","37.5778","-101.6161","978.7","BIG BOW 3 WNW, KS US","        41","0","        34","0","         9","0","        2","","         2","0","","","   457"," ,0,0328, ","   457"," ,0,0328, ","  44.5"," ,0,0723, ","    581.8"," ,0","      508"," ,0"
"USC00140802","2010","37.5778","-101.6161","978.7","BIG BOW 3 WNW, KS US","        37","0","        31","0","         4","0","","","         2","0","","","","","   178"," ,0,0129, ","  37.1"," ,0,0627, ","    403.1"," ,0","      203"," ,0"
"USC00140802","2013","37.5778","-101.6161","978.7","BIG BOW 3 WNW, KS US","        34","7","        28","7","         0","7","","","","","","","","","","","  23.4"," ,7,0808,+","    360.7"," ,7","",""
"USC00140802","2014","37.5778","-101.6161","978.7","BIG BOW 3 WNW, KS US","        36","7","        29","7","         3","7","","","","","","","","","","","  32.0"," ,7,0730, ","    350.7"," ,7","",""
"USC00140802","2015","37.5778","-101.6161","978.7","BIG BOW 3 WNW, KS US","","","","","","","","","","","","","","","","","","","    635.1"," ,7","",""
"USC00140802","2016","37.5778","-101.6161","978.7","BIG BOW 3 WNW, KS US","        33","7","        23","7","         5","7","","","","","","","","","","","  64.5"," ,7,0416, ","    501.4"," ,7","",""
"USC00140802","2019","37.5778","-101.6161","978.7","BIG BOW 3 WNW, KS US","        49","7","        31","7","         4","7","       28","","         8","7","","","   254"," ,7,0102,+","   102"," ,7,0223, ","  33.0"," ,7,0507, ","    366.1"," ,7","      523"," ,7"
"USC00140802","2020","37.5778","-101.6161","978.7","BIG BOW 3 WNW, KS US","        36","7","        26","7","         2","7","       18","","         7","7","","","   152"," ,7,1213, ","   152"," ,7,1213, ","  34.5"," ,7,0704, ","    248.2"," ,7","      520"," ,7"
"USC00140802","2021","37.5778","-101.6161","978.7","BIG BOW 3 WNW, KS US","        44","7","        28","7","         2","7","       10","","         3","7","","","    51"," ,7,0127, ","    30"," ,7,0214,+","  45.5"," ,7,0531, ","    363.1"," ,7","      141"," ,7"
"USC00140802","2022","37.5778","-101.6161","978.7","BIG BOW 3 WNW, KS US","        24","7","        18","7","         1","7","       10","","         3","7","","","   152"," ,7,0203, ","   152"," ,7,0203, ","  49.5"," ,7,0607, ","    238.9"," ,7","      284"," ,7"
"USC00140802","2023","37.5778","-101.6161","978.7","BIG BOW 3 WNW, KS US","        37","7","        27","7","         5","7","        5","","         3","7","","","    51"," ,7,1126,+","    51"," ,7,1126, ","  44.5"," ,7,0721, ","    481.1"," ,7","      114"," ,7"
"USC00140802","2024","37.5778","-101.6161","978.7","BIG BOW 3 WNW, KS US","        31","7","        28","7","         3","7","       13","","         3","7","","","   152"," ,7,0109, ","   152"," ,7,0109, ","  30.0"," ,7,0918, ","    449.8"," ,7","      330"," ,7"
