"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES"
"USC00122733","1911","37.96667","-87.58333","100.6","EVANSVILLE FORT COUR, IN US","       120","6","        68","6","        10","6","","","","","","","","","","","","","","","","","","","  65.0"," ,6,0414, ","","","    926.3"," ,6","","","",""
"USC00122733","1912","37.96667","-87.58333","100.6","EVANSVILLE FORT COUR, IN US","       123","6","        82","6","         8","6","","","","","","","","","","","","","","","","","","","  55.6"," ,6,0704, ","","","   1079.9"," ,6","","","",""
"USC00122733","1913","37.96667","-87.58333","100.6","EVANSVILLE FORT COUR, IN US","       111","6","        75","6","        14","6","","","         5","6","","","","","","","","","","","","","   109"," ,6,0301, ","  68.8"," ,6,0326, ","","","   1093.9"," ,6","      368"," ,6","",""
"USC00122733","1914","37.96667","-87.58333","100.6","EVANSVILLE FORT COUR, IN US","       102","6","        67","6","         8","6","","","        11","6","","","","","","","","","","","","","   107"," ,6,0213, ","  74.9"," ,6,0908, ","","","    877.5"," ,6","      721"," ,6","",""
"USC00122733","1915","37.96667","-87.58333","100.6","EVANSVILLE FORT COUR, IN US","       127","6","        77","6","        13","6","","","         6","6","","","","","","","","","","","","","   206"," ,6,0119, ","  70.6"," ,6,1217, ","","","   1179.5"," ,6","      631"," ,6","",""
"USC00122733","1916","37.96667","-87.58333","100.6","EVANSVILLE FORT COUR, IN US","       115","6","        70","6","        11","6","","","        10","6","","","","","","","","","","","","","   132"," ,6,1215, ","  91.7"," ,6,0721, ","","","   1102.7"," ,6","      656"," ,6","",""
"USC00122733","1917","37.96667","-87.58333","100.6","EVANSVILLE FORT COUR, IN US","       112","6","        68","6","        10","6","","","        16","6","","","","","","","","","","","","","   305"," ,6,1208, ","  66.0"," ,6,0907, ","","","    936.1"," ,6","     1221"," ,6","",""
"USC00122733","1918","37.96667","-87.58333","100.6","EVANSVILLE FORT COUR, IN US","       119","6","        61","6","         8","6","","","         9","6","","","","","","","","","","","","","   508"," ,6,0115, ","  72.6"," ,6,0512, ","","","    918.6"," ,6","     1122"," ,6","",""
"USC00122733","1919","37.96667","-87.58333","100.6","EVANSVILLE FORT COUR, IN US","       125","6","        78","6","        10","6","","","         0","6","","","","","","","","","","","","","    13"," ,6,1228, ","  75.2"," ,6,0922, ","","","   1132.2"," ,6","       60"," ,6","",""
"USC00122733","1920","37.96667","-87.58333","100.6","EVANSVILLE FORT COUR, IN US","       117","6","        77","6","        13","6","","","         2","6","","","","","","","","","","","","","    51"," ,6,1226, ","  56.6"," ,6,0312, ","","","   1058.8"," ,6","      166"," ,6","",""
"USC00122733","1921","37.96667","-87.58333","100.6","EVANSVILLE FORT COUR, IN US","       124","6","        81","6","        11","6","","","         3","6","","","","","","","","","","","","","   152"," ,6,0219, ","  80.0"," ,6,1119, ","","","   1180.8"," ,6","      296"," ,6","",""
"USC00122733","1922","37.96667","-87.58333","100.6","EVANSVILLE FORT COUR, IN US","       118","6","        84","6","        10","6","","","         1","6","","","","","","","","","","","","","    69"," ,6,1127, ","  73.4"," ,6,0703, ","","","   1083.9"," ,6","      111"," ,6","",""
"USC00122733","1923","37.96667","-87.58333","100.6","EVANSVILLE FORT COUR, IN US","       116","6","        71","6","        13","6","","","         1","6","","","","","","","","","","","","","    25"," ,6,1214, ","  88.1"," ,6,1018, ","","","   1174.3"," ,6","       38"," ,6","",""
"USC00122733","1924","37.96667","-87.58333","100.6","EVANSVILLE FORT COUR, IN US","       109","6","        61","6","         4","6","","","         4","6","","","","","","","","","","","","","    64"," ,6,0310, "," 111.8"," ,6,0920, ","","","    815.0"," ,6","      243"," ,6","",""
"USC00122733","1925","37.96667","-87.58333","100.6","EVANSVILLE FORT COUR, IN US","       104","6","        68","6","        10","6","","","         3","6","","","","","","","","","","","","","   117"," ,6,0127, ","  40.4"," ,6,0913, ","","","    921.7"," ,6","      298"," ,6","",""
"USC00122733","1926","37.96667","-87.58333","100.6","EVANSVILLE FORT COUR, IN US","       115","6","        75","6","         6","6","","","         3","6","","","","","","","","","","","","","   147"," ,6,0122, ","  35.1"," ,6,0815, ","","","    862.1"," ,6","      462"," ,6","",""
"USC00122733","1927","37.96667","-87.58333","100.6","EVANSVILLE FORT COUR, IN US","       112","6","        79","6","        17","6","","","         3","6","","","","","","","         2"," ","","","","","    76"," ,6,0220, ","  68.8"," ,6,0930, ","","","   1317.3"," ,6","      211"," ,6","",""
"USC00122733","1928","37.96667","-87.58333","100.6","EVANSVILLE FORT COUR, IN US","       120","6","        67","6","        12","6","","","","","","","","","","","         1"," ","","","","","","","  82.3"," ,6,0421, ","","","   1039.9"," ,6","","","",""
"USC00122733","1929","37.96667","-87.58333","100.6","EVANSVILLE FORT COUR, IN US","       136","6","        90","6","         8","6","","","","","","","","","","","         6"," ","","","","","","","  60.5"," ,6,0909, ","","","   1124.7"," ,6","","","",""
"USC00122733","1930","37.96667","-87.58333","100.6","EVANSVILLE FORT COUR, IN US","       109","6","        56","6","         5","6","","","","","","","","","","","         3"," ","","","","","","","  32.3"," ,6,0113, ","","","    652.3"," ,6","","","",""
"USC00122733","1931","37.96667","-87.58333","100.6","EVANSVILLE FORT COUR, IN US","       111","6","        70","6","        10","6","","","","","","","","","","","         7"," ","","","","","","","  75.7"," ,6,0902, ","","","    970.1"," ,6","","","",""
"USC00122733","1932","37.96667","-87.58333","100.6","EVANSVILLE FORT COUR, IN US","       112","6","        74","6","        13","6","","","","","","","","","","","         2"," ","","","","","","","  86.9"," ,6,1231, ","","","   1202.6"," ,6","","","",""
"USC00122733","1933","37.96667","-87.58333","100.6","EVANSVILLE FORT COUR, IN US","       113","6","        78","6","        10","6","","","","","","","","","","","         1"," ","","","","","","","  76.2"," ,6,0514, ","","","   1027.4"," ,6","","","",""
"USC00122733","1934","37.96667","-87.58333","100.6","EVANSVILLE FORT COUR, IN US","       107","6","        59","6","        10","6","","","         5","6","","","","","","","         2"," ","","","","","   163"," ,6,0225, ","  86.1"," ,6,0622, ","","","    892.5"," ,6","      316"," ,6","",""
"USC00122733","1935","37.96667","-87.58333","100.6","EVANSVILLE FORT COUR, IN US","       136","6","        86","6","         9","6","","","","","","","","","","","","","","","","","","","  88.9"," ,6,0503, ","","","   1153.7"," ,6","","","",""
"USC00122733","1936","37.96667","-87.58333","100.6","EVANSVILLE FORT COUR, IN US","       100","6","        53","6","         5","6","","","","","","","","","","","         3"," ","","","","","","","  68.1"," ,6,0327, ","","","    710.3"," ,6","","","",""
"USC00122733","1937","37.96667","-87.58333","100.6","EVANSVILLE FORT COUR, IN US","       132","6","        72","6","        18","6","","","","","","","","","","","         2"," ","","","","","","","  71.1"," ,6,1018, ","","","   1242.3"," ,6","","","",""
"USC00122733","1938","37.96667","-87.58333","100.6","EVANSVILLE FORT COUR, IN US","       118","6","        65","6","         9","6","","","","","","","","","","","         2"," ","","","","","","","  47.2"," ,6,0712, ","","","    870.0"," ,6","","","",""
"USC00122733","1939","37.96667","-87.58333","100.6","EVANSVILLE FORT COUR, IN US","       120","6","        75","6","        12","6","","","","","","","","","","","         8"," ","","","","","","","  74.4"," ,6,0305, ","","","   1111.3"," ,6","","","",""
"USC00122733","1940","37.96667","-87.58333","100.6","EVANSVILLE FORT COUR, IN US","","","","","","","","","","","","","","","","","         4"," ","","","","","","","","","","","","","","","",""
"USC00122733","1941","37.96667","-87.58333","100.6","EVANSVILLE FORT COUR, IN US","       111","6","        58","6","         8","6","","","","","","","","","","","        11"," ","","","","","","","  45.7"," ,6,1031, ","","","    871.0"," ,6","","","",""
"USC00122733","1942","37.96667","-87.58333","100.6","EVANSVILLE FORT COUR, IN US","       130","6","        79","6","         6","6","","","","","","","","","","","        18"," ","","","","","","","  75.9"," ,6,0409, ","","","    998.5"," ,6","","","",""
"USC00122733","1943","37.96667","-87.58333","100.6","EVANSVILLE FORT COUR, IN US","       111","6","        66","6","        12","6","","","","","","","","","","","        16"," ","","","","","","","  80.0"," ,6,0627, ","","","   1067.8"," ,6","","","",""
"USC00122733","1944","37.96667","-87.58333","100.6","EVANSVILLE FORT COUR, IN US","       118","6","        66","6","         4","6","","","","","","","","","","","        15"," ","","","","","","","  68.6"," ,6,0411, ","","","    764.3"," ,6","","","",""
"USC00122733","1945","37.96667","-87.58333","100.6","EVANSVILLE FORT COUR, IN US","       135","6","        93","6","        20","6","","","","","","","","","","","         4"," ","","","","","","","  68.1"," ,6,0925, ","","","   1592.6"," ,6","","","",""
"USC00122733","1946","37.96667","-87.58333","100.6","EVANSVILLE FORT COUR, IN US","       115","6","        73","6","        10","6","        5","","         3","6","","","","","","","         7"," ","         2"," ","    76"," ,6,0211, ","    74"," ,6,0211, ","  57.9"," ,6,0816, ","","","   1069.2"," ,6","      158"," ,6","",""
"USC00122733","1947","37.96667","-87.58333","100.6","EVANSVILLE FORT COUR, IN US","       115","6","        74","6","         8","6","","","","","","","","","","","         9"," ","         1"," ","","","","","  41.9"," ,6,0728, ","","","    946.5"," ,6","","","",""
"USC00122733","1948","37.96667","-87.58333","100.6","EVANSVILLE FORT COUR, IN US","","","","","","","","","","","","","","","","","         8"," ","","","","","","","","","","","","","","","",""
"USC00122733","1949","37.96667","-87.58333","100.6","EVANSVILLE FORT COUR, IN US","       116","6","        84","6","        19","6","","","","","","","","","","","         5"," ","","","","","","","  51.6"," ,6,0105, ","","","   1359.0"," ,6","","","",""
