"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HN01","HN01_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","HX01","HX01_ATTRIBUTES","LN01","LN01_ATTRIBUTES","LX01","LX01_ATTRIBUTES","MN01","MN01_ATTRIBUTES","MX01","MX01_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00103932","1983","42.8114","-114.9239","883.0","HAGERMAN 2 SW, ID US","","","","","       107","0","        47","0","         0","0","","","","","         3","0","       130","0","        13","0","       159","0","        50","0","","","","","  -21.7","0,1223,+","","","","","  23.9"," ,0,0810, ","   38.3","0,0808,+","-1.1","0,0920","-3.3","0,0921","-4.4","0,1122","-7.2","0,1130","-15.0","0,1205","-1.1","0,0513","-3.3","0,0426","-4.4","0,0415","-7.8","0,0407","-10.0","0,0206","    2983.0","0","      21.1","0,0,2","    2983.0","0","      27.2","0,0,2","      -1.1","0,0,2","      -0.6","0,0,2","      10.3","0,0,2","      12.3","0,0,2","    397.2"," ,0","","","     10.84","0","     18.60","0","      3.07","0"
"USC00103932","1985","42.8114","-114.9239","883.0","HAGERMAN 2 SW, ID US","","","","","","","","","","","","","","","","","","","","","","","","","","","         1"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USC00103932","1986","42.8114","-114.9239","883.0","HAGERMAN 2 SW, ID US","    410.3","","     410.3","0","        69","0","        30","0","         0","0","","","","","         0","0","       131","0","         5","0","       174","0","        61","0","","","","","  -13.3","0,0107, ","","","","","  23.6"," ,0,0213, ","   37.8","0,0812,+","-0.6","0,0921","-5.0","0,1012","-5.0","0,1012","-8.3","0,1110","-11.7","0,1202","-0.6","0,0523","-3.3","0,0430","-4.4","0,0212","-6.7","0,0211","-10.0","0,0210","    3389.2","2","","","    3389.2","0","","","","","","","","","","","    233.0"," ,0","","","     11.31","0","     19.79","0","      2.83","0"
"USC00103932","1988","42.8114","-114.9239","883.0","HAGERMAN 2 SW, ID US","    395.3","","     395.3","0","        71","0","        36","0","         0","0","","","","","         2","0","       142","0","        14","0","       191","0","        71","0","","","","","  -18.9","0,1227, ","","","","","  22.4"," ,0,0507, ","   40.0","0,0620, ","-1.1","0,0919","-2.2","0,1028","-4.4","0,1115","-7.8","0,1127","-8.9","0,1130","-0.6","0,0503","-3.3","0,0411","-5.0","0,0409","-6.7","0,0312","-8.9","0,0205","    2801.5","5","","","    2801.5","0","","","","","","","","","","","    279.1"," ,0","","","     11.36","0","     20.41","0","      2.31","0"
"USC00103932","1989","42.8114","-114.9239","883.0","HAGERMAN 2 SW, ID US","    342.1","","     342.1","0","        61","0","        28","0","         0","0","","","","","         5","0","       145","0","        16","0","       184","0","        68","0","","","","","  -22.8","0,0206, ","","","","","  15.7"," ,0,1024, ","   38.9","0,0720,+","-1.7","0,1005","-5.6","0,1016","-5.6","0,1016","-7.8","0,1101","-10.0","0,1201","0.0","0,0429","-2.2","0,0426","-7.8","0,0305","-7.8","0,0305","-8.9","0,0304","    3100.8","8","","","    3100.8","0","","","","","","","","","","","    207.5"," ,0","","","     10.51","0","     19.44","0","      1.59","0"
"USC00103932","1990","42.8114","-114.9239","883.0","HAGERMAN 2 SW, ID US","    417.5","","     417.5","0","        61","0","        23","0","         0","0","","","","","         9","0","       158","0","        10","0","       191","0","        75","0","","","","","  -31.7","0,1222, ","","","","","  21.6"," ,0,0531, ","   40.0","0,0809,+","-5.0","0,1007","-5.0","0,1007","-5.0","0,1007","-6.7","0,1021","-10.0","0,1103","-1.1","0,0509","-2.8","0,0331","-4.4","0,0324","-9.4","0,0221","-9.4","0,0221","    2896.1","1","      23.9","0,0,2","    2896.1","0","      30.6","0,0,2","      -1.7","0,0,2","      -1.7","0,0,2","      11.0","0,0,2","      14.3","0,0,2","    182.3"," ,0","","","     11.19","0","     20.80","0","      1.57","0"
"USC00103932","1992","42.8114","-114.9239","883.0","HAGERMAN 2 SW, ID US","    435.7","","     435.7","0","        48","0","        25","0","         0","0","","","","","         3","0","       155","0","        12","0","       206","0","        83","0","","","","","  -21.7","0,1205, ","","","","","  18.8"," ,0,1209,+","   41.7","0,0815, ","0.0","0,0825","-2.2","0,1007","-4.4","0,1104","-8.3","0,1111","-12.8","0,1126","-2.2","0,0424","-2.2","0,0424","-4.4","0,0408","-7.8","0,0206","-9.4","0,0123","    2533.3","3","","","    2533.3","0","","","","","","","","","","","    172.0"," ,0","","","     12.21","0","     22.06","0","      2.35","0"
"USC00103932","1993","42.8114","-114.9239","883.0","HAGERMAN 2 SW, ID US","    217.1","","     217.1","0","        83","0","        33","0","         0","0","","","","","         1","0","       155","0","        19","0","       166","0","        68","0","","","","","  -18.3","0,1125, ","","","","","  23.1"," ,0,0723, ","   37.2","0,0911,+","0.0","0,0913","-2.8","0,0922","-4.4","0,1026","-8.9","0,1106","-8.9","0,1106","-1.1","0,0509","-3.9","0,0420","-5.0","0,0312","-6.7","0,0304","-12.2","0,0302","    3356.1","1","","","    3356.1","0","","","","","","","","","","","    271.9"," ,0","","","      9.69","0","     18.69","0","      0.70","0"
"USC00103932","1994","42.8114","-114.9239","883.0","HAGERMAN 2 SW, ID US","    530.9","","     530.9","0","        58","0","        22","0","         0","0","","","","","         0","0","       136","0","         9","0","       176","0","        95","0","","","         1"," ","  -16.1","0,1122, ","","","","","  21.1"," ,0,0425, ","   42.2","0,0621, ","0.0","0,1008","-3.3","0,1023","-6.7","0,1030","-6.7","0,1030","-11.1","0,1119","-0.6","0,0416","-4.4","0,0408","-4.4","0,0408","-11.1","0,0215","-11.1","0,0215","    2773.3","3","","","    2773.3","0","","","","","","","","","","","    183.3"," ,0","","","     11.72","0","     20.83","0","      2.61","0"
"USC00103932","1995","42.8114","-114.9239","883.0","HAGERMAN 2 SW, ID US","","","","","","","","","","","","","","","","","","","","","","","","","","","         1"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    2850.7","7","","","    2850.7","0","","","","","","","","","","","","","","","","","","","",""
