"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES"
"CA00110EA90","1980","49.25","-122.2333","137.0","MISSION HARTLEY RD, BC CA","","","","","","","","","         6","C","","","   320"," ,C,1204, ","","","    3147.2","2","    3147.2","C","","","     1029"," ,C"
"CA00110EA90","1981","49.25","-122.2333","137.0","MISSION HARTLEY RD, BC CA","       207","C","       164","C","        34","C","        6","","         4","C","   160"," ,C,1228, ","   130"," ,C,1231, ","  80.2"," ,C,1111, ","","","","","   2829.0"," ,C","      420"," ,C"
"CA00110EA90","1983","49.25","-122.2333","137.0","MISSION HARTLEY RD, BC CA","","","","","","","","","         1","C","","","    30"," ,C,1207, ","","","","","","","","","       45"," ,C"
