"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES"
"KSM00047159","1975","35.1","129.033","70.0","BUSAN, KS","         0","S","       137","S","         2","S","   34.0","S,0818, ","     18.34","S"
"KSM00047159","1976","35.1","129.033","70.0","BUSAN, KS","         6","S","       127","S","         0","S","   32.0","S,0821, ","     17.88","S"
"KSM00047159","1977","35.1","129.033","70.0","BUSAN, KS","        10","S","       155","S","         3","S","   34.0","S,0731, ","     18.38","S"
"KSM00047159","1978","35.1","129.033","70.0","BUSAN, KS","         1","S","       161","S","         6","S","   33.0","S,0829,+","     19.37","S"
"KSM00047159","1979","35.1","129.033","70.0","BUSAN, KS","         2","S","       166","S","         4","S","   34.0","S,0529, ","     19.02","S"
"KSM00047159","1980","35.1","129.033","70.0","BUSAN, KS","         8","S","       140","S","         0","S","   31.0","S,0724,+","     17.47","S"
"KSM00047159","1981","35.1","129.033","70.0","BUSAN, KS","         3","S","       145","S","         2","S","   33.0","S,0730,+","     18.09","S"
"KSM00047159","1982","35.1","129.033","70.0","BUSAN, KS","         1","S","       163","S","         0","S","   31.8","S,0808, ","     18.87","S"
"KSM00047159","1983","35.1","129.033","70.0","BUSAN, KS","         1","S","       162","S","         9","S","   36.7","S,0804, ","     18.60","S"
"KSM00047159","1986","35.1","129.033","70.0","BUSAN, KS","         3","S","       149","S","         3","S","   32.9","S,0801, ","     18.43","S"
"KSM00047159","1987","35.1","129.033","70.0","BUSAN, KS","         0","S","       163","S","         0","S","   31.1","S,0806, ","     18.85","S"
"KSM00047159","1989","35.1","129.033","70.0","BUSAN, KS","         0","S","       170","S","         2","S","   33.0","S,0809, ","     19.37","S"
"KSM00047159","1990","35.1","129.033","70.0","BUSAN, KS","         3","S","       158","S","        16","S","   34.3","S,0830, ","     19.64","S"
"KSM00047159","1991","35.1","129.033","70.0","BUSAN, KS","         0","S","       156","S","         1","S","   33.3","S,0820, ","     18.74","S"
"KSM00047159","1992","35.1","129.033","70.0","BUSAN, KS","         0","S","       156","S","         1","S","   32.6","S,0904, ","     18.78","S"
"KSM00047159","1993","35.1","129.033","70.0","BUSAN, KS","         0","S","       158","S","         0","S","   30.7","S,0825, ","     18.23","S"
"KSM00047159","1994","35.1","129.033","70.0","BUSAN, KS","         0","S","       174","S","        24","S","   35.8","S,0724, ","     20.05","S"
"KSM00047159","1995","35.1","129.033","70.0","BUSAN, KS","         0","S","       170","S","         8","S","   32.8","S,0818, ","     19.08","S"
"KSM00047159","1997","35.1","129.033","70.0","BUSAN, KS","         0","S","       178","S","        11","S","   34.1","S,0901, ","     19.78","S"
"KSM00047159","1998","35.1","129.033","70.0","BUSAN, KS","         1","S","       175","S","         1","S","   32.3","S,0807, ","     19.81","S"
"KSM00047159","1999","35.1","129.033","70.0","BUSAN, KS","         0","S","       166","S","         1","S","   32.2","S,0810, ","     19.22","S"
"KSM00047159","2000","35.1","129.033","70.0","BUSAN, KS","         0","S","       150","S","         4","S","   33.1","S,0812, ","     19.26","S"
"KSM00047159","2001","35.1","129.033","70.0","BUSAN, KS","         3","S","       187","S","        20","S","   34.5","S,0804, ","     19.94","S"
"KSM00047159","2005","35.1","129.033","70.0","BUSAN, KS","         1","S","       160","S","         1","S","   32.8","S,0814, ","     18.23","S"
"KSM00047159","2008","35.1","129.033","70.0","BUSAN, KS","         0","S","       159","S","         0","S","   31.4","S,0718, ","     18.84","S"
"KSM00047159","2009","35.1","129.033","70.0","BUSAN, KS","         0","S","       187","S","         1","S","   32.5","S,0822, ","     19.21","S"
"KSM00047159","2010","35.1","129.033","70.0","BUSAN, KS","         1","S","       159","S","         7","S","   34.1","S,0822, ","     18.97","S"
"KSM00047159","2011","35.1","129.033","70.0","BUSAN, KS","         1","S","       167","S","         3","S","   33.0","S,0720, ","     18.75","S"
"KSM00047159","2012","35.1","129.033","70.0","BUSAN, KS","         1","S","       171","S","        13","S","   34.5","S,0801, ","     18.63","S"
"KSM00047159","2013","35.1","129.033","70.0","BUSAN, KS","         0","S","       175","S","        17","S","   35.0","S,0819, ","     19.53","S"
"KSM00047159","2014","35.1","129.033","70.0","BUSAN, KS","         0","S","       180","S","         4","S","   32.9","S,0731, ","     19.25","S"
"KSM00047159","2015","35.1","129.033","70.0","BUSAN, KS","         0","S","       172","S","         3","S","   33.5","S,0810, ","     19.53","S"
