"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DYFG","DYFG_ATTRIBUTES"
"KNW00043243","1952","39.23333","127.61667","69.2","YO DO, KN","         1"," "
"KNW00043243","1953","39.23333","127.61667","69.2","YO DO, KN","        52"," "
