"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"ASN00069147","1999","-36.9077","149.8989","1.5","MERIMBULA AIRPORT AWS, AS","","","","","        94","a","        56","a","         3","a","","","","","","","","","","","","","  33.0"," ,a,0109, ","","","","","","","","","","","    525.0"," ,a","","","","","",""
"ASN00069147","2000","-36.9077","149.8989","1.5","MERIMBULA AIRPORT AWS, AS","","","","","        90","a","        41","a","         4","a","         0","a","         1","a","         0","a","       146","a","         4","a","    0.0","a,0615, ","  86.0"," ,a,0310, ","   38.0","a,0205, ","0.0","a,0615","","","","","","","    617.8"," ,a","     15.23","a","     20.84","a","      9.62","a"
"ASN00069147","2001","-36.9077","149.8989","1.5","MERIMBULA AIRPORT AWS, AS","    193.2","","     193.2","a","       103","a","        54","a","        10","a","         0","a","         3","a","         0","a","       138","a","         0","a","   -2.0","a,0713, "," 101.0"," ,a,0422, ","   31.0","a,0124, ","0.0","a,0620","","","    1220.0","0","    1220.0","a","    857.2"," ,a","     15.31","a","     20.50","a","     10.12","a"
"ASN00069147","2002","-36.9077","149.8989","1.5","MERIMBULA AIRPORT AWS, AS","    119.6","","     119.6","a","        64","a","        38","a","         8","a","         0","a","         7","a","         0","a","       159","a","         1","a","   -1.0","a,0722,+","  49.0"," ,a,0416, ","   34.0","a,0107, ","-1.0","a,0627","0.0","a,0826","    1311.4","4","    1311.4","a","    533.0"," ,a","     15.08","a","     20.86","a","      9.30","a"
"ASN00069147","2003","-36.9077","149.8989","1.5","MERIMBULA AIRPORT AWS, AS","    148.2","","     148.2","a","        92","a","        47","a","        10","a","         0","a","         5","a","         0","a","       128","a","         0","a","    0.0","a,0905,+","  61.0"," ,a,0222, ","   31.0","a,1115, ","0.0","a,0728","0.0","a,0905","    1352.3","3","    1352.3","a","    834.0"," ,a","     14.90","a","     20.26","a","      9.54","a"
"ASN00069147","2004","-36.9077","149.8989","1.5","MERIMBULA AIRPORT AWS, AS","    141.6","","     141.6","a","        87","a","        46","a","        10","a","         0","a","         6","a","         0","a","       144","a","         1","a","   -2.0","a,0707, ","  62.0"," ,a,1112, ","   36.0","a,1012, ","0.0","a,0625","","","","","","","    751.4"," ,a","     15.02","a","     20.53","a","      9.51","a"
"ASN00069147","2005","-36.9077","149.8989","1.5","MERIMBULA AIRPORT AWS, AS","","","","","        92","a","        52","a","         7","a","         0","a","         3","a","         0","a","       131","a","         0","a","    0.0","a,0824,+","  81.0"," ,a,1031, ","   32.0","a,1231,+","0.0","a,0722","0.0","a,0824","","","","","    730.0"," ,a","     15.12","a","     20.49","a","      9.75","a"
"ASN00069147","2006","-36.9077","149.8989","1.5","MERIMBULA AIRPORT AWS, AS","","","","","        69","a","        41","a","         6","a","","","","","","","","","","","",""," 120.0"," ,a,0501, ","","","","","","","","","","","    638.2"," ,a","","","","","",""
"ASN00069147","2007","-36.9077","149.8989","1.5","MERIMBULA AIRPORT AWS, AS","    169.2","","     169.2","a","        99","a","        46","a","        10","a","         0","a","         1","a","         0","a","       172","a","         4","a","    0.0","a,0804, ","  93.0"," ,a,0228, ","   35.0","a,1022, ","","","0.0","a,0804","    1219.5","5","    1219.5","a","    811.6"," ,a","     15.58","a","     20.96","a","     10.20","a"
"ASN00069147","2008","-36.9077","149.8989","1.5","MERIMBULA AIRPORT AWS, AS","","","","","        96","a","        48","a","         3","a","","","","","","","","","","","","","  43.0"," ,a,0205, ","","","","","","","","","","","    616.6"," ,a","","","","","",""
