"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"KSW00043213","1950","35.16667","129.13333","5.2","PUSAN AST ROK K 9, KS","","","","","","","","","","","","","","","","","","","","","","","","","        10"," ","         1"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KSW00043213","1951","35.16667","129.13333","5.2","PUSAN AST ROK K 9, KS","    612.4","","     612.4","X","        81","X","        58","X","        12","X","        0","","         0","X","         0","X","        67","X","         4","X","       152","X","        12","X","        57"," ","         5"," ","   -9.4","X,0113, ","     0"," ,X,1231,+","     0","T,X,1214,+"," 131.3"," ,X,0526, ","   33.3","X,0818,+","0.0","X,1125","-2.2","X,1215","-4.4","X,1229","-2.2","X,0323","-2.2","X,0323","-6.7","X,0303","-6.7","X,0303","-9.4","X,0113","","","","","   1146.6"," ,X","        0","T,X","     14.11","X","     18.38","X","      9.84","X"
"KSW00043213","1952","35.16667","129.13333","5.2","PUSAN AST ROK K 9, KS","","","","","","","","","","","","","","","","","","","","","","","","","        47"," ","         4"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","    2189.6","6","    2189.6","X","","","","","","","","","",""
"KSW00043213","1953","35.16667","129.13333","5.2","PUSAN AST ROK K 9, KS","    668.9","","     668.9","X","        91","X","        68","X","        18","X","        0","","         0","X","         0","X","        53","X","         3","X","       165","X","        12","X","        94"," ","         4"," ","   -7.8","X,0115,+","     0"," ,X,1231,+","    13"," ,X,0118, ","  74.9"," ,X,0606, ","   36.1","X,0822, ","-1.1","X,1120","","","","","-1.7","X,0306","-3.9","X,0222","-4.4","X,0220","-7.2","X,0216","","","","","","","   1413.0"," ,X","       13"," ,X","     14.25","X","     18.33","X","     10.17","X"
"KSW00043213","1954","35.16667","129.13333","5.2","PUSAN AST ROK K 9, KS","    566.9","","     566.9","X","       104","X","        74","X","        28","X","        0","","         0","X","         0","X","        52","X","         0","X","       146","X","         7","X","       112"," ","         3"," ","   -5.6","X,1215, ","     0"," ,X,1231,+","     0","T,X,0307, "," 104.6"," ,X,0629, ","   33.9","X,0808, ","0.0","X,1204","-5.6","X,1215","-5.6","X,1215","-0.6","X,0321","-2.8","X,0313","-4.4","X,0222","","","","","    1976.2","2","    1976.2","X","   1771.9"," ,X","        0","T,X","     14.41","X","     18.23","X","     10.59","X"
"KSW00043213","1955","35.16667","129.13333","5.2","PUSAN AST ROK K 9, KS","    647.5","","     647.5","X","        90","X","        55","X","        14","X","        0","","         0","X","         0","X","        59","X","         3","X","       147","X","         1","X","        76"," ","         6"," ","   -9.4","X,0111, ","     0"," ,X,1231,+","     0","T,X,0220,+"," 110.7"," ,X,0227, ","   32.8","X,0608, ","0.0","X,1109","-3.9","X,1217","-5.0","X,1218","-1.1","X,0314","-3.9","X,0222","-6.1","X,0221","-7.8","X,0116","-9.4","X,0111","    2066.7","7","    2066.7","X","   1179.4"," ,X","        0","T,X","     14.17","X","     18.14","X","     10.19","X"
"KSW00043213","1956","35.16667","129.13333","5.2","PUSAN AST ROK K 9, KS","","","","","","","","","","","","","","","","","","","","","","","","","        56"," ","         9"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","    2351.7","7","    2351.7","X","","","","","","","","","",""
