"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","PSUN","PSUN_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WDFM","WDFM_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES","WSFM","WSFM_ATTRIBUTES"
"USW00013739","1952","39.87326","-75.22681","2.1","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","","","    697.7","","     697.7","0","       117","0","        74","0","        13","0","        8","","         4","0","         0","0","        77","0","         4","0","       156","0","        36","0","       149"," ","","","        24"," ","  -12.2","0,0130, ","   152"," ,0,0301, ","   152"," ,0,0301, ","  58.4"," ,0,1121, ","   37.8","0,0626, ","-2.2","0,1021","-2.2","0,1021","-4.4","0,1129","-10.0","0,1228","-10.0","0,1228","-1.7","0,0318","-2.8","0,0316","-5.6","0,0302","-7.8","0,0214","-12.2","0,0130","    2515.3","3","    2515.3","0","   1165.4"," ,0","","","      333"," ,0","     13.30","0","     18.25","0","      8.35","0","","","","","","","","","","","","","","","","","",""
"USW00013739","1953","39.87326","-75.22681","2.1","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","","","    697.9","","     697.9","0","       120","0","        87","0","        13","0","        9","","         7","0","         0","0","        70","0","         6","0","       167","0","        38","0","       164"," ","","","        34"," ","  -10.0","0,1218, ","   203"," ,0,1107, ","   180"," ,0,0308, ","  51.8"," ,0,0723, ","   38.3","0,0831, ","-1.7","0,1106","-2.8","0,1129","-7.8","0,1217","-7.8","0,1217","-10.0","0,1218","-5.0","0,0311","-5.0","0,0311","-5.0","0,0311","-8.3","0,0309","","","    2443.7","7","    2443.7","0","   1223.3"," ,0","","","      583"," ,0","     13.78","0","     19.02","0","      8.55","0","","","","","","","","","","","","","","","","","",""
"USW00013739","1954","39.87326","-75.22681","2.1","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","","","    678.2","","     678.2","0","       112","0","        67","0","         9","0","       10","","         3","0","         0","0","        82","0","        15","0","       165","0","        28","0","       127"," ","","","        23"," ","  -15.0","0,0118,+","   229"," ,0,0111, ","   188"," ,0,0111, ","  42.4"," ,0,0616, ","   38.9","0,0731, ","-1.1","0,1108","-2.8","0,1111","-4.4","0,1203","-6.7","0,1206","-9.4","0,1221","-3.3","0,0404","-3.3","0,0404","-5.0","0,0306","-11.7","0,0213","-11.7","0,0213","    2451.6","6","    2451.6","0","    865.4"," ,0","","","      351"," ,0","     13.17","0","     18.34","0","      8.01","0","","","","","","","","","","","","","","","","","",""
"USW00013739","1955","39.87326","-75.22681","2.1","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","","","    736.4","","     736.4","0","       108","0","        57","0","         8","0","       10","","         5","0","         0","0","        92","0","        16","0","       177","0","        33","0","       134"," ","","","        26"," ","  -15.0","0,0203, ","    76"," ,0,0212,+","    91"," ,0,0202, ","  83.6"," ,0,0812, ","   37.8","0,0806,+","-1.1","0,1109","-7.2","0,1128","-7.2","0,1128","-7.2","0,1128","-9.4","0,1129","-2.8","0,0329","-2.8","0,0329","-4.4","0,0327","-6.7","0,0308","-9.4","0,0213","    2537.4","4","    2537.4","0","    839.6"," ,0","","","      410"," ,0","     13.02","0","     17.99","0","      8.04","0","","","","","","","","","","","","","","","","","",""
"USW00013739","1956","39.87326","-75.22681","2.1","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","","","    532.5","","     532.5","0","       134","0","        93","0","        10","0","       13","","         6","0","         0","0","        81","0","         8","0","       144","0","        15","0","       159"," ","","","        34"," ","   -8.3","0,0222,+","   178"," ,0,0320,+","   137"," ,0,0318, ","  50.8"," ,0,0506, ","   35.0","0,0615,+","-1.1","0,1110","-2.8","0,1111","-5.6","0,1123","-6.7","0,1124","","","0.0","0,0421","-6.1","0,0325","-6.1","0,0325","-6.7","0,0224","","","    2903.4","4","    2903.4","0","   1168.9"," ,0","","","      489"," ,0","     12.31","0","     17.05","0","      7.56","0","","","","","","","","","","","","","","","","","",""
"USW00013739","1957","39.87326","-75.22681","2.1","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","","","    683.4","","     683.4","0","       116","0","        66","0","         6","0","       13","","         5","0","         0","0","        83","0","        12","0","       156","0","        31","0","       150"," ","","","        20"," ","  -15.0","0,0118,+","   178"," ,0,1205, ","   140"," ,0,1204, ","  45.2"," ,0,0825, ","   38.3","0,0721, ","0.0","0,1028","-3.3","0,1111","-5.6","0,1206","-6.7","0,1211","-10.0","0,1212","-0.6","0,0415","-2.2","0,0311","-5.0","0,0304","-6.7","0,0212","-10.6","0,0120","    2621.1","1","    2621.1","0","    818.7"," ,0","","","      396"," ,0","     12.85","0","     17.91","0","      7.80","0","","","","","","","","","","","","","","","","","",""
"USW00013739","1958","39.87326","-75.22681","2.1","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","","","    501.7","","     501.7","0","       117","0","        83","0","        13","0","       23","","         7","0","         0","0","        93","0","        31","0","       153","0","        11","0","       158"," ","","","        28"," ","  -15.0","0,0217, ","   305"," ,0,0216, ","   244"," ,0,0320, ","  51.8"," ,0,0611, ","   33.9","0,0731, ","-0.6","0,1108","-3.3","0,1123","-7.8","0,1130","-7.8","0,1130","-8.9","0,1210","-1.7","0,0409","-2.2","0,0309","-5.0","0,0223","-10.6","0,0219","-10.6","0,0219","    2814.5","5","    2814.5","0","   1216.9"," ,0","","","      872"," ,0","     11.46","0","     16.16","0","      6.76","0","","","","","","","","","","","","","","","","","",""
"USW00013739","1959","39.87326","-75.22681","2.1","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","","","    776.9","","     776.9","0","       118","0","        69","0","         7","0","       10","","         5","0","         0","0","        98","0","        13","0","       169","0","        29","0","       173"," ","","","        23"," ","  -12.8","0,0220,+","    51"," ,0,1222,+","    71"," ,0,1207, ","  75.2"," ,0,0602, ","   36.1","0,0630,+","-0.6","0,1029","-3.3","0,1117","-6.1","0,1118","-7.8","0,1222","-10.6","0,1223","-5.0","0,0329","-5.0","0,0329","-5.0","0,0329","-8.9","0,0221","-8.9","0,0221","    2840.5","5","    2840.5","0","    974.9"," ,0","","","      266"," ,0","     13.07","0","     18.13","0","      8.00","0","","","","","","","","","","","","","","","","","",""
"USW00013739","1960","39.87326","-75.22681","2.1","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","","","    485.5","","     485.5","0","       115","0","        73","0","         7","0","       27","","         8","0","         0","0","       125","0","        20","0","       169","0","         7","0","       152"," ","","","        27"," ","  -13.9","0,1215, ","   305"," ,0,1212, ","   277"," ,0,1212, "," 116.8"," ,0,0912, ","   33.3","0,0425, ","0.0","0,1021","-3.9","0,1108","-5.6","0,1202","-10.0","0,1209","-10.0","0,1209","-1.7","0,0411","-4.4","0,0327","-4.4","0,0327","-7.2","0,0313","-11.1","0,0311","    2757.4","4","    2757.4","0","   1046.1"," ,0","","","      853"," ,0","     11.55","0","     16.88","0","      6.23","0","","","","","","","","","","","","","","","","","",""
"USW00013739","1961","39.87326","-75.22681","2.1","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","","","    571.2","","     571.2","0","       119","0","        82","0","         9","0","       36","","        11","0","         2","0","       103","0","        26","0","       156","0","        12","0","       147"," ","","","        28"," ","  -20.0","0,0202,+","   305"," ,0,0120, ","   188"," ,0,0119, ","  47.8"," ,0,0413, ","   33.9","0,0722, ","-0.6","0,1005","-2.2","0,1109","-5.0","0,1110","-7.8","0,1209","-10.6","0,1216","0.0","0,0404","-5.6","0,0318","-5.6","0,0318","-11.1","0,0207","-11.1","0,0207","    3099.5","5","    3099.5","0","   1043.6"," ,0","","","     1018"," ,0","     11.51","0","     16.62","0","      6.41","0","","","","","","","","","","","","","","","","","",""
"USW00013739","1962","39.87326","-75.22681","2.1","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","","","    469.1","","     469.1","0","       112","0","        67","0","        15","0","       18","","         8","0","         0","0","       116","0","        26","0","       152","0","        10","0","       137"," ","","","        23"," ","  -16.1","0,1231,+","   102"," ,0,0307,+","   173"," ,0,0306, ","  66.3"," ,0,0624, ","   35.6","0,0519, ","-3.9","0,1025","-3.9","0,1025","-6.7","0,1107","-6.7","0,1107","-9.4","0,1212","-2.8","0,0417","-2.8","0,0417","-6.7","0,0305","-6.7","0,0305","-12.2","0,0304","    2983.7","7","    2983.7","0","   1082.9"," ,0","","","      771"," ,0","     11.15","0","     16.40","0","      5.90","0","","","","","","","","","","","","","","","","","",""
"USW00013739","1963","39.87326","-75.22681","2.1","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","","","    451.0","","     451.0","0","       102","0","        65","0","         9","0","       19","","         6","0","         2","0","       109","0","        30","0","       159","0","        19","0","       145"," ","","","        27"," ","  -20.6","0,0129, ","   127"," ,0,1225,+","   132"," ,0,1223, ","  61.5"," ,0,0903, ","   36.1","0,0701,+","0.0","0,1104","-3.3","0,1125","-5.6","0,1201","-7.8","0,1214","-9.4","0,1215","0.0","0,0416","-2.2","0,0406","-4.4","0,0309","-13.9","0,0227","-13.9","0,0227","    3140.1","1","    3140.1","0","    888.1"," ,0","","","      484"," ,0","     11.05","0","     16.79","0","      5.30","0","","","","","","","","","","","","","","","","","",""
"USW00013739","1964","39.87326","-75.22681","2.1","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","","","    570.2","","     570.2","0","       106","0","        56","0","         8","0","       18","","        10","0","         0","0","       105","0","        11","0","       160","0","        28","0","       151"," ","","","        15"," ","  -16.7","0,0115, ","   178"," ,0,0115,+","   180"," ,0,0113, ","  57.9"," ,0,0708, ","   37.8","0,0630, ","0.0","0,1008","-2.2","0,1011","-8.3","0,1122","-8.3","0,1122","-9.4","0,1219","-1.1","0,0405","-3.9","0,0402","-5.6","0,0331","-6.7","0,0228","-10.6","0,0223","    2898.0","0","    2898.0","0","    760.4"," ,0","","","      699"," ,0","     12.25","0","     17.85","0","      6.65","0","","","","","","","","","","","","","","","","","",""
"USW00013739","1965","39.87326","-75.22681","2.1","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","","","    548.1","","     548.1","0","       106","0","        62","0","         7","0","       18","","         6","0","         0","0","       112","0","        19","0","       151","0","        14","0","       149"," ","        14"," ","        22"," ","  -15.0","0,0117, ","   152"," ,0,0111, ","   168"," ,0,0110, ","  51.3"," ,0,0809, ","   34.4","0,0623, ","0.0","0,1006","-2.2","0,1106","-5.0","0,1120","-8.3","0,1207","","","-3.3","0,0405","-3.3","0,0405","-5.0","0,0322","-11.1","0,0321","-11.1","0,0321","    2923.1","1","    2923.1","0","    745.7"," ,0","      56.4","X","      600"," ,0","     11.66","0","     16.78","0","      6.53","0","   152298","X","","","","","","","       225","X","","","","","","","      18.3","X"
"USW00013739","1966","39.87326","-75.22681","2.1","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","","","    593.4","","     593.4","0","       108","0","        67","0","         8","0","       29","","        10","0","         0","0","       104","0","        25","0","       145","0","        33","0","       162"," ","        17"," ","        18"," ","  -15.6","0,0206,+","   305"," ,0,1225, ","   315"," ,0,1224, "," 119.1"," ,0,0914, ","   40.0","0,0703, ","0.0","0,1028","-3.3","0,1031","-4.4","0,1123","-9.4","0,1203","-9.4","0,1203","-2.2","0,0511","-2.2","0,0511","-5.0","0,0329","-6.7","0,0328","-8.9","0,0221","    3005.5","5","    3005.5","0","   1017.0"," ,0","      58.0","X","     1175"," ,0","     11.64","0","     17.04","0","      6.24","0","   156906","X","","","","","","","       270","X","","","","","","","      17.0","X"
"USW00013739","1967","39.87326","-75.22681","2.1","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","","","    578.0","","     578.0","0","       116","0","        74","0","        15","0","       17","","         9","0","         0","0","        99","0","        14","0","       144","0","        12","0","       180"," ","        27"," ","        31"," ","  -15.6","0,0213,+","   279"," ,0,0210, ","   249"," ,0,0207, ","  62.7"," ,0,0622, ","   33.9","0,0724,+","-1.7","0,1105","-2.2","0,1106","-4.4","0,1115","-8.3","0,1202","","","-1.7","0,0412","-4.4","0,0320","-4.4","0,0320","-11.7","0,0319","-11.7","0,0319","    2966.4","4","    2966.4","0","   1138.7"," ,0","      54.4","X","      919"," ,0","     11.85","0","     16.91","0","      6.78","0","   146868","X","","","","","","","       315","X","","","","","","","      17.9","X"
"USW00013739","1968","39.87326","-75.22681","2.1","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","","","    635.4","","     635.4","0","       103","0","        55","0","        12","0","       16","","         4","0","         0","0","        97","0","        22","0","       160","0","        27","0","       132"," ","        20"," ","        24"," ","  -14.4","0,0221,+","   102"," ,0,0101, ","    66"," ,0,1215, ","  77.5"," ,0,0612, ","   36.1","0,0825, ","-0.6","0,1030","-2.2","0,1031","-5.0","0,1207","-8.9","0,1209","-8.9","0,1209","-1.1","0,0325","-2.8","0,0315","-6.1","0,0314","-6.7","0,0304","-8.9","0,0303","    2826.2","2","    2826.2","0","    900.8"," ,0","      57.0","X","      229"," ,0","     12.27","0","     17.51","0","      7.03","0","   155346","X","","","","","","","       270","X","","","","","","","      20.1","X"
"USW00013739","1969","39.87326","-75.22681","2.1","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","","","    613.2","","     613.2","0","       108","0","        66","0","        11","0","       17","","         9","0","         0","0","       114","0","        18","0","       165","0","         9","0","       144"," ","        16"," ","        22"," ","  -11.7","0,0101, ","   152"," ,0,0303, ","   104"," ,0,1225, ","  85.6"," ,0,0903, ","   34.4","0,0628, ","-0.6","0,1023","-3.9","0,1024","-5.6","0,1121","-6.7","0,1223","","","-4.4","0,0401","-4.4","0,0401","-4.4","0,0401","-7.2","0,0312","-9.4","0,0215","    2803.0","0","    2803.0","0","   1102.2"," ,0","      55.4","X","      710"," ,0","     12.08","0","     16.84","0","      7.33","0","   149106","X","","","","","","","       315","X","","","","","","","      25.5","X"
"USW00013739","1970","39.87326","-75.22681","2.1","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","","","    727.2","","     727.2","0","       103","0","        68","0","        11","0","       17","","         6","0","         0","0","       100","0","        23","0","       160","0","        21","0","       177"," ","        17"," ","        33"," ","  -17.2","0,0109, ","   127"," ,0,0110,+","    64"," ,0,0106, ","  68.8"," ,0,1022, ","   35.0","0,0924,+","0.0","0,1116","-5.6","0,1123","-5.6","0,1123","-7.2","0,1124","","","0.0","0,0412","-3.9","0,0330","-4.4","0,0317","-12.2","0,0226","-12.2","0,0226","    3032.9","9","    3032.9","0","    994.3"," ,0","      56.0","X","      350"," ,0","     12.47","0","     17.13","0","      7.81","0","   151290","X","","","","","","","       270","X","","","","","","","      19.2","X"
"USW00013739","1971","39.87326","-75.22681","2.1","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","","","    704.9","","     704.9","0","       106","0","        66","0","        14","0","        6","","         6","0","         0","0","        80","0","        18","0","       162","0","        20","0","       161"," ","        22"," ","        25"," ","  -14.4","0,0202, ","    76"," ,0,0103,+","   135"," ,0,0101, "," 121.2"," ,0,0827, ","   35.6","0,0708, ","0.0","0,1107","-3.9","0,1109","-5.6","0,1202","-6.7","0,1203","","","0.0","0,0401","-3.3","0,0325","-4.4","0,0217","-6.7","0,0211","-10.0","0,0210","    2727.0","0","    2727.0","0","   1214.2"," ,0","      55.3","X","      440"," ,0","     13.08","0","     17.61","0","      8.56","0","   151104","X","","","","","","","       270","X","","","","","","","      19.2","X"
"USW00013739","1972","39.87326","-75.22681","2.1","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","","","    583.4","","     583.4","0","       138","0","        72","0","        15","0","       12","","         5","0","         0","0","        89","0","        12","0","       152","0","        18","0","       169"," ","         8"," ","        25"," ","  -14.4","0,0116, ","   102"," ,0,0220, ","    89"," ,0,0219, ","  78.0"," ,0,1108, ","   35.6","0,0826, ","-1.7","0,1020","-3.9","0,1116","-4.4","0,1123","-6.7","0,1217","","","-2.8","0,0409","-2.8","0,0409","-6.7","0,0311","-6.7","0,0311","-10.6","0,0223","    2563.2","2","    2563.2","0","   1261.5"," ,0","      49.9","X","      309"," ,0","     12.24","0","     16.86","0","      7.62","0","   136356","X","","","","","","","       360","X","","","","","","","      19.2","X"
