"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00060128","1967","41.34924","-73.09171","41.5","ANSONIA 1 NW, CT US","","","","","       122","0","        87","0","        12","0","","","","","","","","","","","","","","","","","","","","","","","","","  49.0"," ,0,0307, ","","","","","","","","","","","","","","","","","","","","","","","   1029.5"," ,0","","","","","","","",""
"USC00060128","1968","41.34924","-73.09171","41.5","ANSONIA 1 NW, CT US","","","","","       106","0","        64","0","        17","0","","","","","","","","","","","","","","","","","","","","","","","","","  77.2"," ,0,0911, ","","","","","","","","","","","","","","","","","","","","","","","   1181.7"," ,0","","","","","","","",""
"USC00060128","1969","41.34924","-73.09171","41.5","ANSONIA 1 NW, CT US","","","","","       116","0","        83","0","        12","0","","","","","","","","","","","","","","","","","","","","","","","","","  69.3"," ,0,0423, ","","","","","","","","","","","","","","","","","","","","","","","   1147.4"," ,0","","","","","","","",""
"USC00060128","1970","41.34924","-73.09171","41.5","ANSONIA 1 NW, CT US","","","","","       106","0","        68","0","         9","0","","","","","","","","","","","","","","","","","","","","","","","","","  54.6"," ,0,0204, ","","","","","","","","","","","","","","","","","","","","","","","    932.8"," ,0","","","","","","","",""
"USC00060128","1971","41.34924","-73.09171","41.5","ANSONIA 1 NW, CT US","","","","","       101","0","        72","0","        13","0","","","","","","","","","","","","","","","","","","","","","","","",""," 129.5"," ,0,0828, ","","","","","","","","","","","","","","","","","","","","","","","   1196.9"," ,0","","","","","","","",""
"USC00060128","1972","41.34924","-73.09171","41.5","ANSONIA 1 NW, CT US","","","","","       121","0","        93","0","        20","0","","","","","","","","","","","","","","","","","","","","","","","","","  73.2"," ,0,0619, ","","","","","","","","","","","","","","","","","","","","","","","   1547.1"," ,0","","","","","","","",""
"USC00060128","1974","41.34924","-73.09171","41.5","ANSONIA 1 NW, CT US","","","","","       114","0","        77","0","        14","0","","","","","","","","","","","","","","","","","","","","","","","","","  94.7"," ,0,0904, ","","","","","","","","","","","","","","","","","","","","","","","   1279.8"," ,0","","","","","","","",""
"USC00060128","1975","41.34924","-73.09171","41.5","ANSONIA 1 NW, CT US","","","","","       122","0","        87","0","        20","0","","","","","","","","","","","","","","","","","","","","","","","","","  54.6"," ,0,0404, ","","","","","","","","","","","","","","","","","","","","","","","   1406.6"," ,0","","","","","","","",""
"USC00060128","1976","41.34924","-73.09171","41.5","ANSONIA 1 NW, CT US","","","","","       104","0","        77","0","        16","0","","","","","","","","","","","","","","","","","","","","","","","",""," 116.8"," ,0,0827, ","","","","","","","","","","","","","","","","","","","","","","","   1382.8"," ,0","","","","","","","",""
"USC00060128","1977","41.34924","-73.09171","41.5","ANSONIA 1 NW, CT US","","","","","       105","0","        78","0","        19","0","","","","","","","","","","","","","","","","","","","","","","","","","  76.2"," ,0,0323, ","","","","","","","","","","","","","","","","","","","","","","","   1337.4"," ,0","","","","","","","",""
"USC00060128","1978","41.34924","-73.09171","41.5","ANSONIA 1 NW, CT US","","","","","        87","0","        70","0","        18","0","","","","","","","","","","","","","","","","","","","","","","","","","  74.2"," ,0,0126, ","","","","","","","","","","","","","","","","","","","","","","","   1210.8"," ,0","","","","","","","",""
"USC00060128","1979","41.34924","-73.09171","41.5","ANSONIA 1 NW, CT US","","","","","       113","0","        87","0","        19","0","","","","","","","","","","","","","","","","","","","","","","","","","  85.1"," ,0,0427,+","","","","","","","","","","","","","","","","","","","","","","","   1452.2"," ,0","","","","","","","",""
"USC00060128","1980","41.34924","-73.09171","41.5","ANSONIA 1 NW, CT US","","","","","        85","0","        59","0","        14","0","","","","","","","","","","","","","","","","","","","","","","","",""," 137.9"," ,0,0410, ","","","","","","","","","","","","","","","","","","","","","","","   1046.0"," ,0","","","","","","","",""
"USC00060128","1981","41.34924","-73.09171","41.5","ANSONIA 1 NW, CT US","","","","","        98","0","        68","0","        15","0","","","","","","","","","","","","","","","","","","","","","","","","","  50.8"," ,0,1202, ","","","","","","","","","","","","","","","","","","","","","","","   1031.8"," ,0","","","","","","","",""
"USC00060128","1985","41.34924","-73.09171","41.5","ANSONIA 1 NW, CT US","","","","","       105","0","        73","0","         9","0","","","","","","","","","","","","","","","","","","","","","","","","","  47.0"," ,0,0801, ","","","","","","","","","","","","","","","","","","","","","","","    960.6"," ,0","","","","","","","",""
"USC00060128","1986","41.34924","-73.09171","41.5","ANSONIA 1 NW, CT US","","","","","        93","0","        71","0","        12","0","","","","","","","","","","","","","","","","","","","","","","","","","  83.1"," ,0,1121, ","","","","","","","","","","","","","","","","","","","","","","","   1159.1"," ,0","","","","","","","",""
"USC00060128","1988","41.34924","-73.09171","41.5","ANSONIA 1 NW, CT US","","","","","        73","0","        67","0","        14","0","","","","","","","","","","","","","","","","","","","","","","","","","  68.6"," ,0,1120, ","","","","","","","","","","","","","","","","","","","","","","","   1064.9"," ,0","","","","","","","",""
"USC00060128","1989","41.34924","-73.09171","41.5","ANSONIA 1 NW, CT US","","","","","        88","0","        80","0","        17","0","","","","","","","","","","","","","","","         1"," ","","","","","","","",""," 102.6"," ,0,0811, ","","","","","","","","","","","","","","","","","","","","","","","   1382.1"," ,0","","","","","","","",""
"USC00060128","1990","41.34924","-73.09171","41.5","ANSONIA 1 NW, CT US","","","","","","","","","","","","","         2","0","","","","","","","","","","","         4"," ","","","","","","","    89"," ,0,0305, ","","","","","","","","","","","","","","","","","","","","","","","","","","","      144"," ,0","","","","","",""
"USC00060128","1991","41.34924","-73.09171","41.5","ANSONIA 1 NW, CT US","","","","","       104","0","        66","0","        10","0","       12","","         4","0","","","","","","","","","","","         1"," ","","","","","   127"," ,0,0115,+","   140"," ,0,0112, ","  65.0"," ,0,0507, ","","","","","","","","","","","","","","","","","","","","","","","   1016.7"," ,0","      343"," ,0","","","","","",""
"USC00060128","1992","41.34924","-73.09171","41.5","ANSONIA 1 NW, CT US","","","","","       119","0","        73","0","        13","0","        9","","         0","0","","","","","","","","","","","","","","","","","   127"," ,0,0320,+","    13"," ,0,1205, "," 116.3"," ,0,0606, ","","","","","","","","","","","","","","","","","","","","","","","   1187.0"," ,0","       13"," ,0","","","","","",""
"USC00060128","1993","41.34924","-73.09171","41.5","ANSONIA 1 NW, CT US","","","","","       110","0","        77","0","        12","0","       32","","         6","0","","","","","","","","","","","","","","","","","   152"," ,0,0314, ","   152"," ,0,0314, ","  72.9"," ,0,0314, ","","","","","","","","","","","","","","","","","","","","","","","   1169.6"," ,0","      532"," ,0","","","","","",""
"USC00060128","1994","41.34924","-73.09171","41.5","ANSONIA 1 NW, CT US","","","","","       103","0","        76","0","        17","0","       63","","         8","0","","","","","","","","","","","","","         1"," ","","","   330"," ,0,0212, ","   152"," ,0,0212, ","  80.5"," ,0,0923, ","","","","","","","","","","","","","","","","","","","","","","","   1362.2"," ,0","      622"," ,0","","","","","",""
"USC00060128","1995","41.34924","-73.09171","41.5","ANSONIA 1 NW, CT US","","","","","","","","","","","","","","","","","","","","","","","","","         1"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USC00060128","1996","41.34924","-73.09171","41.5","ANSONIA 1 NW, CT US","","","","","       135","0","       100","0","        17","0","","","        11","0","","","","","","","","","","","","","","","","","","","   178"," ,0,0217, "," 158.5"," ,0,1020, ","","","","","","","","","","","","","","","","","","","","","","","   1659.0"," ,0","      790"," ,0","","","","","",""
"USC00060128","1997","41.34924","-73.09171","41.5","ANSONIA 1 NW, CT US","","","","","       113","0","        82","0","        18","0","","","         0","0","","","","","","","","","","","         2"," ","","","","","","","     0"," ,0,1231,+","  54.6"," ,0,0401, ","","","","","","","","","","","","","","","","","","","","","","","   1296.4"," ,0","        0"," ,0","","","","","",""
"USC00060128","1998","41.34924","-73.09171","41.5","ANSONIA 1 NW, CT US","","","","","","","","","","","","","","","","","","","","","","","","","         1"," ","         1"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USC00060128","1999","41.34924","-73.09171","41.5","ANSONIA 1 NW, CT US","","","","","","","","","","","","","","","","","","","","","","","","","         2"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USC00060128","2000","41.34924","-73.09171","41.5","ANSONIA 1 NW, CT US","","","","","","","","","","","","","","","","","","","","","","","","","         1"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USC00060128","2001","41.34924","-73.09171","41.5","ANSONIA 1 NW, CT US","","","","","       101","0","        86","0","        12","0","       61","","         8","0","","","","","","","","","","","         2"," ","","","","","   406"," ,0,0205, ","   330"," ,0,0205, ","  52.3"," ,0,0322, ","","","","","","","","","","","","","","","","","","","","","","","   1103.2"," ,0","      966"," ,0","","","","","",""
"USC00060128","2002","41.34924","-73.09171","41.5","ANSONIA 1 NW, CT US","","","","","       115","0","        92","0","        21","0","       21","","         0","0","","","","","","","","","","","         2"," ","","","","","   178"," ,0,1207,+","     0","T,0,0322, ","  66.5"," ,0,1012, ","","","","","","","","","","","","","","","","","","","","","","","   1419.6"," ,0","        0","T,0","","","","","",""
"USC00060128","2003","41.34924","-73.09171","41.5","ANSONIA 1 NW, CT US","","","","","","","","","","","","","","","","","","","","","","","","","         1"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USC00060128","2004","41.34924","-73.09171","41.5","ANSONIA 1 NW, CT US","","","","","","","","","","","       36","","         9","0","","","","","","","","","","","","","","","","","   279"," ,0,0128, ","   152"," ,0,0119, ","","","","","","","","","","","","","","","","","","","","","","","","","   1360.7"," ,0","      660"," ,0","","","","","",""
"USC00060128","2006","41.34924","-73.09171","41.5","ANSONIA 1 NW, CT US","","","","","       101","0","        86","0","        23","0","","","         3","0","","","","","","","","","","","","","","","","","","","   203"," ,0,0213,+","  91.4"," ,0,0513, ","","","","","","","","","","","","","","","","","","","","","","","   1715.8"," ,0","      482"," ,0","","","","","",""
"USC00060128","2013","41.34924","-73.09171","41.5","ANSONIA 1 NW, CT US","    372.1","","     372.1","7","        83","7","        67","7","        14","7","","","","","         0","7","       132","7","        31","7","       135","7","        13","7","","","","","  -16.7","7,0124,+","","","",""," 101.6"," ,7,0308, ","   35.0","7,0720, ","-1.1","7,1025","-2.2","7,1028","-5.0","7,1113","-6.7","7,1114","-10.6","7,1125","-1.7","7,0407","-3.9","7,0405","-5.0","7,0404","-6.7","7,0317","-10.0","7,0219","   1260.2"," ,7","","","      9.79","7","     15.24","7","      4.35","7"
"USC00060128","2021","41.34924","-73.09171","41.5","ANSONIA 1 NW, CT US","","","","","","","","","","","","","         6","7","","","","","","","","","","","","","","","","","","","   330"," ,7,0202, ","","","","","","","","","","","","","","","","","","","","","","","","","","","      650"," ,7","","","","","",""
"USC00060128","2022","41.34924","-73.09171","41.5","ANSONIA 1 NW, CT US","","","","","","","","","","","","","         4","7","","","","","","","","","","","","","","","","","","","   203"," ,7,0107, ","","","","","","","","","","","","","","","","","","","","","","","","","","","      508"," ,7","","","","","",""
