"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DYTS","DYTS_ATTRIBUTES"
"USC00354149","1962","45.56667","-116.83333","604.1","IMNAHA 2, OR US","         1"," "
"USC00354149","1964","45.56667","-116.83333","604.1","IMNAHA 2, OR US","         3"," "
