"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"BN000065306","1997","11.133","2.933","292.0","KANDI, BN","","","","","         0","I","       333","I","       255","I","","","   41.3","I,0322, ","     34.28","I","",""
"BN000065306","2009","11.133","2.933","292.0","KANDI, BN","         0","S","         0","S","","","","","","","   14.3","S,1227, ","","","","","     22.96","S"
"BN000065306","2010","11.133","2.933","292.0","KANDI, BN","","","","","         0","S","       334","S","       264","S","","","   43.5","S,0419, ","     35.45","S","",""
"BN000065306","2011","11.133","2.933","292.0","KANDI, BN","","","","","         0","S","       338","S","       268","S","","","   43.0","S,0419, ","     35.40","S","",""
"BN000065306","2013","11.133","2.933","292.0","KANDI, BN","","","","","         0","S","       333","S","       257","S","","","   42.7","S,0321, ","     35.18","S","",""
"BN000065306","2016","11.133","2.933","292.0","KANDI, BN","","","","","         0","S","       351","S","       266","S","","","   41.7","S,0330,+","     34.86","S","",""
"BN000065306","2019","11.133","2.933","292.0","KANDI, BN","","","","","         0","S","       351","S","       266","S","","","   42.9","S,0412, ","     34.96","S","",""
"BN000065306","2020","11.133","2.933","292.0","KANDI, BN","","","","","         0","S","       342","S","       256","S","","","   42.6","S,0329, ","     34.71","S","",""
"BN000065306","2023","11.133","2.933","292.0","KANDI, BN","","","","","         0","S","       339","S","       273","S","","","   41.4","S,0509,+","     35.23","S","",""
