"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDF1","WDF1_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WSF1","WSF1_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES"
"USW00093997","1959","38.87251","-98.80928","568.1","RUSSELL MUNICIPAL AIRPORT, KS US","","","    843.0","","     843.0","0","        90","0","        57","0","         5","0","       33","","        13","0","         8","0","       142","0","        22","0","       165","0","        67","0","        56"," ","","","        52"," ","  -28.9","0,0104, ","   178"," ,0,1228, ","   160"," ,0,1227, ","  53.8"," ,0,0918, ","   41.1","0,0802, ","-0.6","0,1017","-6.1","0,1027","-6.1","0,1027","-10.0","0,1105","-10.0","0,1105","-2.2","0,0422","-2.2","0,0422","-7.2","0,0413","-7.2","0,0413","-9.4","0,0315","    3034.5","5","    3034.5","0","    651.9"," ,0","      685"," ,0","     11.99","0","     18.81","0","      5.18","0","","","","","","","","","","","",""
"USW00093997","1960","38.87251","-98.80928","568.1","RUSSELL MUNICIPAL AIRPORT, KS US","","","    718.8","","     718.8","0","        88","0","        55","0","         8","0","       73","","        22","0","        11","0","       138","0","        49","0","       179","0","        59","0","        79"," ","","","        45"," ","  -26.7","0,0303, ","   559"," ,0,0305,+","   183"," ,0,0315, ","  65.8"," ,0,0924, ","   41.1","0,0805, ","0.0","0,1019","-7.2","0,1109","-7.2","0,1109","-7.2","0,1109","-8.9","0,1110","-1.1","0,0405","-2.2","0,0403","-7.2","0,0325","-7.2","0,0325","-10.6","0,0317","    3421.2","2","    3421.2","0","    734.9"," ,0","     1732"," ,0","     11.09","0","     17.46","0","      4.72","0","","","","","","","","","","","",""
"USW00093997","1961","38.87251","-98.80928","568.1","RUSSELL MUNICIPAL AIRPORT, KS US","","","    667.0","","     667.0","0","        90","0","        52","0","        10","0","       29","","        11","0","         4","0","       141","0","        27","0","       162","0","        53","0","        80"," ","","","        49"," ","  -25.6","0,1212, ","   178"," ,0,1116, ","   160"," ,0,1115, ","  85.9"," ,0,0911, ","   40.0","0,0718,+","0.0","0,1023","-3.9","0,1102","-7.2","0,1103","-7.2","0,1103","-11.1","0,1209","-2.2","0,0502","-2.2","0,0502","-4.4","0,0417","-6.7","0,0309","-10.0","0,0219","    2950.1","1","    2950.1","0","    853.6"," ,0","      806"," ,0","     11.51","0","     18.10","0","      4.92","0","","","","","","","","","","","",""
"USW00093997","1962","38.87251","-98.80928","568.1","RUSSELL MUNICIPAL AIRPORT, KS US","","","    779.8","","     779.8","0","       104","0","        58","0","         7","0","       16","","         4","0","        12","0","       130","0","        26","0","       182","0","        50","0","        82"," ","","","        65"," ","  -26.1","0,0120, ","   127"," ,0,0123,+","   104"," ,0,0118, ","  39.4"," ,0,0804, ","   40.6","0,0818,+","-1.7","0,1024","-5.6","0,1025","-5.6","0,1025","-6.7","0,1105","-9.4","0,1210","0.0","0,0413","-2.8","0,0405","-8.3","0,0402","-8.3","0,0402","-11.7","0,0314","    3173.0","0","    3173.0","0","    747.7"," ,0","      258"," ,0","     12.39","0","     19.14","0","      5.64","0","","","","","","","","","","","",""
"USW00093997","1963","38.87251","-98.80928","568.1","RUSSELL MUNICIPAL AIRPORT, KS US","","","   1058.2","","    1058.2","0","        75","0","        36","0","         4","0","       25","","         4","0","        18","0","       125","0","        33","0","       204","0","        84","0","        66"," ","","","        45"," ","  -27.2","0,0127, ","   102"," ,0,1223,+","    56"," ,0,1221, ","  72.9"," ,0,0901, ","   41.1","0,0723, ","-4.4","0,1101","-4.4","0,1101","-4.4","0,1101","-8.9","0,1113","-8.9","0,1113","-1.1","0,0423","-3.9","0,0321","-7.2","0,0314","-7.2","0,0314","-14.4","0,0221","    2818.4","4","    2818.4","0","    458.1"," ,0","      240"," ,0","     13.45","0","     20.80","0","      6.10","0","","","","","","","","","","","",""
"USW00093997","1964","38.87251","-98.80928","568.1","RUSSELL MUNICIPAL AIRPORT, KS US","","","    883.1","","     883.1","0","        63","0","        41","0","         3","0","       10","","         4","0","         4","0","       145","0","        15","0","       189","0","        75","0","        77"," ","","","        38"," ","  -23.3","0,0113, ","   102"," ,0,1204, ","   112"," ,0,1203, ","  66.8"," ,0,0831, ","   43.3","0,0705, ","0.0","0,1005","-3.9","0,1019","-4.4","0,1119","-10.6","0,1120","-10.6","0,1120","-2.8","0,0414","-2.8","0,0414","-7.2","0,0408","-7.2","0,0408","-12.2","0,0326","    2846.4","4","    2846.4","0","    518.6"," ,0","      277"," ,0","     12.75","0","     20.19","0","      5.32","0","","","","","","","","","","","",""
"USW00093997","1965","38.87251","-98.80928","568.1","RUSSELL MUNICIPAL AIRPORT, KS US","","","    717.4","","     717.4","0","        79","0","        47","0","         9","0","       22","","         7","0","         3","0","       125","0","        26","0","       181","0","        51","0","        89"," ","        29"," ","        52"," ","  -20.6","0,0224, ","   203"," ,0,0212,+","   102"," ,0,0211, ","  44.7"," ,0,0531, ","   39.4","0,0723, ","-1.7","0,1022","-3.9","0,1109","-4.4","0,1118","-7.8","0,1128","-12.2","0,1215","-5.0","0,0428","-5.0","0,0428","-5.0","0,0428","-12.2","0,0326","-12.2","0,0326","    3025.0","0","    3025.0","0","    679.1"," ,0","      459"," ,0","     12.30","0","     19.48","0","      5.11","0","","","","","","","","","","","",""
"USW00093997","1966","38.87251","-98.80928","568.1","RUSSELL MUNICIPAL AIRPORT, KS US","","","    799.7","","     799.7","0","        64","0","        35","0","         7","0","       30","","         7","0","        12","0","       139","0","        34","0","       184","0","        56","0","        77"," ","        21"," ","        34"," ","  -26.7","0,0122, ","   229"," ,0,1231,+","   206"," ,0,1227, ","  90.2"," ,0,0607, ","   42.8","0,0705, ","-1.1","0,1015","-3.9","0,1016","-8.3","0,1101","-8.3","0,1101","-11.7","0,1102","-3.9","0,0513","-3.9","0,0513","-7.2","0,0421","-7.2","0,0421","-11.7","0,0324","    2945.4","4","    2945.4","0","    501.2"," ,0","      457"," ,0","     11.83","0","     19.33","0","      4.33","0","","","","","","","","","","","",""
"USW00093997","1967","38.87251","-98.80928","568.1","RUSSELL MUNICIPAL AIRPORT, KS US","","","    605.2","","     605.2","0","        87","0","        50","0","         9","0","       25","","         8","0","         4","0","       126","0","        22","0","       177","0","        46","0","        83"," ","         7"," ","        52"," ","  -21.1","0,0108, ","   127"," ,0,0104,+","    76"," ,0,1209, "," 145.5"," ,0,0917, ","   38.9","0,0730, ","-1.7","0,1010","-2.8","0,1027","-5.6","0,1103","-7.2","0,1104","-9.4","0,1105","-2.2","0,0502","-2.2","0,0502","-7.8","0,0318","-7.8","0,0318","-18.9","0,0308","    2904.3","3","    2904.3","0","    893.8"," ,0","      339"," ,0","     12.10","0","     19.17","0","      5.03","0","","","","","","","","","","","",""
"USW00093997","1968","38.87251","-98.80928","568.1","RUSSELL MUNICIPAL AIRPORT, KS US","","","    766.4","","     766.4","0","        70","0","        47","0","         4","0","       23","","         3","0","         4","0","       130","0","        29","0","       176","0","        62","0","        67"," ","        14"," ","        42"," ","  -23.3","0,1231, ","   102"," ,0,1223,+","   102"," ,0,1218, "," 105.9"," ,0,0922, ","   42.2","0,0628, ","-1.7","0,1028","-2.2","0,1110","-6.7","0,1111","-6.7","0,1111","-11.1","0,1213","-0.6","0,0424","-2.2","0,0408","-7.8","0,0405","-7.8","0,0405","-12.8","0,0323","    2968.0","0","    2968.0","0","    560.5"," ,0","      265"," ,0","     12.04","0","     19.04","0","      5.04","0","","","","","","","","","","","",""
"USW00093997","1969","38.87251","-98.80928","568.1","RUSSELL MUNICIPAL AIRPORT, KS US","","","    702.9","","     702.9","0","        84","0","        51","0","        11","0","       26","","         9","0","         0","0","       137","0","        27","0","       168","0","        41","0","       136"," ","        40"," ","        50"," ","  -17.2","0,0124, ","   152"," ,0,0220,+","   130"," ,0,0307, "," 130.8"," ,0,0831, ","   41.7","0,0703, ","-1.1","0,1013","-2.8","0,1014","-5.6","0,1114","-7.2","0,1119","-8.9","0,1228","-5.0","0,0330","-5.0","0,0330","-5.0","0,0330","-8.3","0,0329","-14.4","0,0311","    3230.5","5","    3230.5","0","   1024.9"," ,0","      622"," ,0","     11.58","0","     17.51","0","      5.65","0","","","","","","","","","","","",""
"USW00093997","1970","38.87251","-98.80928","568.1","RUSSELL MUNICIPAL AIRPORT, KS US","","","    900.7","","     900.7","0","        71","0","        36","0","         7","0","       13","","         7","0","         5","0","       148","0","        20","0","       169","0","        75","0","        76"," ","        24"," ","        38"," ","  -20.6","0,0108, ","   178"," ,0,0402,+","   147"," ,0,0315, ","  63.5"," ,0,0614, ","   42.8","0,0718, ","0.0","0,1008","-5.0","0,1105","-5.0","0,1105","-7.2","0,1114","-10.0","0,1115","0.0","0,0502","-2.8","0,0414","-7.2","0,0402","-7.2","0,0402","-15.0","0,0328","    3046.9","9","    3046.9","0","    624.6"," ,0","      692"," ,0","     12.23","0","     19.48","0","      4.98","0","","","","","","","","","","","",""
"USW00093997","1971","38.87251","-98.80928","568.1","RUSSELL MUNICIPAL AIRPORT, KS US","","","    756.5","","     756.5","0","        75","0","        45","0","        12","0","       51","","        11","0","         9","0","       134","0","        33","0","       170","0","        60","0","        83"," ","        24"," ","        52"," ","  -26.1","0,0106, ","   305"," ,0,0223, ","   229"," ,0,0221, ","  52.8"," ,0,0521, ","   42.8","0,0624, ","0.0","0,1030","-2.2","0,1103","-6.1","0,1106","-7.2","0,1107","-8.9","0,1227","0.0","0,0414","-8.3","0,0406","-8.3","0,0406","-8.3","0,0406","-18.3","0,0303","    3246.5","5","    3246.5","0","    819.1"," ,0","     1039"," ,0","     11.89","0","     18.45","0","      5.32","0","","","","","","","","","","","",""
"USW00093997","1972","38.87251","-98.80928","568.1","RUSSELL MUNICIPAL AIRPORT, KS US","","","    720.9","","     720.9","0","        83","0","        47","0","         7","0","       21","","         7","0","        10","0","       135","0","        32","0","       168","0","        58","0","       111"," ","        22"," ","        46"," ","  -21.7","0,0114, ","   102"," ,0,1119, ","    66"," ,0,1118, ","  59.9"," ,0,0802, ","   37.2","0,0820,+","-2.8","0,1018","-2.8","0,1018","-5.0","0,1019","-6.7","0,1114","-10.6","0,1203","-1.1","0,0408","-3.3","0,0404","-8.3","0,0401","-8.3","0,0401","-10.6","0,0304","    2859.2","2","    2859.2","0","    727.9"," ,0","      455"," ,0","     11.64","0","     18.19","0","      5.08","0","","","","","","","","","","","",""
"USW00093997","1973","38.87251","-98.80928","568.1","RUSSELL MUNICIPAL AIRPORT, KS US","","","    764.4","","     764.4","0","        92","0","        61","0","        14","0","       43","","        13","0","         4","0","       115","0","        26","0","       161","0","        57","0","       128"," ","        44"," ","        51"," ","  -21.1","0,1231,+","   305"," ,0,1231, ","   140"," ,0,1230, ","  56.4"," ,0,0724, ","   40.6","0,0825,+","-1.7","0,1029","-3.3","0,1103","-6.7","0,1121","-6.7","0,1121","-10.0","0,1206","-0.6","0,0416","-6.7","0,0410","-6.7","0,0410","-6.7","0,0410","-15.0","0,0216","    3182.7","7","    3182.7","0","   1022.9"," ,0","      896"," ,0","     12.22","0","     18.32","0","      6.12","0","","","","","","","","","","","",""
"USW00093997","1974","38.87251","-98.80928","568.1","RUSSELL MUNICIPAL AIRPORT, KS US","","","    726.1","","     726.1","0","        66","0","        43","0","         1","0","       26","","         6","0","        10","0","       118","0","        19","0","       175","0","        48","0","        98"," ","        17"," ","        49"," ","  -27.8","0,0104, ","   406"," ,0,0102, ","   147"," ,0,0323, ","  37.3"," ,0,1012, ","   41.7","0,0721, ","-0.6","0,1015","-3.3","0,1106","-5.0","0,1124","-10.6","0,1129","-10.6","0,1129","-1.1","0,0416","-2.2","0,0405","-10.0","0,0324","-10.0","0,0324","-10.0","0,0324","    2881.2","2","    2881.2","0","    407.0"," ,0","      401"," ,0","     12.47","0","     19.14","0","      5.81","0","","","","","","","","","","","",""
"USW00093997","1975","38.87251","-98.80928","568.1","RUSSELL MUNICIPAL AIRPORT, KS US","","","    793.1","","     793.1","0","        70","0","        47","0","         9","0","       35","","        10","0","         0","0","       138","0","        31","0","       174","0","        62","0","        97"," ","        22"," ","        32"," ","  -17.2","0,1126,+","   203"," ,0,0310, ","   206"," ,0,0309, ","  73.7"," ,0,0903, ","   39.4","0,0831, ","-2.2","0,1024","-2.2","0,1024","-6.1","0,1025","-7.8","0,1113","-11.1","0,1122","-3.3","0,0412","-3.3","0,0412","-8.3","0,0403","-8.3","0,0403","-8.9","0,0402","    3067.1","1","    3067.1","0","    800.2"," ,0","      866"," ,0","     12.08","0","     18.51","0","      5.65","0","","","","","","","","","","","",""
"USW00093997","1976","38.87251","-98.80928","568.1","RUSSELL MUNICIPAL AIRPORT, KS US","","","    795.5","","     795.5","0","        61","0","        40","0","         6","0","        9","","         8","0","         6","0","       134","0","        17","0","       176","0","        65","0","        70"," ","        11"," ","        50"," ","  -21.7","0,0107, ","    76"," ,0,0221, ","   127"," ,0,0304, ","  77.2"," ,0,0415, ","   42.8","0,0808, ","0.0","0,1008","-5.0","0,1019","-5.0","0,1019","-8.3","0,1111","-12.2","0,1112","-0.6","0,0503","-2.2","0,0401","-4.4","0,0321","-12.2","0,0313","-12.2","0,0313","    2725.2","2","    2725.2","0","    552.6"," ,0","      447"," ,0","     12.50","0","     19.78","0","      5.22","0","","","","","","","","","","","",""
"USW00093997","1977","38.87251","-98.80928","568.1","RUSSELL MUNICIPAL AIRPORT, KS US","","","    852.8","","     852.8","0","        80","0","        50","0","         8","0","       21","","         7","0","         7","0","       122","0","        23","0","       194","0","        50","0","       103"," ","        17"," ","        52"," ","  -20.0","0,0116,+","   152"," ,0,0106, ","    81"," ,0,0403, ","  44.7"," ,0,0825, ","   40.6","0,0724, ","-4.4","0,1012","-4.4","0,1012","-4.4","0,1012","-7.2","0,1120","-10.6","0,1121","-2.2","0,0405","-2.2","0,0405","-5.6","0,0331","-7.8","0,0305","-8.9","0,0301","    2924.9","9","    2924.9","0","    674.4"," ,0","      363"," ,0","     13.18","0","     19.80","0","      6.55","0","","","","","","","","","","","",""
"USW00093997","1978","38.87251","-98.80928","568.1","RUSSELL MUNICIPAL AIRPORT, KS US","","","    880.6","","     880.6","0","        73","0","        48","0","         6","0","       40","","        13","0","         8","0","       140","0","        56","0","       181","0","        71","0","        94"," ","        23"," ","        40"," ","  -23.3","0,0218,+","   305"," ,0,0215,+","   152"," ,0,0212, ","  39.1"," ,0,0525, ","   42.2","0,0625, ","0.0","0,1006","-3.3","0,1026","-6.1","0,1119","-8.3","0,1120","-11.7","0,1202","-1.1","0,0421","-2.8","0,0326","-4.4","0,0325","-7.2","0,0305","-18.9","0,0304","    3274.4","4","    3274.4","0","    641.6"," ,0","     1126"," ,0","     11.45","0","     17.99","0","      4.92","0","","","","","","","","","","","",""
"USW00093997","1979","38.87251","-98.80928","568.1","RUSSELL MUNICIPAL AIRPORT, KS US","","","    810.5","","     810.5","0","        69","0","        42","0","         4","0","       59","","        12","0","        22","0","       137","0","        40","0","       175","0","        67","0","       101"," ","        24"," ","        45"," ","  -26.7","0,0131, ","   432"," ,0,0130, ","   279"," ,0,1228, ","  78.0"," ,0,1030, ","   41.1","0,0713, ","0.0","0,1101","-2.2","0,1102","-4.4","0,1106","-6.7","0,1113","-9.4","0,1129","-0.6","0,0511","-5.0","0,0406","-5.0","0,0406","-7.2","0,0304","-23.9","0,0218","    3463.3","3","    3463.3","0","    573.8"," ,0","     1150"," ,0","     11.32","0","     18.10","0","      4.54","0","","","","","","","","","","","",""
"USW00093997","1980","38.87251","-98.80928","568.1","RUSSELL MUNICIPAL AIRPORT, KS US","","","   1070.3","","    1070.3","0","        70","0","        41","0","         3","0","       44","","        11","0","        10","0","       129","0","        32","0","       180","0","        89","0","        83"," ","        17"," ","        45"," ","  -22.2","0,0209, ","   381"," ,0,0209,+","   305"," ,0,0323, ","  33.8"," ,0,0815, ","   45.6","0,0630, ","0.0","0,1024","-2.2","0,1026","-5.0","0,1029","-10.0","0,1118","-10.0","0,1118","-1.1","0,0508","-3.3","0,0414","-5.6","0,0311","-12.2","0,0305","-12.2","0,0305","    3053.0","0","    3053.0","0","    513.1"," ,0","     1112"," ,0","     12.89","0","     19.67","0","      6.11","0","","","","","","","","","","","",""
"USW00093997","1981","38.87251","-98.80928","568.1","RUSSELL MUNICIPAL AIRPORT, KS US","","","    742.3","","     742.3","0","        84","0","        55","0","         8","0","        8","","         4","0","         3","0","       105","0","        13","0","       172","0","        37","0","       101"," ","        13"," ","        51"," ","  -23.3","0,0211, ","    51"," ,0,0202,+","    51"," ,0,0129, ","  55.1"," ,0,1101, ","   38.9","0,0714,+","-3.9","0,1023","-3.9","0,1023","-7.8","0,1120","-7.8","0,1120","-12.2","0,1216","-0.6","0,0510","-3.9","0,0323","-6.1","0,0319","-6.7","0,0310","-8.9","0,0212","    2557.3","3","    2557.3","0","    776.1"," ,0","      126"," ,0","     13.14","0","     19.46","0","      6.83","0","","","","","","","","","","","",""
"USW00093997","1982","38.87251","-98.80928","568.1","RUSSELL MUNICIPAL AIRPORT, KS US","","","    670.1","","     670.1","0","        99","0","        56","0","         6","0","","","         6","0","        14","0","       132","0","        36","0","       162","0","        44","0","       125"," ","        21"," ","        48"," ","  -25.0","0,0206, ","","","   127"," ,0,0211, ","  57.7"," ,0,0804, ","   38.9","0,0804, ","-2.8","0,1020","-2.8","0,1020","-5.6","0,1103","-9.4","0,1104","-9.4","0,1104","-1.1","0,0421","-4.4","0,0409","-4.4","0,0409","-7.2","0,0307","-12.2","0,0306","    3146.5","5","    3146.5","0","    748.7"," ,0","      348"," ,0","     11.30","0","     17.52","0","      5.08","0","","","","","","","","","","","",""
