"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"SFM00068842","1977","-33.985","25.617","68.9","PORT ELIZABETH INTERNATIONAL, SF","       101","S","        53","S","         8","S","","","","","","","","","","","","","  54.1"," ,S,0424, ","","","    793.5"," ,S","","","","","",""
"SFM00068842","1978","-33.985","25.617","68.9","PORT ELIZABETH INTERNATIONAL, SF","        96","S","        57","S","         4","S","","","","","","","","","","","","","  50.0"," ,S,0613, ","","","    682.4"," ,S","","","","","",""
"SFM00068842","1979","-33.985","25.617","68.9","PORT ELIZABETH INTERNATIONAL, SF","        86","S","        55","S","         6","S","","","","","","","","","","","","","  80.0"," ,S,0821, ","","","    733.1"," ,S","","","","","",""
"SFM00068842","1980","-33.985","25.617","68.9","PORT ELIZABETH INTERNATIONAL, SF","        85","S","        46","S","         4","S","         0"," ","         0","S","","","","","","","    4.0","S,0725,+","  40.9"," ,S,0417, ","","","    514.2"," ,S","","","","","     13.51","S"
"SFM00068842","1983","-33.985","25.617","68.9","PORT ELIZABETH INTERNATIONAL, SF","","","","","","","","","","","         0","S","       251","S","         2","S","","","","","   35.2","S,0506,+","","","","","     23.94","S","",""
"SFM00068842","1984","-33.985","25.617","68.9","PORT ELIZABETH INTERNATIONAL, SF","","","","","","","","","","","         0","S","       262","S","        11","S","","","","","   35.5","S,1202,+","","","","","     23.73","S","",""
"SFM00068842","1985","-33.985","25.617","68.9","PORT ELIZABETH INTERNATIONAL, SF","","","","","","","","","","","         0","S","       280","S","        14","S","","","","","   35.1","S,0505,+","","","","","     24.50","S","",""
"SFM00068842","1986","-33.985","25.617","68.9","PORT ELIZABETH INTERNATIONAL, SF","","","","","","","         0","S","         0","S","         0","S","       270","S","         4","S","    0.8","S,0627, ","","","   34.9","S,0904, ","","","     18.69","S","     23.68","S","     13.69","S"
"SFM00068842","1991","-33.985","25.617","68.9","PORT ELIZABETH INTERNATIONAL, SF","","","","","","","","","","","         0","S","       254","S","        12","S","","","","","   39.6","S,0307, ","","","","","     23.94","S","",""
"SFM00068842","1992","-33.985","25.617","68.9","PORT ELIZABETH INTERNATIONAL, SF","","","","","","","","","","","         0","S","       261","S","         5","S","","","","","   36.7","S,0512, ","","","","","     23.65","S","",""
"SFM00068842","1993","-33.985","25.617","68.9","PORT ELIZABETH INTERNATIONAL, SF","","","","","","","","","","","         0","S","       263","S","        11","S","","","","","   37.6","S,0220, ","","","","","     23.93","S","",""
"SFM00068842","1994","-33.985","25.617","68.9","PORT ELIZABETH INTERNATIONAL, SF","","","","","","","","","","","         0","S","       252","S","         4","S","","","","","   35.5","S,0514, ","","","","","     23.40","S","",""
"SFM00068842","1995","-33.985","25.617","68.9","PORT ELIZABETH INTERNATIONAL, SF","","","","","","","","","","","         0","S","       228","S","         5","S","","","","","   37.3","S,0407, ","","","","","     23.06","S","",""
"SFM00068842","1996","-33.985","25.617","68.9","PORT ELIZABETH INTERNATIONAL, SF","","","","","","","","","","","         0","S","       236","S","        10","S","","","","","   37.3","S,0123,+","","","","","     23.56","S","",""
"SFM00068842","1999","-33.985","25.617","68.9","PORT ELIZABETH INTERNATIONAL, SF","","","","","","","","","","","         0","S","       264","S","        15","S","","","","","   39.2","S,0401, ","","","","","     24.48","S","",""
"SFM00068842","2000","-33.985","25.617","68.9","PORT ELIZABETH INTERNATIONAL, SF","","","","","","","","","","","         0","S","       240","S","         0","S","","","","","   31.9","S,0912, ","","","","","     23.21","S","",""
"SFM00068842","2001","-33.985","25.617","68.9","PORT ELIZABETH INTERNATIONAL, SF","","","","","","","","","","","         0","S","       269","S","        12","S","","","","","   33.4","S,0513,+","","","","","     23.93","S","",""
"SFM00068842","2002","-33.985","25.617","68.9","PORT ELIZABETH INTERNATIONAL, SF","","","","","","","","","","","         0","S","       246","S","         3","S","","","","","   35.0","S,0428, ","","","","","     23.67","S","",""
"SFM00068842","2006","-33.985","25.617","68.9","PORT ELIZABETH INTERNATIONAL, SF","","","","","","","","","","","         0","S","       201","S","        10","S","","","","","   37.1","S,0401, ","","","","","     22.75","S","",""
"SFM00068842","2009","-33.985","25.617","68.9","PORT ELIZABETH INTERNATIONAL, SF","","","","","","","","","","","         0","S","       216","S","         7","S","","","","","   35.5","S,0406, ","","","","","     22.98","S","",""
"SFM00068842","2010","-33.985","25.617","68.9","PORT ELIZABETH INTERNATIONAL, SF","","","","","","","","","","","         0","S","       266","S","         9","S","","","","","   39.5","S,0310,+","","","","","     24.39","S","",""
"SFM00068842","2011","-33.985","25.617","68.9","PORT ELIZABETH INTERNATIONAL, SF","","","","","","","","","","","         0","S","       242","S","         8","S","","","","","   37.1","S,0308, ","","","","","     23.10","S","",""
