"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HN01","HN01_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","HX01","HX01_ATTRIBUTES","LN01","LN01_ATTRIBUTES","LX01","LX01_ATTRIBUTES","MN01","MN01_ATTRIBUTES","MX01","MX01_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES"
"USC00387666","1995","34.13112","-80.86852","134.1","SANDHILL RESEARCH ELGIN, SC US","","","","","       114","0","        74","0","        16","0","        0","","         0","0","","","","","         0","0","       246","0","        68","0","","","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+","  88.9"," ,0,0827, ","   38.9","0,0815, ","","","","","","","","","","","","","","","","","","","","","","","","","      29.4","0,0,2","","","      40.0","0,0,2","      -1.1","0,0,2","       2.8","0,0,2","      14.5","0,0,2","      23.0","0,0,2","   1263.3"," ,0","        0"," ,0","","","     23.70","0","","","",""
"USC00387666","1996","34.13112","-80.86852","134.1","SANDHILL RESEARCH ELGIN, SC US","   1029.6","","    1029.6","0","       115","0","        74","0","        10","0","        0","","         0","0","         0","0","        67","0","         2","0","       224","0","        62","0","","","","","  -12.8","0,0205, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  64.0"," ,0,0307, ","   38.3","0,0702,+","","","0.0","0,1103","-2.2","0,1111","-8.9","0,1220","-8.9","0,1220","-8.9","0,1220","-1.1","0,0410","-2.8","0,0323","-7.2","0,0311","-7.2","0,0311","-8.9","0,0309","","","      28.9","0,0,2","","","      38.3","0,0,2","      -2.2","0,0,2","       0.0","0,0,2","      14.7","0,0,2","      21.6","0,0,2","   1006.2"," ,0","        0"," ,0","     16.61","0","     23.37","0","      9.84","0","",""
"USC00387666","1997","34.13112","-80.86852","134.1","SANDHILL RESEARCH ELGIN, SC US","    913.5","","     913.5","0","       112","0","        82","0","        18","0","        0","","         0","0","         0","0","        34","0","         0","0","       223","0","        65","0","","","","","   -9.4","0,0118, ","     0"," ,0,1231,+","     0"," ,0,1231,+"," 154.4"," ,0,0724, ","   38.3","0,0705, ","","","0.0","0,1116","-3.3","0,1117","-5.6","0,1207","","","","","-1.7","0,0419","-2.2","0,0213","-4.4","0,0121","-8.3","0,0119","-9.4","0,0118","    1356.8","8","      28.9","0,0,2","    1356.8","0","      38.3","0,0,2","       0.6","0,0,2","       1.1","0,0,2","      15.2","0,0,2","      22.4","0,0,2","   1439.8"," ,0","        0"," ,0","     16.79","0","     23.33","0","     10.24","0","",""
"USC00387666","2000","34.13112","-80.86852","134.1","SANDHILL RESEARCH ELGIN, SC US","","","","","        81","0","        69","0","        13","0","        0","","         0","0","","","","","         0","0","       240","0","        77","0","","","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+"," 116.8"," ,0,0923, ","   39.4","0,0819, ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","   1073.6"," ,0","        0"," ,0","","","     23.51","0","","","",""
"USC00387666","2002","34.13112","-80.86852","134.1","SANDHILL RESEARCH ELGIN, SC US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    1164.5","5","","","    1164.5","0","","","","","","","","","","","","","","","","","","","","","",""
"USC00387666","2003","34.13112","-80.86852","134.1","SANDHILL RESEARCH ELGIN, SC US","","","","","       113","0","        89","0","        16","0","        0","","         0","0","","","","","         1","0","       233","0","        44","0","         4"," ","         1"," ","","","     0"," ,0,1231,+","     0"," ,0,1231,+","  66.0"," ,0,0702, ","   35.6","0,0830,+","","","","","","","","","","","","","","","","","","","","","","","","","      26.7","0,0,2","","","      28.3","0,0,2","       1.1","0,0,2","       2.8","0,0,2","      15.3","0,0,2","      16.7","0,0,2","   1309.7"," ,0","        0"," ,0","","","     22.87","0","","","",""
"USC00387666","2004","34.13112","-80.86852","134.1","SANDHILL RESEARCH ELGIN, SC US","","","","","        93","0","        79","0","        13","0","        0","","         0","0","","","","","         0","0","       242","0","        56","0","         4"," ","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+","  59.7"," ,0,0928, ","   36.1","0,0801,+","","","","","","","","","","","","","","","","","","","","","","","    1403.4","4","      26.7","0,0,2","    1403.4","0","      27.8","0,0,2","       2.2","0,0,2","       3.3","0,0,2","      16.3","0,0,2","      17.6","0,0,2","   1141.9"," ,0","        0"," ,0","","","     23.45","0","","","",""
"USC00387666","2005","34.13112","-80.86852","134.1","SANDHILL RESEARCH ELGIN, SC US","   1177.8","","    1177.8","0","       100","0","        80","0","        11","0","        0","","         0","0","         0","0","        42","0","         0","0","       235","0","        69","0","         5"," ","        12"," ","   -9.4","0,0124, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  59.7"," ,0,0811, ","   38.9","0,0729,+","","","-1.1","0,1118","-2.2","0,1119","","","","","","","-1.1","0,0309","-2.8","0,0303","-5.0","0,0125","-9.4","0,0124","-9.4","0,0124","","","","","","","","","","","","","","","","","   1160.6"," ,0","        0"," ,0","     17.64","0","     23.63","0","     11.64","0","",""
"USC00387666","2006","34.13112","-80.86852","134.1","SANDHILL RESEARCH ELGIN, SC US","","","","","","","","","","","        0","","         0","0","","","","","         0","0","       237","0","        68","0","         8"," ","        12"," ","","","     0"," ,0,1231,+","     0"," ,0,1231,+","","","   39.4","0,0805, ","","","","","","","","","","","","","","","","","","","","","","","","","      28.9","0,0,2","","","      30.0","0,0,2","       3.3","0,0,2","       5.6","0,0,2","      16.7","0,0,2","      17.9","0,0,2","","","        0"," ,0","","","     24.14","0","","","",""
"USC00387666","2007","34.13112","-80.86852","134.1","SANDHILL RESEARCH ELGIN, SC US","","","","","","","","","","","        0","","         0","0","","","","","","","","","","","        23"," ","        35"," ","","","     0"," ,0,1231,+","     0"," ,0,1231,+","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","        0"," ,0","","","","","","","",""
"USC00387666","2008","34.13112","-80.86852","134.1","SANDHILL RESEARCH ELGIN, SC US","   1094.0","","    1094.0","0","        85","0","        77","0","        16","0","        0","","         0","0","         0","0","        38","0","         0","0","       233","0","        75","0","        22"," ","        27"," ","   -7.8","0,0121, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  50.8"," ,0,1211, ","   38.9","0,0807,+","","","-3.9","0,1119","-3.9","0,1119","-5.6","0,1122","","","","","-1.1","0,0309","-2.8","0,0229","-4.4","0,0228","-7.8","0,0121","","","    1218.1","1","","","    1218.1","0","","","","","","","","","","","   1142.3"," ,0","        0"," ,0","     17.53","0","     23.85","0","     11.21","0","",""
"USC00387666","2009","34.13112","-80.86852","134.1","SANDHILL RESEARCH ELGIN, SC US","   1116.3","","    1116.3","0","        85","0","        75","0","        10","0","        0","","         0","0","         0","0","        47","0","         0","0","       220","0","        73","0","","","","","  -10.0","0,0117, ","     0"," ,0,1231,+","     0","T,0,0120, ","  67.3"," ,0,1013, ","   37.8","0,0811,+","","","-1.1","0,1127","-2.2","0,1221","","","","","","","-0.6","0,0306","-2.2","0,0305","-5.0","0,0304","-6.7","0,0206","-8.9","0,0118","    1478.3","3","","","    1478.3","0","","","","","","","","","","","   1051.4"," ,0","        0","T,0","     17.23","0","     23.26","0","     11.21","0","",""
"USC00387666","2010","34.13112","-80.86852","134.1","SANDHILL RESEARCH ELGIN, SC US","   1303.1","","    1303.1","0","        70","0","        60","0","         9","0","        0","","         0","0","         0","0","        65","0","         0","0","       226","0","       102","0","","","","","   -8.3","0,1214, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  53.3"," ,0,1028, ","   39.4","0,0709, ","","","0.0","0,1128","-2.2","0,1202","-6.1","0,1207","-7.8","0,1208","","","-1.1","0,0306","-2.2","0,0301","-5.6","0,0226","-6.7","0,0108","","","    1553.0","0","","","    1553.0","0","","","","","","","","","","","    953.4"," ,0","        0"," ,0","     17.38","0","     23.76","0","     10.99","0","",""
"USC00387666","2012","34.13112","-80.86852","134.1","SANDHILL RESEARCH ELGIN, SC US","   1138.9","","    1138.9","7","        91","7","        80","7","        10","7","","","","","         0","7","        24","7","         0","7","       246","7","        58","7","","","","","   -6.7","7,0104, ","","","","","  50.8"," ,7,0225, ","   42.8","7,0630, ","","","-2.2","7,1125","-2.2","7,1125","","","","","","","0.0","7,0307","-2.2","7,0214","-5.0","7,0213","-6.7","7,0104","","","    1097.6","6","      29.4","7,5,2","    1097.6","7","      32.2","7,5,2","       5.0","7,5,2","       6.1","7,5,2","      17.6","7,5,2","      19.3","7,5,2","    886.4"," ,7","","","     18.43","7","     24.76","7","     12.09","7","",""
"USC00387666","2013","34.13112","-80.86852","134.1","SANDHILL RESEARCH ELGIN, SC US","   1025.8","","    1025.8","7","        90","7","        75","7","        19","7","","","","","         0","7","        52","7","         0","7","       232","7","        55","7","","","","","   -5.0","7,1125, ","","","","","  71.1"," ,7,0817, ","   35.6","7,0613, ","","","-2.8","7,1113","-2.8","7,1113","-5.0","7,1125","","","","","-1.1","7,0328","-2.2","7,0326","-4.4","7,0218","","","","","    1386.2","2","      26.7","7,5,2","    1386.2","7","      28.9","7,5,2","       3.9","7,5,2","       6.1","7,5,2","      16.2","7,5,2","      17.9","7,5,2","   1388.2"," ,7","","","     17.07","7","     23.32","7","     10.82","7","",""
"USC00387666","2014","34.13112","-80.86852","134.1","SANDHILL RESEARCH ELGIN, SC US","   1152.1","","    1152.1","7","        85","7","        70","7","        15","7","","","","","         0","7","        49","7","         2","7","       222","7","        78","7","","","","","  -11.1","7,0108,+","","","","","  71.1"," ,7,0813, ","   37.2","7,0715, ","","","0.0","7,1102","-2.8","7,1115","-5.6","7,1119","","","","","-2.2","7,0328","-2.2","7,0328","-4.4","7,0305","-9.4","7,0131","-9.4","7,0131","    1484.6","6","      27.8","7,5,2","    1484.6","7","      30.0","7,5,2","       2.2","7,5,2","       3.3","7,5,2","      16.0","7,5,2","      17.9","7,5,2","   1177.8"," ,7","","","     17.15","7","     23.68","7","     10.63","7","",""
"USC00387666","2015","34.13112","-80.86852","134.1","SANDHILL RESEARCH ELGIN, SC US","   1222.1","","    1222.1","7","        90","7","        79","7","        15","7","        0","","         0","7","         0","7","        42","7","         2","7","       232","7","        88","7","","","","","  -11.1","7,0220, ","     0"," ,7,1231,+","     0","T,7,0224, ","  63.5"," ,7,1222,+","   39.4","7,0711,+","","","0.0","7,1124","-3.9","7,1219","","","","","","","0.0","7,0330","-2.2","7,0329","-9.4","7,0221","-9.4","7,0221","-9.4","7,0221","    1430.8","8","","","    1430.8","7","","","","","","","","","","","   1575.6"," ,7","        0","T,7","     18.13","7","     24.38","7","     11.89","7","",""
"USC00387666","2024","34.13112","-80.86852","134.1","SANDHILL RESEARCH ELGIN, SC US","   1022.4","","    1022.4","7","","","","","","","","","","","         0","7","        39","7","         0","7","       237","7","        55","7","","","","","   -8.9","7,0122,+","","","","","","","   38.3","7,0627, ","","","-2.2","7,1129","-2.2","7,1129","-4.4","7,1204","","","","","-0.6","7,0408","-8.9","7,0122","-8.9","7,0122","-8.9","7,0122","-8.9","7,0122","","","","","","","","","","","","","","","","","","","","","     17.62","7","     23.51","7","     11.73","7","",""
