"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES"
"USC00295760","1905","35.6","-105.43333","2148.8","MINERAL HILL, NM US","        59","6","        55","6","         5","6","","","         6"," ","","","  38.1"," ,6,1122, ","    594.2"," ,6","",""
"USC00295760","1906","35.6","-105.43333","2148.8","MINERAL HILL, NM US","","","","","","","","","         4"," ","","","","","","","",""
"USC00295760","1907","35.6","-105.43333","2148.8","MINERAL HILL, NM US","        60","6","        49","6","         2","6","","","         3"," ","","","  35.3"," ,6,0831, ","    510.1"," ,6","",""
"USC00295760","1908","35.6","-105.43333","2148.8","MINERAL HILL, NM US","        45","6","        39","6","         2","6","","","         2"," ","","","  77.2"," ,6,0626, ","    514.6"," ,6","",""
"USC00295760","1910","35.6","-105.43333","2148.8","MINERAL HILL, NM US","        40","6","        34","6","         3","6","","","","","","","  33.5"," ,6,0614, ","    396.4"," ,6","",""
"USC00295760","1911","35.6","-105.43333","2148.8","MINERAL HILL, NM US","        60","6","        50","6","         3","6","","","         2"," ","","","  40.6"," ,6,1027, ","    580.8"," ,6","",""
"USC00295760","1913","35.6","-105.43333","2148.8","MINERAL HILL, NM US","        43","6","        39","6","         4","6","        14","6","","","   178"," ,6,0203, ","  59.2"," ,6,0611, ","    529.6"," ,6","     1563"," ,6"
"USC00295760","1914","35.6","-105.43333","2148.8","MINERAL HILL, NM US","        52","6","        50","6","         5","6","        10","6","         1"," ","   229"," ,6,1219, ","  34.5"," ,6,0718, ","    578.1"," ,6","      915"," ,6"
"USC00295760","1915","35.6","-105.43333","2148.8","MINERAL HILL, NM US","        39","6","        35","6","        10","6","        15","6","         1"," ","   305"," ,6,0219, ","  68.8"," ,6,0415, ","    646.7"," ,6","     1359"," ,6"
"USC00295760","1916","35.6","-105.43333","2148.8","MINERAL HILL, NM US","        43","6","        37","6","         6","6","        14","6","","","   457"," ,6,0330, ","  42.2"," ,6,0817, ","    513.6"," ,6","     1802"," ,6"
"USC00295760","1917","35.6","-105.43333","2148.8","MINERAL HILL, NM US","        36","6","        33","6","         3","6","","","","","","","  47.0"," ,6,0829, ","    374.5"," ,6","",""
"USC00295760","1918","35.6","-105.43333","2148.8","MINERAL HILL, NM US","        40","6","        34","6","         3","6","        17","6","","","   254"," ,6,1217, ","  32.8"," ,6,0905, ","    452.6"," ,6","     2187"," ,6"
"USC00295760","1919","35.6","-105.43333","2148.8","MINERAL HILL, NM US","        57","6","        53","6","         8","6","        14","6","","","   381"," ,6,0321, ","  64.8"," ,6,0409, ","    824.2"," ,6","     1802"," ,6"
"USC00295760","1920","35.6","-105.43333","2148.8","MINERAL HILL, NM US","        44","6","        37","6","         5","6","","","         2"," ","","","  68.1"," ,6,0812, ","    524.2"," ,6","",""
"USC00295760","1921","35.6","-105.43333","2148.8","MINERAL HILL, NM US","        53","6","        48","6","         5","6","","","","","","","  64.0"," ,6,0604, ","    631.2"," ,6","",""
