"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES"
"USC00050834","1950","39.6567","-102.1193","1132.9","BONNY DAM 2 NE, CO US","","","","","        66","0","        31","0","         0","0","","","","","","","","","","","","","","","         1"," ","","","","","","","","","  18.8"," ,0,0730, ","","","","","","","","","","","","","","","","","","","","","","","    3107.1","1","    3107.1","0","    260.2"," ,0","","","","","","","","","",""
"USC00050834","1951","39.6567","-102.1193","1132.9","BONNY DAM 2 NE, CO US","    371.4","","     371.4","0","        83","0","        42","0","         3","0","","","","","        16","0","       175","0","        25","0","       156","0","        37","0","        12"," ","","","  -28.9","0,0201, ","","","","","  45.7"," ,0,0712, ","   37.2","0,0721, ","0.0","0,0928","-2.2","0,1017","-7.2","0,1031","-7.2","0,1031","-20.6","0,1102","-0.6","0,0602","-5.6","0,0422","-5.6","0,0422","-10.6","0,0415","-10.6","0,0415","","","","","    515.2"," ,0","","","      9.23","0","     16.92","0","      1.54","0","",""
"USC00050834","1952","39.6567","-102.1193","1132.9","BONNY DAM 2 NE, CO US","    659.1","","     659.1","0","        69","0","        29","0","         1","0","","","","","         8","0","       171","0","        30","0","       170","0","        73","0","         6"," ","","","  -21.7","0,1128, ","","","","","  27.9"," ,0,0508, ","   40.6","0,0616, ","-6.1","0,1006","-6.1","0,1006","-6.1","0,1006","-7.2","0,1007","-9.4","0,1110","-0.6","0,0423","-3.3","0,0414","-5.6","0,0410","-10.6","0,0324","-10.6","0,0324","    3550.8","8","    3550.8","0","    248.6"," ,0","","","     10.55","0","     18.58","0","      2.53","0","",""
"USC00050834","1953","39.6567","-102.1193","1132.9","BONNY DAM 2 NE, CO US","    627.5","","     627.5","0","        61","0","        31","0","         0","0","","","         1","0","         2","0","       160","0","        17","0","       171","0","        67","0","         2"," ","","","  -18.9","0,0221, ","","","   152"," ,0,0412, ","  21.3"," ,0,0805, ","   41.1","0,0702, ","-1.1","0,1004","-2.2","0,1025","-4.4","0,1026","-7.2","0,1120","-11.7","0,1121","-1.1","0,0514","-2.2","0,0513","-5.0","0,0420","-7.8","0,0419","-9.4","0,0418","    3343.1","1","    3343.1","0","    263.5"," ,0","      152"," ,0","     11.42","0","     19.27","0","      3.57","0","     83277","0"
"USC00050834","1955","39.6567","-102.1193","1132.9","BONNY DAM 2 NE, CO US","    688.0","","     688.0","0","        50","0","        23","0","         2","0","       33","","","","         5","0","       161","0","        40","0","       173","0","        72","0","         2"," ","","","  -22.2","0,0119, ","   102"," ,0,0325, ","","","  27.9"," ,0,0517, ","   39.4","0,0731, ","0.0","0,1023","-2.2","0,1028","-5.0","0,1030","-7.8","0,1102","-10.6","0,1115","-0.6","0,0428","-4.4","0,0407","-4.4","0,0407","-11.7","0,0328","-11.7","0,0328","    3221.5","5","    3221.5","0","    245.9"," ,0","","","     10.73","0","     18.69","0","      2.78","0","     90671","0"
"USC00050834","1956","39.6567","-102.1193","1132.9","BONNY DAM 2 NE, CO US","    642.2","","     642.2","0","        57","0","        29","0","         0","0","","","        14","0","         7","0","       160","0","        25","0","       182","0","        68","0","         9"," ","         1"," ","  -20.6","0,0203,+","","","   152"," ,0,0315, ","  24.9"," ,0,0713, ","   38.9","0,0728,+","0.0","0,1021","-2.2","0,1102","-4.4","0,1103","-7.2","0,1108","-8.9","0,1116","-2.2","0,0430","-2.2","0,0430","-5.0","0,0410","-7.2","0,0407","-13.9","0,0316","    3356.1","1","    3356.1","0","    283.0"," ,0","      875"," ,0","     11.25","0","     19.26","0","      3.24","0","     69409","0"
"USC00050834","1957","39.6567","-102.1193","1132.9","BONNY DAM 2 NE, CO US","","","","","        79","0","        46","0","         4","0","","","         8","0","","","","","","","","","","","        12"," ","","","","","","","    76"," ,0,0408, ","  51.1"," ,0,0601, ","","","","","","","","","","","","","","","","","","","","","","","    3367.9","9","    3367.9"," ","    513.6"," ,0","      418"," ,0","","","","","","","",""
"USC00050834","1958","39.6567","-102.1193","1132.9","BONNY DAM 2 NE, CO US","    491.4","","     491.4","0","        95","0","        52","0","         3","0","       43","","","","         5","0","       169","0","        27","0","       172","0","        38","0","         2"," ","","","  -18.3","0,0122, ","   178"," ,0,0313,+","","","  56.1"," ,0,0502, ","   38.3","0,0629, ","-2.8","0,1010","-2.8","0,1010","-4.4","0,1101","-8.3","0,1117","-10.0","0,1118","-0.6","0,0429","-5.0","0,0424","-5.0","0,0424","-13.3","0,0318","-13.3","0,0318","","","","","    553.1"," ,0","","","     10.39","0","     17.86","0","      2.93","0","     60690","0"
"USC00050834","1959","39.6567","-102.1193","1132.9","BONNY DAM 2 NE, CO US","    581.7","","     581.7","0","        70","0","        39","0","         1","0","       32","","        16","0","         9","0","       175","0","        20","0","       161","0","        66","0","         7"," ","","","  -28.3","0,0104, ","   102"," ,0,1031,+","   152"," ,0,0410, ","  35.1"," ,0,0703, ","   38.9","0,0812, ","0.0","0,0930","-2.2","0,1011","-6.1","0,1027","-9.4","0,1031","-9.4","0,1031","-4.4","0,0422","-4.4","0,0422","-4.4","0,0422","-7.8","0,0412","-11.1","0,0328","    3370.7","7","    3370.7","0","    339.7"," ,0","      971"," ,0","     10.13","0","     18.28","0","      1.98","0","     69911","0"
"USC00050834","1960","39.6567","-102.1193","1132.9","BONNY DAM 2 NE, CO US","    490.5","","     490.5","0","        78","0","        47","0","         3","0","       75","","        21","0","        18","0","       155","0","        40","0","       162","0","        56","0","        11"," ","","","  -31.1","0,0303, ","   610"," ,0,0305,+","   305"," ,0,0204, ","  57.2"," ,0,0706, ","   39.4","0,0803,+","-1.1","0,1019","-2.2","0,1030","-5.6","0,1105","-11.1","0,1109","-11.1","0,1109","0.0","0,0501","-2.8","0,0430","-10.6","0,0318","-10.6","0,0318","-10.6","0,0318","    3829.0","0","    3829.0","0","    477.2"," ,0","     1721"," ,0","      9.54","0","     17.39","0","      1.70","0","     67628","0"
