"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"MXM00076680","1991","19.4","-99.183","2303.0","MEXICO CITY, MX","","","","","","","","","","","","","","","         0","G","       259","G","         4","G","","","","","   33.3","G,0308, ","","","","","     24.31","G","",""
"MXM00076680","1997","19.4","-99.183","2303.0","MEXICO CITY, MX","    231.6","","     231.6","G","","","","","","","         0","G","         0","G","         0","G","       315","G","         0","G","    1.9","G,1215, ","","","   30.0","G,0616, ","","","     17.95","G","     24.41","G","     11.49","G"
"MXM00076680","2017","19.4","-99.183","2303.0","MEXICO CITY, MX","","","","","        73","S","        44","S","         3","S","","","","","","","","","","","","","  36.1"," ,S,0523, ","","","    446.9"," ,S","","","","","",""
