"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES"
"USC00196699","1949","42.36667","-72.28333","167.6","QUABBIN INTAKE, MA US","       109","0","        76","0","         6","0","","","","","         4"," ","","","  59.9"," ,0,0901, ","   1001.2"," ,0","",""
"USC00196699","1950","42.36667","-72.28333","167.6","QUABBIN INTAKE, MA US","","","","","","","","","","","","","","","","","   1117.0"," ,0","",""
"USC00196699","1951","42.36667","-72.28333","167.6","QUABBIN INTAKE, MA US","        92","0","        77","0","        14","0","","","","","","","","","  68.6"," ,0,1008, ","   1291.6"," ,0","",""
"USC00196699","1952","42.36667","-72.28333","167.6","QUABBIN INTAKE, MA US","       109","0","        69","0","        14","0","","","","","         6"," ","","","  62.7"," ,0,0711, ","   1128.5"," ,0","",""
"USC00196699","1953","42.36667","-72.28333","167.6","QUABBIN INTAKE, MA US","       123","0","        89","0","        14","0","        11","0","","","         4"," ","   165"," ,0,0109, ","  45.5"," ,0,0414, ","   1340.0"," ,0","      890"," ,0"
"USC00196699","1954","42.36667","-72.28333","167.6","QUABBIN INTAKE, MA US","       147","0","        91","0","        13","0","","","","","","","","","  52.1"," ,0,0912, ","   1275.4"," ,0","",""
"USC00196699","1955","42.36667","-72.28333","167.6","QUABBIN INTAKE, MA US","       123","0","        89","0","        13","0","        15","0","         1"," ","         9"," ","   127"," ,0,0304, "," 177.8"," ,0,0819, ","   1343.4"," ,0","      697"," ,0"
"USC00196699","1956","42.36667","-72.28333","167.6","QUABBIN INTAKE, MA US","       153","0","        98","0","        10","0","","","","","         4"," ","","","  51.3"," ,0,0907, ","   1221.3"," ,0","",""
"USC00196699","1957","42.36667","-72.28333","167.6","QUABBIN INTAKE, MA US","       119","0","        76","0","         8","0","        17","0","","","         1"," ","   102"," ,0,0111, ","  40.9"," ,0,0917, ","    928.1"," ,0","      939"," ,0"
"USC00196699","1958","42.36667","-72.28333","167.6","QUABBIN INTAKE, MA US","       142","0","        97","0","        13","0","        19","0","","","","","   305"," ,0,0108, ","  56.4"," ,0,0709, ","   1187.1"," ,0","     1773"," ,0"
"USC00196699","1959","42.36667","-72.28333","167.6","QUABBIN INTAKE, MA US","       144","0","        88","0","        12","0","        12","0","","","","","   254"," ,0,0313, "," 131.3"," ,0,0721, ","   1418.3"," ,0","     1069"," ,0"
"USC00196699","1960","42.36667","-72.28333","167.6","QUABBIN INTAKE, MA US","       133","0","        88","0","        11","0","        23","0","","","","","   305"," ,0,0304, ","  74.4"," ,0,0913, ","   1274.8"," ,0","     1592"," ,0"
