"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DSND","DSND_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES"
"NOE00110268","1957","59.38","7.8289","74.0","BORSAE, NO","      162","","  1300"," ,E,0321, "
"NOE00110268","1958","59.38","7.8289","74.0","BORSAE, NO","      181","","   900"," ,E,0213, "
"NOE00110268","1959","59.38","7.8289","74.0","BORSAE, NO","      183","","  1880"," ,E,1231, "
"NOE00110268","1960","59.38","7.8289","74.0","BORSAE, NO","      206","","  2200"," ,E,0222, "
"NOE00110268","1961","59.38","7.8289","74.0","BORSAE, NO","      184","","  1830"," ,E,0210,+"
"NOE00110268","1962","59.38","7.8289","74.0","BORSAE, NO","      207","","  1840"," ,E,0404, "
"NOE00110268","1963","59.38","7.8289","74.0","BORSAE, NO","      197","","  1240"," ,E,0416,+"
"NOE00110268","1964","59.38","7.8289","74.0","BORSAE, NO","      183","","  1220"," ,E,0302,+"
"NOE00110268","1965","59.38","7.8289","74.0","BORSAE, NO","      203","","  1560"," ,E,0117, "
"NOE00110268","1966","59.38","7.8289","74.0","BORSAE, NO","      213","","  1700"," ,E,0303,+"
"NOE00110268","1967","59.38","7.8289","74.0","BORSAE, NO","      220","","  1960"," ,E,0303, "
"NOE00110268","1968","59.38","7.8289","74.0","BORSAE, NO","      195","","  1490"," ,E,0323, "
"NOE00110268","1969","59.38","7.8289","74.0","BORSAE, NO","      145","","  1560"," ,E,0123, "
