"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES"
"CA00116FRMN","1991","50.7","-119.2833","351.0","SALMON ARM CS, BC CA","    186.8","","     186.8","C","","","","","","","         3","C","       138","C","        29","C","       127","C","        19","C","  -23.5","C,0106, ","","","   36.5","C,0808, ","-1.9","C,1004","-3.1","C,1017","-4.4","C,1025","-9.3","C,1028","-9.3","C,1028","-0.4","C,0502","-2.6","C,0411","-5.1","C,0327","-10.3","C,0305","-10.3","C,0305","","","","","","","      8.62","C","     14.63","C","      2.61","C","","","",""
"CA00116FRMN","1992","50.7","-119.2833","351.0","SALMON ARM CS, BC CA","    242.9","","     242.9","C","","","","","","","         5","C","       129","C","        29","C","       123","C","        28","C","  -23.7","C,1231, ","","","   37.6","C,0624, ","-0.7","C,0915","-3.6","C,1007","-6.2","C,1124","-8.0","C,1125","-10.5","C,1201","0.0","C,0513","-5.9","C,0411","-5.9","C,0411","-7.0","C,0126","","","    3289.2","2","    3289.2","C","","","      9.21","C","     15.20","C","      3.22","C","","","",""
"CA00116FRMN","1993","50.7","-119.2833","351.0","SALMON ARM CS, BC CA","    115.4","","     115.4","C","","","","","","","        22","C","       142","C","        45","C","       124","C","         6","C","  -27.4","C,0106, ","","","   34.8","C,0806, ","0.0","C,1019","-2.5","C,1020","-6.1","C,1105","-7.3","C,1121","-12.4","C,1122","-0.4","C,0415","-2.6","C,0406","-4.8","C,0327","-10.9","C,0316","-10.9","C,0316","    4102.5","5","    4102.5","C","","","      7.53","C","     13.48","C","      1.59","C","","","",""
"CA00116FRMN","1994","50.7","-119.2833","351.0","SALMON ARM CS, BC CA","    193.0","","     193.0","C","","","","","","","         2","C","       124","C","        27","C","       124","C","        21","C","  -18.1","C,0208, ","","","   38.3","C,0722, ","-0.4","C,1003","-2.3","C,1029","-6.5","C,1107","-8.2","C,1120","-12.7","C,1121","-0.9","C,0415","-2.2","C,0414","-5.1","C,0325","-7.0","C,0306","-10.9","C,0225","    3587.3","3","    3587.3","C","","","      9.03","C","     14.98","C","      3.08","C","","","",""
"CA00116FRMN","1995","50.7","-119.2833","351.0","SALMON ARM CS, BC CA","    128.6","","     128.6","C","","","","","","","         2","C","       120","C","        30","C","       121","C","         9","C","  -19.6","C,1208, ","","","   35.4","C,0804, ","-1.2","C,1019","-3.7","C,1029","-5.0","C,1030","-7.0","C,1101","-10.9","C,1110","-0.2","C,0422","-2.9","C,0416","-4.7","C,0326","-9.9","C,0307","-9.9","C,0307","    3665.3","3","    3665.3","C","","","      8.78","C","     14.36","C","      3.20","C","","","",""
"CA00116FRMN","1996","50.7","-119.2833","351.0","SALMON ARM CS, BC CA","    144.6","","     144.6","C","","","","","","","        16","C","       131","C","        48","C","        92","C","        14","C","  -27.8","C,0130, ","","","   34.8","C,0730, ","0.0","C,0923","-2.8","C,1017","-5.1","C,1031","-8.2","C,1118","-9.3","C,1119","-0.9","C,0428","-2.2","C,0329","-6.3","C,0328","-7.6","C,0325","-11.6","C,0306","    3843.3","3","    3843.3","C","","","      7.19","C","     12.65","C","      1.74","C","","","",""
"CA00116FRMN","1997","50.7","-119.2833","351.0","SALMON ARM CS, BC CA","    122.7","","     122.7","C","","","","","","","         3","C","       119","C","        21","C","       113","C","         3","C","  -23.6","C,0127, ","","","   32.6","C,0805,+","-0.2","C,1008","-2.8","C,1202","-5.0","C,1203","-7.8","C,1207","-9.3","C,1222","0.0","C,0422","-2.6","C,0412","-8.7","C,0315","-8.7","C,0315","-10.4","C,0228","    3998.9","9","    3998.9","C","","","      8.91","C","     14.09","C","      3.72","C","","","",""
"CA00116FRMN","2000","50.7","-119.2833","351.0","SALMON ARM CS, BC CA","    115.7","","     115.7","C","","","","","","","         2","C","       130","C","        25","C","        97","C","        10","C","  -19.1","C,1215, ","","","   34.3","C,0719, ","-1.4","C,0922","-3.9","C,1005","-4.7","C,1111","-8.7","C,1209","-10.0","C,1211","-0.3","C,0507","-2.7","C,0407","-4.9","C,0305","-10.9","C,0220","-10.9","C,0220","    3610.4","4","    3610.4","C","","","      8.27","C","     13.69","C","      2.86","C","","","",""
"CA00116FRMN","2001","50.7","-119.2833","351.0","SALMON ARM CS, BC CA","    131.0","","     131.0","C","","","","","","","         0","C","       136","C","        18","C","       114","C","        10","C","  -14.6","C,0207, ","","","   35.7","C,0704, ","-0.5","C,1003","-3.6","C,1107","-5.7","C,1118","-8.4","C,1215","-9.8","C,1220","-0.9","C,0506","-2.3","C,0415","-4.5","C,0310","-8.6","C,0304","-11.0","C,0227","    3840.6","6","    3840.6","C","","","      8.61","C","     14.38","C","      2.84","C","","","",""
"CA00116FRMN","2002","50.7","-119.2833","351.0","SALMON ARM CS, BC CA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    3731.2","2","    3731.2","C","","","","","","","","","","","",""
"CA00116FRMN","2003","50.7","-119.2833","351.0","SALMON ARM CS, BC CA","    222.9","","     222.9","C","","","","","","","         0","C","       127","C","        26","C","       119","C","        17","C","  -13.4","C,1122, ","","","   37.7","C,0730, ","-1.3","C,1015","-3.3","C,1030","-8.3","C,1031","-8.3","C,1031","-8.9","C,1104","-2.9","C,0406","-2.9","C,0406","-5.6","C,0310","-7.2","C,0309","-9.0","C,0225","","","","","","","      9.09","C","     14.86","C","      3.32","C","","","",""
