"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00040677","1968","37.08333","-122.06667","220.1","BEN LOMOND NUMBER 4, CA US","    210.8","","     210.8","0","        61","0","        43","0","        16","0","        0","","         0","0","         0","0","        25","0","         0","0","       214","0","        32","0","","","   -5.0","0,1221, ","     0"," ,0,1231,+","     0","T,0,0128,+"," 125.2"," ,0,0130, ","   38.9","0,0925, ","0.0","0,1129","-5.0","0,1221","-5.0","0,1221","-0.6","0,0421","-2.2","0,0201","","","","","   1055.4"," ,0","        0","T,0","     14.57","0","     22.49","0","      6.66","0"
"USC00040677","1969","37.08333","-122.06667","220.1","BEN LOMOND NUMBER 4, CA US","    171.8","","     171.8","0","        71","0","        59","0","        21","0","        0","","         0","0","         0","0","        20","0","         0","0","       208","0","        30","0","         3"," ","   -2.8","0,0129, ","     0"," ,0,1231,+","     0","T,0,0128, "," 186.7"," ,0,0113, ","   38.9","0,0804, ","-0.6","0,1118","-2.2","0,1230","","","-1.1","0,0316","-2.8","0,0129","    1727.0","0","    1727.0","0","   1659.0"," ,0","        0","T,0","     14.40","0","     22.02","0","      6.77","0"
"USC00040677","1970","37.08333","-122.06667","220.1","BEN LOMOND NUMBER 4, CA US","    267.7","","     267.7","0","        71","0","        54","0","        17","0","        0","","         0","0","         0","0","        16","0","         0","0","       209","0","        43","0","         2"," ","   -3.3","0,0105, ","     0"," ,0,1231,+","     0"," ,0,1231,+"," 102.4"," ,0,0116, ","   40.0","0,0703,+","0.0","0,1213","-2.2","0,1225","","","0.0","0,0429","-2.8","0,0106","    1414.0","0","    1414.0","0","   1343.4"," ,0","        0"," ,0","     14.80","0","     22.49","0","      7.10","0"
"USC00040677","1971","37.08333","-122.06667","220.1","BEN LOMOND NUMBER 4, CA US","    234.3","","     234.3","0","        57","0","        39","0","        11","0","        0","","         0","0","         0","0","        48","0","         0","0","       191","0","        47","0","","","   -3.3","0,1216,+","     0"," ,0,1231,+","     0","T,0,0227, ","  64.8"," ,0,0312, ","   44.4","0,0914,+","-0.6","0,1017","-2.8","0,1030","","","0.0","0,0401","-2.8","0,0306","    1774.7","7","    1774.7","0","    664.8"," ,0","        0","T,0","     13.56","0","     22.01","0","      5.10","0"
"USC00040677","1972","37.08333","-122.06667","220.1","BEN LOMOND NUMBER 4, CA US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    1869.2","2","    1869.2"," ","","","","","","","","","",""
