"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES"
"MXN00006016","1985","18.9","-103.7167","507.8","SAN GABRIEL, MX","","","","","","","","","       0.0","0","       0.0","m","",""
"MXN00006016","1988","18.9","-103.7167","507.8","SAN GABRIEL, MX","         0","m","         0","m","         0","m","     0"," ,m,1231,+","","","","","      0.0"," ,m"
