"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","MNPN","MNPN_ATTRIBUTES","MXPN","MXPN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES"
"USC00292848","1909","33.146","-107.1843","1393.2","ELEPHANT BUTTE DAM, NM US","","","","","        36","6","        19","6","         0","6","","","","","         1","6","       103","6","","","","","","","","","","","  -19.4","6,1219, ","","","","","  25.1"," ,6,0704, ","","","","","-1.1","6,1101","-2.8","6,1114","-6.7","6,1117","-6.7","6,1117","-12.2","6,1205","-1.1","6,0410","-3.9","6,0315","-5.0","6,0314","-7.2","6,0313","","","","","","","","","","","    169.9"," ,6","","","","","","","      6.62","6","",""
"USC00292848","1910","33.146","-107.1843","1393.2","ELEPHANT BUTTE DAM, NM US","   1085.6","","    1085.6","6","        29","6","        15","6","         0","6","","","         0","6","         0","6","        93","6","         0","6","       258","6","       119","6","","","","","  -15.0","6,0217, ","","","     0","T,6,0216,+","  18.8"," ,6,0725, ","   40.0","6,0608, ","","","-1.1","6,1021","-3.9","6,1121","-5.6","6,1202","-7.8","6,1223","-10.6","6,1230","0.0","6,0416","-2.2","6,0405","-12.2","6,0218","-12.2","6,0218","-12.2","6,0218","","","","","","","","","    147.2"," ,6","        0","T,6","     16.73","6","     25.93","6","      7.53","6","",""
"USC00292848","1911","33.146","-107.1843","1393.2","ELEPHANT BUTTE DAM, NM US","","","","","        42","6","        33","6","         1","6","","","","","         0","6","        76","6","","","","","","","","","","","  -15.0","6,0103, ","","","","","  25.7"," ,6,0919, ","","","","","0.0","6,1022","-2.8","6,1112","-4.4","6,1124","-10.6","6,1129","-10.6","6,1129","-1.1","6,0320","-3.3","6,0223","-6.7","6,0222","-6.7","6,0222","-9.4","6,0107","    1569.8","8","    1569.8","6","","","","","    343.1"," ,6","","","","","","","      8.29","6","",""
"USC00292848","1912","33.146","-107.1843","1393.2","ELEPHANT BUTTE DAM, NM US","","","","","","","","","","","","","","","         0","6","       115","6","","","","","","","","","","","  -13.9","6,1207, ","","","","","","","","","","","-2.2","6,1101","-2.2","6,1101","-4.4","6,1110","-7.2","6,1206","-13.9","6,1207","0.0","6,0408","-2.2","6,0229","-5.0","6,0227","-6.7","6,0222","-8.9","6,0104","","","","","","","","","","","","","","","","","      6.16","6","",""
"USC00292848","1913","33.146","-107.1843","1393.2","ELEPHANT BUTTE DAM, NM US","","","","","        43","6","        30","6","         1","6","","","         5","6","","","","","         3","6","       226","6","        97","6","","","","","","","","","   114"," ,6,0106, ","  25.4"," ,6,0422, ","   42.2","6,0711, ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    311.6"," ,6","      470"," ,6","","","     23.92","6","","","",""
"USC00292848","1914","33.146","-107.1843","1393.2","ELEPHANT BUTTE DAM, NM US","    904.9","","     904.9","6","","","","","","","","","         5","6","         0","6","        80","6","         0","6","       226","6","        83","6","","","         2"," ","   -8.3","6,1215, ","","","    38"," ,6,1224,+","","","   39.4","6,0629, ","","","0.0","6,1117","-2.8","6,1119","-4.4","6,1213","-8.3","6,1215","","","-0.6","6,0408","-3.9","6,0322","-4.4","6,0304","-7.8","6,0130","","","    1655.4","4","    1655.4","6","","","","","","","      177"," ,6","     16.47","6","     24.42","6","      8.53","6","",""
"USC00292848","1915","33.146","-107.1843","1393.2","ELEPHANT BUTTE DAM, NM US","    866.7","","     866.7","6","        53","6","        35","6","         1","6","","","","","         0","6","        84","6","         2","6","       219","6","        77","6","","","","","  -10.6","6,1228, ","","","","","  55.4"," ,6,0721, ","   39.4","6,0709,+","","","-3.3","6,1112","-3.3","6,1112","-5.6","6,1217","-10.6","6,1228","-10.6","6,1228","-3.3","6,0322","-3.3","6,0322","-5.6","6,0208","-7.2","6,0119","","","    1847.0","0","    1847.0","6","","","","","    352.5"," ,6","","","     15.62","6","     23.26","6","      7.98","6","",""
"USC00292848","1916","33.146","-107.1843","1393.2","ELEPHANT BUTTE DAM, NM US","    985.5","","     985.5","6","        50","6","        30","6","         4","6","","","","","         0","6","        52","6","         0","6","       230","6","        67","6","","","","","   -9.4","6,0202,+","","","","","  50.8"," ,6,0501, ","   39.4","6,0702,+","","","0.0","6,1109","-6.1","6,1114","-6.1","6,1114","-8.3","6,1208","","","-0.6","6,0331","-5.6","6,0203","-5.6","6,0203","-9.4","6,0202","-9.4","6,0202","    1492.4","4","    1492.4","6","","","","","    349.1"," ,6","","","     16.61","6","     23.96","6","      9.26","6","",""
"USC00292848","1917","33.146","-107.1843","1393.2","ELEPHANT BUTTE DAM, NM US","    926.9","","     926.9","6","        31","6","        11","6","         0","6","","","         1","6","         0","6","        74","6","         0","6","       215","6","        76","6","","","","","   -7.2","6,0304, ","","","    46"," ,6,0114, ","  11.7"," ,6,0711, ","   39.4","6,0714, ","","","-1.1","6,1119","-2.2","6,1209","","","","","","","0.0","6,0402","-2.2","6,0318","-7.2","6,0304","-7.2","6,0304","","","    1814.4","4","    1814.4","6","","","","","     90.3"," ,6","       46"," ,6","     16.21","6","     23.67","6","      8.75","6","",""
"USC00292848","1918","33.146","-107.1843","1393.2","ELEPHANT BUTTE DAM, NM US","","","","","        43","6","        27","6","         2","6","","","","","         0","6","        71","6","","","","","","","","","","","  -13.3","6,1224, ","","","","","  40.1"," ,6,0821, ","","","","","0.0","6,1119","-3.9","6,1125","-5.0","6,1126","-6.7","6,1130","-10.6","6,1220","-0.6","6,0318","-2.2","6,0228","-5.6","6,0129","-10.0","6,0123","-10.0","6,0123","","","","","","","","","    273.7"," ,6","","","","","","","      9.11","6","",""
