"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES"
"USC00410071","2008","35.3489","-102.647","1229.0","ADRIAN 6 N, TX US","        53","0","        35","0","         8","0","","","         4","0","         1"," ","","","   114"," ,0,0306, ","  70.4"," ,0,0816, ","    580.0"," ,0","      254"," ,0"
"USC00410071","2009","35.3489","-102.647","1229.0","ADRIAN 6 N, TX US","        56","0","        40","0","         5","0","","","         5","0","","","","","   254"," ,0,0327, ","  36.3"," ,0,0705, ","    460.8"," ,0","      559"," ,0"
"USC00410071","2010","35.3489","-102.647","1229.0","ADRIAN 6 N, TX US","        35","0","        28","0","         7","0","","","         8","0","","","","","   305"," ,0,0128, ","  77.5"," ,0,0624, ","    518.6"," ,0","      940"," ,0"
"USC00410071","2012","35.3489","-102.647","1229.0","ADRIAN 6 N, TX US","        21","7","        17","7","         3","7","","","","","","","","","","","  53.3"," ,7,0522, ","    247.5"," ,7","",""
"USC00410071","2013","35.3489","-102.647","1229.0","ADRIAN 6 N, TX US","        29","7","        24","7","         2","7","","","","","","","","","","","  42.4"," ,7,0917, ","    277.0"," ,7","",""
"USC00410071","2018","35.3489","-102.647","1229.0","ADRIAN 6 N, TX US","        33","7","        32","7","         4","7","        0","","         3","7","","","     0"," ,7,1231,+","   206"," ,7,1113, ","  38.1"," ,7,0707, ","    453.3"," ,7","      282"," ,7"
"USC00410071","2019","35.3489","-102.647","1229.0","ADRIAN 6 N, TX US","        40","7","        39","7","         6","7","        1","","         1","7","","","   152"," ,7,1025, ","   152"," ,7,1025, ","  82.3"," ,7,1001, ","    631.2"," ,7","      152"," ,7"
"USC00410071","2021","35.3489","-102.647","1229.0","ADRIAN 6 N, TX US","        39","7","        34","7","         4","7","","","","","","","","","","","  49.0"," ,7,0702, ","    452.7"," ,7","",""
"USC00410071","2022","35.3489","-102.647","1229.0","ADRIAN 6 N, TX US","        30","7","        24","7","         3","7","        1","","         7","7","","","    76"," ,7,0127, ","    76"," ,7,0203,+","  40.6"," ,7,0730, ","    302.6"," ,7","      368"," ,7"
"USC00410071","2023","35.3489","-102.647","1229.0","ADRIAN 6 N, TX US","        40","7","        34","7","         4","7","        0","","         4","7","","","     0"," ,7,1231,+","   114"," ,7,0210, ","  51.1"," ,7,0526, ","    441.8"," ,7","      355"," ,7"
"USC00410071","2024","35.3489","-102.647","1229.0","ADRIAN 6 N, TX US","        35","7","        30","7","         4","7","","","","","","","","","","","  53.3"," ,7,1108,+","    466.8"," ,7","",""
