"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES"
"USC00412793","2003","31.81167","-106.37083","1194.2","EL PASO NUMBER 2, TX US","        25","0","        14","0","         1","0","","","         0","0","","","","","","","","","         1"," ","","","     0"," ,0,1231,+","  25.4"," ,0,0220, ","","","","","","","    112.9"," ,0","        0"," ,0","",""
"USC00412793","2004","31.81167","-106.37083","1194.2","EL PASO NUMBER 2, TX US","","","","","","","","","","","","","","","","","","","         1"," ","","","","","","","","","    1191.3","3","    1191.3","0","","","","","",""
"USC00412793","2006","31.81167","-106.37083","1194.2","EL PASO NUMBER 2, TX US","","","","","","","","","","","","","","","","","","","         4"," ","","","","","","","","","","","","","","","","","",""
"USC00412793","2008","31.81167","-106.37083","1194.2","EL PASO NUMBER 2, TX US","        37","0","        21","0","         3","0","        0","","         0","0","         0","0","       245","0","        84","0","         1"," ","","","     0"," ,0,1231,+","     0"," ,0,1231,+","  33.0"," ,0,0725, ","   42.2","0,0617, ","","","","","    264.2"," ,0","        0"," ,0","     25.97","0"
"USC00412793","2009","31.81167","-106.37083","1194.2","EL PASO NUMBER 2, TX US","        34","0","        19","0","         1","0","        0","","         0","0","         1","0","       251","0","       123","0","","","         2"," ","     0"," ,0,1231,+","     0"," ,0,1231,+","  39.1"," ,0,0628, ","   41.1","0,0715, ","","","","","    200.7"," ,0","        0"," ,0","     26.38","0"
"USC00412793","2010","31.81167","-106.37083","1194.2","EL PASO NUMBER 2, TX US","        30","0","        18","0","         2","0","        0","","         0","0","         0","0","       235","0","       110","0","","","         1"," ","     0"," ,0,1231,+","     0"," ,0,1231,+","  30.2"," ,0,0923, ","   42.8","0,0606, ","","","","","    197.2"," ,0","        0"," ,0","     26.12","0"
