"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"THW00041018","1943","17.38333","102.8","178.0","UDON THANI, TH","","","","","","","","","","","","","","","","","","","         0","S","       349","S","       183","S","","","","","","","","","","","","","   40.0","S,0406, ","","","","","","","","","","","     32.20","S","",""
"THW00041018","1944","17.38333","102.8","178.0","UDON THANI, TH","","","","","","","","","","","","","","","","","","","         0","S","       352","S","       266","S","","","","","","","","","","","","","   41.7","S,0425,+","","","","","","","","","","","     33.51","S","",""
"THW00041018","1945","17.38333","102.8","178.0","UDON THANI, TH","","","","","","","","","","","","","","","","","","","         0","S","       355","S","       236","S","","","","","","","","","","","","","   39.4","S,0409, ","","","","","","","","","","","     32.54","S","",""
"THW00041018","1948","17.38333","102.8","178.0","UDON THANI, TH","","","","","","","","","","","","","","","","","","","         0","S","       362","S","       206","S","","","","","","","","","","","","","   40.6","S,0313, ","","","","","","","","","","","     32.23","S","",""
"THW00041018","1949","17.38333","102.8","178.0","UDON THANI, TH","","","","","","","","","","","","","","","","","","","         0","S","       355","S","       218","S","","","","","","","","","","","","","   40.0","S,0322, ","","","","","","","","","","","     32.65","S","",""
"THW00041018","1950","17.38333","102.8","178.0","UDON THANI, TH","","","","","","","","","","","","","","","","","","","         0","S","       358","S","       212","S","","","","","","","","","","","","","   42.8","S,0423, ","       0.6","6","       0.6","S","","","","","","","     32.48","S","",""
"THW00041018","1951","17.38333","102.8","178.0","UDON THANI, TH","","","","","","","","","","","","","","","","","","","         0","S","       356","S","       208","S","","","","","","","","","","","","","   41.1","S,0410, ","","","","","","","","","","","     32.35","S","",""
"THW00041018","1952","17.38333","102.8","178.0","UDON THANI, TH","","","","","","","","","","","","","","","","","","","         0","S","       358","S","       234","S","","","","","","","","","","","","","   41.1","S,0424, ","","","","","","","","","","","     32.85","S","",""
"THW00041018","1962","17.38333","102.8","178.0","UDON THANI, TH","","","","","","","","","","","","","","","","","","","         0","S","       348","S","       227","S","","","","","","","","","","","","","   42.2","S,0402, ","","","","","","","","","","","     32.73","S","",""
"THW00041018","1965","17.38333","102.8","178.0","UDON THANI, TH","","","","","","","","","","","","","","","","","","","","","","","","","        21"," ","","","","","","","","","","","","","","","","","","","","","","","","","",""
