"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES"
"SYM00040030","1958","35.117","36.75","303.0","HAMA, SY","","","","","","","","","    1098.7","7","    1098.7","S","",""
"SYM00040030","1993","35.117","36.75","303.0","HAMA, SY","         0","S","       193","S","       106","S","   42.0","S,0730, ","","","","","     24.59","S"
"SYM00040030","1996","35.117","36.75","303.0","HAMA, SY","         0","S","       189","S","       102","S","   42.0","S,0703, ","","","","","     25.01","S"
"SYM00040030","1997","35.117","36.75","303.0","HAMA, SY","         0","S","       187","S","       103","S","   40.0","S,0620, ","","","","","     24.28","S"
"SYM00040030","2008","35.117","36.75","303.0","HAMA, SY","         0","S","       237","S","       120","S","   44.5","S,0820, ","","","","","     25.90","S"
"SYM00040030","2009","35.117","36.75","303.0","HAMA, SY","         0","S","       197","S","       103","S","   40.7","S,0805, ","","","","","     25.11","S"
"SYM00040030","2010","35.117","36.75","303.0","HAMA, SY","         0","S","       249","S","       126","S","   45.4","S,0802,+","","","","","     27.03","S"
